,kaptCode,heatC,heatP,gasC,gasP,waterHotC,waterHotP,electC,electP,waterCoolC,waterCoolP
0,A12101001,,,,,0,0,,,132990,3690010
1,A12175203,0,0,,,0,0,,,2146700,70569620
2,A10027951,,,,,,,,,413320,2495130
3,A10027906,,,,,,,,,612970,17292930
4,A10027090,,,,,,,3151146,28444560,,
5,A10023508,,,,,,,,,,
6,A12170601,,,0,0,,,7743694,21722410,0,13716440
7,A12102008,0,0,6220,0,0,0,,,530,13343340
8,A12102005,0,0,0,0,0,0,,,0,7994840
9,A12180404,4060,0,0,0,,,,,,
10,A12180407,12320,0,,,0,0,0,25348080,,
11,A12170603,33540,0,,,0,0,,,,
12,A12170602,,,,,,,,,,
13,A12102002,,,,,,,,,,
14,A12180401,0,0,,,0,0,858230,5940110,170100,3470580
15,A12180506,,,11540,0,0,0,,,-723000,11410200
16,A10024408,,,0,0,,,,,,
17,A10024626,,,-158870,158870,0,0,,,,
18,A12185304,0,0,,,0,0,2151170,18542230,,
19,A12179001,,,0,0,0,0,,,0,0
20,A12179005,,,,,0,0,1539590,13232910,,
21,A12179004,,,,,,,23026887,46964590,4098350,8149020
22,A12185303,,,,,,,,,,
23,A12179002,,,17610,0,0,0,-42400,8623960,,
24,A12179003,,,,,,,,,,
25,A12103002,0,0,0,0,0,0,,,0,6461440
26,A10027504,,,,,,,,,,
27,A12179006,,,,,,,,,,
28,A12181406,-81370,5862900,0,0,0,16128000,8557861,40355560,3150060,20123520
29,A12170401,0,0,,,,,554720,7089370,0,2866720
30,A12104007,0,10629250,0,0,,,,,3749130,24372100
31,A12181403,,,,,0,0,478300,15306550,,
32,A12104005,-148907,2765540,-1563640,1563640,,,,,,
33,A12104001,,,,,,,241110,6823340,0,0
34,A12181404,-3028,7613220,,,,,7571592,33476200,0,18423510
35,A12187602,13170,0,0,0,0,0,3424420,17707050,,
36,A10028006,9158200,68610,,,,,7161340,33609580,-631730,9658710
37,A12187501,3231020,0,0,0,8370990,0,,,12748290,0
38,A12106001,,,0,0,,,,,479220,7352560
39,A12105001,0,0,0,0,0,0,,,,
40,A10025672,,,,,,,,,,
41,A12181103,,,,,,,,,,
42,A12172401,,,,,0,0,10001954,28972610,,
43,A12181101,0,0,,,,,,,7060880,0
44,A12181102,-1100,0,,,0,3753900,1196370,10049620,-484860,6885900
45,A10025003,,,,,0,0,13796078,62475230,,
46,A12109002,0,0,0,0,,,4211342,24146140,,
47,A12109001,,,,,,,9298489,48857380,,
48,A12187403,0,0,770,0,0,0,3261600,0,,
49,A10026036,0,0,,,0,0,16872980,41907410,56690,16992240
50,A10024347,0,0,0,0,0,0,36814806,79952800,,
51,A12171201,,,,,,,3281330,12930380,,
52,A12185602,,,,,,,578331,8038490,,
53,A12185605,0,0,,,0,0,5225490,14835460,,
54,A12185606,0,0,,,,,,,144920,4614930
55,A12111001,0,0,,,0,0,1948490,6496770,,
56,A12185504,,,1440,0,,,1706370,9946510,-1480,4906760
57,A12185603,0,0,1440,0,,,1724849,11032470,,
58,A10024974,,,,,,,,,,
59,A12112001,,,4060,0,0,0,1646240,8342470,0,4218810
60,A12112002,0,0,0,0,0,0,6588860,19587710,,
61,A10027714,,,,,0,10691250,,,0,14006090
62,A12119007,,,67990,0,0,0,,,0,0
63,A12188201,,,10350,0,,,1705120,8588910,,
64,A12188205,,,0,0,,,,,0,11765820
65,A12188202,0,0,,,0,0,,,0,4732990
66,A12119006,0,0,0,0,,,8648822,30435180,,
67,A12119004,,,0,0,,,6646400,16670320,120610,8073140
68,A10025633,,,0,0,,,2329670,17416470,711800,4410490
69,A12177802,,,0,0,0,0,,,,
70,A10024425,,,0,0,,,,,700270,4071120
71,A12182901,,,,,0,0,,,-140220,6093020
72,A12170702,2829440,81900,,,0,6864000,5671589,31909680,0,10896790
73,A10028177,2177250,126160,0,0,,,,,,
74,A12115001,,,,,,,10299698,54179918,0,12018430
75,A12114001,26080,0,0,0,,,2488540,24716210,,
76,A12174601,,,,,,,22958440,86992260,,
77,A10024784,,,,,,,,,,
78,A10024891,0,0,0,0,,,5463097,23127210,,
79,A12123001,0,0,0,0,0,0,76890,9913300,,
80,A12182101,0,0,,,,,,,,
81,A12182401,,,0,0,0,0,0,9828180,,
82,A10026053,,,0,0,0,0,,,,
83,A10024150,,,,,,,,,,
84,A10023665,,,,,,,,,,
85,A12186901,,,19880,0,0,0,5229700,18829160,,
86,A10024587,,,,,,,,,,
87,A12185001,0,0,0,0,0,0,,,154680,3205940
88,A12125001,799660,0,,,0,2258520,,,0,0
89,A12185003,,,,,,,411480,22266780,-550600,0
90,A12185004,0,0,0,0,,,,,,
91,A12171101,0,0,0,0,0,0,,,,
92,A12125202,,,,,1750400,10359800,,,-903900,17121480
93,A10027157,,,,,0,0,,,,
94,A12187901,,,,,0,0,,,,
95,A12187906,0,0,0,0,0,0,32366821,0,,
96,A12187904,2054120,0,676280,676280,0,5866690,3389083,16462470,,
97,A12187703,,,0,0,,,1169300,13797870,,
98,A12187905,,,1300,0,,,,,967630,9347520
99,A12187902,0,0,0,0,0,0,,,,
100,A12127007,,,0,0,0,6681000,,,,
101,A12127004,,,0,0,,,4879156,19031730,,
102,A12127005,3805290,0,0,0,0,8169290,1511023,36045790,,
103,A12127003,,,0,0,,,,,,
104,A12127001,2282840,977350,0,0,0,5170720,,,,
105,A12127006,,,0,0,0,14001000,10720460,31205380,,
106,A12179508,5046580,919700,0,0,,,,,3009950,14123980
107,A12179504,16094270,637890,0,0,,,9354630,33714900,,
108,A12179503,8267940,797010,0,0,-6522600,6506360,,,0,10703780
109,A12127002,,,0,0,0,8269760,6784720,20441040,0,10679070
110,A12179502,,,,,0,2075400,2649070,13949420,,
111,A12127008,,,,,-6996960,6981480,,,887540,11795340
112,A12179501,536576,114850,,,,,2120960,6460820,,
113,A12179505,,,0,0,,,,,,
