,kaptCode,heatC,heatP,gasC,gasP,waterHotC,waterHotP,electC,electP,waterCoolC,waterCoolP
0,A12101001,0,0,,,0,0,1797930,11333440,,
1,A12175203,0,0,0,0,,,97024546,300118470,2418320,73516120
2,A10027951,0,0,0,0,0,0,1170680,6690850,,
3,A10027906,5571010,0,,,,,,,,
4,A10027090,0,0,,,0,0,,,,
5,A10023508,,,,,,,,,,
6,A12170601,,,,,0,0,,,,
7,A12102008,,,6960,0,0,0,10342470,42415020,1980,13331490
8,A12102005,,,0,0,,,4009526,21861720,,
9,A12180404,4570,0,0,0,,,5422490,0,,
10,A12180407,11920,0,,,0,0,0,35508440,,
11,A12170603,,,0,0,0,0,,,500030,13253170
12,A12170602,,,,,,,,,4760,2623090
13,A12102002,,,,,0,0,3104780,15932810,,
14,A12180401,,,,,,,777000,8879730,,
15,A12180506,,,8930,0,,,,,,
16,A10024408,,,,,,,,,931450,5833580
17,A10024626,0,0,,,,,3855990,11266640,,
18,A12185304,0,0,,,,,,,450800,9127800
19,A12179001,0,0,0,0,,,5973350,17792930,0,10067190
20,A12179005,,,,,0,0,737980,19865500,130690,3917470
21,A12179004,,,6327330,0,,,28286797,79265290,6010860,8227930
22,A12185303,,,,,,,12689980,46744760,0,10623270
23,A12179002,0,0,14800,0,,,1996380,7825190,,
24,A12179003,,,,,,,,,,
25,A12103002,0,0,0,0,0,0,5498400,19503670,0,6610940
26,A10027504,,,,,,,,,,
27,A12179006,,,,,,,,,,
28,A12181406,,,0,0,0,12424000,13665586,58171800,2682940,19936850
29,A12170401,,,,,0,0,,,0,2833540
30,A12104007,0,7008990,,,0,10948500,,,3668780,24322590
31,A12181403,,,0,0,0,0,1601300,13379690,717940,6448200
32,A12104005,-154728,1625220,,,,,,,,
33,A12104001,0,0,,,,,,,,
34,A12181404,,,,,,,,,0,18915590
35,A12187602,,,,,0,0,2368320,27702560,,
36,A10028006,,,0,0,,,,,-721290,10030070
37,A12187501,2786370,311350,0,0,0,7343840,,,,
38,A12106001,2075490,0,0,0,,,,,,
39,A12105001,,,,,,,,,,
40,A10025672,,,,,,,,,,
41,A12181103,,,0,0,,,21597763,101183100,,
42,A12172401,,,,,,,12565194,48034200,,
43,A12181101,,,,,,,,,,
44,A12181102,0,0,,,0,3064510,746699,13086090,348680,6473120
45,A10025003,,,0,0,0,0,21063587,90041170,346290,19143200
46,A12109002,,,0,0,0,0,,,-1403150,11747660
47,A12109001,,,0,0,-210,6061500,7633040,58415000,,
48,A12187403,,,770,0,,,,,,
49,A10026036,0,0,,,0,0,,,571370,16283260
50,A10024347,0,0,0,0,0,0,,,4428400,26677370
51,A12171201,0,0,,,,,,,2590,6587420
52,A12185602,0,0,,,0,0,755291,10304990,66210,3863600
53,A12185605,,,0,0,,,,,,
54,A12185606,,,0,0,0,0,,,127640,5258360
55,A12111001,,,0,0,,,2765973,9283730,0,3190750
56,A12185504,,,3500,0,0,0,1449390,15644420,50,5368490
57,A12185603,,,,,0,0,2704444,16621800,0,4638370
58,A10024974,5466400,43380,0,0,383920,10429590,,,5463260,14981600
59,A12112001,0,0,,,,,,,0,4289820
60,A12112002,0,0,0,0,0,0,,,0,20790650
61,A10027714,3809940,0,,,0,9167500,,,0,13670760
62,A12119007,0,0,58560,0,,,7374827,37199070,0,0
63,A12188201,0,0,,,,,,,0,0
64,A12188205,0,0,,,0,0,,,0,12060240
65,A12188202,,,,,,,,,,
66,A12119006,,,0,0,,,,,141850,11801400
67,A12119004,,,0,0,0,0,8620170,23773430,,
68,A10025633,0,0,0,0,,,1496540,31122540,,
69,A12177802,,,,,0,0,,,0,0
70,A10024425,,,0,0,,,6893230,25364523,,
71,A12182901,0,0,0,0,,,,,,
72,A12170702,,,,,0,5692200,,,,
73,A10028177,,,0,0,8170,4376860,14487380,32607080,2381290,8023130
74,A12115001,4142240,0,0,0,0,7118080,11768276,89797686,0,12475400
75,A12114001,19130,0,0,0,0,0,2844670,37564290,,
76,A12174601,,,1190180,0,,,34021524,181866636,,
77,A10024784,,,,,,,,,,
78,A10024891,0,0,0,0,,,,,75650,7477800
79,A12123001,0,0,0,0,,,,,,
80,A12182101,,,,,0,0,,,0,0
81,A12182401,,,,,,,7767950,12687050,,
82,A10026053,0,0,0,0,,,,,810790,7004170
83,A10024150,,,,,,,,,,
84,A10023665,,,,,,,,,,
85,A12186901,,,12870,0,0,0,,,,
86,A10024587,,,,,,,,,,
87,A12185001,0,0,0,0,,,,,0,3477080
88,A12125001,,,,,,,4457150,13575010,8015370,0
89,A12185003,1531460,887200,,,,,,,-580400,0
90,A12185004,0,0,,,,,,,23243430,0
91,A12171101,0,0,,,0,0,,,-8960,6469800
92,A12125202,,,,,,,,,512870,17121480
93,A10027157,,,,,0,0,1136570,7160770,180780,2120490
94,A12187901,0,0,,,,,3188750,12211173,,
95,A12187906,0,0,,,,,,,,
96,A12187904,2054120,0,-709800,709800,0,5278870,2029431,25950520,,
97,A12187703,0,0,0,0,,,1455200,19789030,53480,5834610
98,A12187905,0,0,2040,0,0,0,,,,
99,A12187902,,,0,0,,,,,0,0
100,A12127007,,,0,0,,,1739664,27008030,,
101,A12127004,,,,,,,3301210,30162820,348180,12403910
