,kaptCode,heatC,heatP,gasC,gasP,waterHotC,waterHotP,electC,electP,waterCoolC,waterCoolP
0,A12101001,0,0,,,0,0,2660100,7328700,,
1,A12175203,,,0,0,0,0,60699594,170215980,,
2,A10027951,0,0,0,0,,,2319710,4613810,0,2185260
3,A10027906,-1777930,148614820,,,,,36718713,50634920,530170,17079750
4,A10027090,0,0,0,0,,,,,,
5,A10023508,,,,,,,0,7749300,,
6,A12170601,,,0,0,0,0,9979059,22678360,,
7,A12102008,,,102590,0,0,0,8079963,27197130,,
8,A12102005,,,,,0,0,6939990,15098130,0,7370940
9,A12180404,,,,,0,0,,,,
10,A12180407,388220,0,0,0,0,0,0,30459090,,
11,A12170603,517050,0,0,0,,,12829287,42828480,420330,12966230
12,A12170602,0,0,,,0,0,,,,
13,A12102002,,,,,0,0,,,,
14,A12180401,,,0,0,,,,,,
15,A12180506,0,0,,,0,0,,,-149410,10862780
16,A10024408,0,0,0,0,0,0,7045919,18834950,84400,5329180
17,A10024626,,,-157320,157320,,,4474740,5564370,40740,2131540
18,A12185304,0,0,,,0,0,,,450800,8429400
19,A12179001,,,,,,,5439080,11322320,,
20,A12179005,,,,,,,1256610,12519820,300000,3545210
21,A12179004,,,,,,,,,,
22,A12185303,,,,,0,25054800,,,,
23,A12179002,0,0,335660,0,,,,,,
24,A12179003,,,,,,,,,,
25,A12103002,,,,,,,,,0,6098480
26,A10027504,,,,,,,,,,
27,A12179006,,,,,,,,,,
28,A12181406,,,0,0,,,,,1220790,22018470
29,A12170401,0,0,,,0,0,1352560,5862880,0,2721790
30,A12104007,,,0,0,,,15035701,43864050,,
31,A12181403,0,0,0,0,0,0,,,0,5722370
32,A12104005,-555820,180978790,-1512320,1512320,,,,,,
33,A12104001,0,0,0,0,,,,,,
34,A12181404,,,,,0,25430000,17302766,39728450,332100,17525380
35,A12187602,,,,,0,0,3836160,21939170,,
36,A10028006,,,0,0,,,,,-669580,9418260
37,A12187501,,,,,,,10569640,32603420,277000,11335160
38,A12106001,,,,,0,15564800,,,,
39,A12105001,,,0,0,,,,,0,5573540
40,A10025672,,,,,,,,,,
41,A12181103,,,,,0,44593440,,,-20,28238620
42,A12172401,,,,,,,,,,
43,A12181101,0,0,0,0,0,0,,,214610,0
44,A12181102,,,0,0,0,8519420,2027768,10699890,108050,6113890
45,A10025003,0,0,0,0,0,0,,,686870,17889080
46,A12109002,,,0,0,,,,,,
47,A12109001,3465030,83110050,0,0,-330,16871630,9371038,31101960,,
48,A12187403,,,900,0,,,,,,
49,A10026036,0,0,0,1345350,0,0,19827880,35946370,,
50,A10024347,0,0,,,,,,,2485710,24699590
51,A12171201,,,0,0,,,,,1520,6260800
52,A12185602,0,0,,,0,0,,,76810,3709070
53,A12185605,0,0,0,0,,,,,42020,6320830
54,A12185606,,,,,0,0,,,,
55,A12111001,0,0,0,0,,,,,138100,3222670
56,A12185504,,,,,0,0,1871130,10716780,270,4850490
57,A12185603,,,900,0,0,0,,,130200,4134350
58,A10024974,5466400,72234000,0,0,5100580,36633150,,,,
59,A12112001,0,0,6660,0,,,,,,
60,A12112002,0,0,0,0,,,,,0,20122790
61,A10027714,3809940,54186750,,,0,36686220,,,,
62,A12119007,0,0,,,0,0,,,0,0
63,A12188201,,,51930,0,0,0,,,0,0
64,A12188205,0,0,,,,,,,,
65,A12188202,0,0,0,0,,,2699620,11146310,,
66,A12119006,,,,,,,11361960,31347050,235380,10898440
67,A12119004,,,,,0,0,8524910,18180730,,
68,A10025633,,,0,0,,,5071880,16350260,-92270,4097010
69,A12177802,0,0,,,0,0,945130,4951660,,
70,A10024425,,,0,0,0,0,,,1107440,6180020
71,A12182901,,,0,0,,,3899120,11049530,,
72,A12170702,,,,,,,10387338,29416820,0,10125730
73,A10028177,,,0,0,,,12719890,17528240,,
