,kaptCode,heatC,heatP,gasC,gasP,waterHotC,waterHotP,electC,electP,waterCoolC,waterCoolP
0,A12101001,,,,,,,2494960,6669000,,
1,A12175203,0,0,,,0,0,100880900,169013850,,
2,A10027951,,,0,0,,,3872610,4462130,0,2009190
3,A10027906,-45238,112877720,0,0,,,6698686,51599920,1056690,14656220
4,A10027090,0,0,,,0,0,7658552,24759230,,
5,A10023508,,,,,,,,,,
6,A12170601,0,0,,,,,8450139,23030038,,
7,A12102008,0,0,133920,0,,,6350621,28585210,1630,12803320
8,A12102005,,,0,0,,,6636161,13118420,,
9,A12180404,,,,,0,0,,,2182860,0
10,A12180407,846890,0,,,0,0,0,23783120,0,11556460
11,A12170603,504620,0,0,0,,,9652653,41154660,,
12,A12170602,,,0,0,,,,,58820,2579730
13,A12102002,,,,,,,3025260,10012340,0,3697760
14,A12180401,0,0,0,0,,,1644310,5326270,,
15,A12180506,0,0,112350,0,0,0,,,0,10521730
16,A10024408,,,,,,,,,52480,5711670
17,A10024626,,,-139210,139210,,,4239910,5040680,,
18,A12185304,0,0,,,,,,,,
19,A12179001,0,0,,,,,,,0,10013430
20,A12179005,,,0,0,0,0,,,3439310,0
21,A12179004,0,0,9489180,0,0,0,67973760,0,,
22,A12185303,9697440,85489120,684100,0,0,30089400,,,,
23,A12179002,0,0,555510,0,,,,,,
24,A12179003,,,,,,,,,,
25,A12103002,,,0,0,0,0,,,0,5809430
26,A10027504,,,,,,,,,,
27,A12179006,,,,,,,,,,
28,A12181406,0,112809520,0,0,,,,,958640,21821520
29,A12170401,,,0,0,0,0,1923690,5559260,,
30,A12104007,0,147144670,,,,,24639252,45142460,6799940,24994630
31,A12181403,0,0,,,0,0,,,,
32,A12104005,,,-1529870,1529870,5643240,22199830,8727700,37384930,,
33,A12104001,,,,,0,0,2483960,5201200,,
34,A12181404,,,,,,,,,983970,18928070
35,A12187602,,,,,,,,,98790,7422960
36,A10028006,,,0,0,,,,,,
37,A12187501,3318270,39658710,,,,,8768020,25378010,,
38,A12106001,5036350,31320960,0,0,,,6823050,13420160,,
