,kaptCode,heatC,heatP,gasC,gasP,waterHotC,waterHotP,electC,electP,waterCoolC,waterCoolP
0,A11007001,0,0,0,0,0,0,3833735,12094980,28480,2836810
1,A11052201,0,0,84870,0,0,0,2336318,18128610,414060,7989840
2,A11076701,,,,,,,,,,
3,A10023741,,,,,,,,,,
4,A11054301,,,0,0,0,0,3914960,17157930,241940,0
5,A11054101,,,0,0,0,0,4233030,17122470,-630,8641850
6,A11077101,0,0,0,0,0,0,,,18930,0
7,A11055002,,,0,364350,0,0,5022733,13816890,231160,5459680
8,A11087601,0,0,0,0,0,0,,,0,4298350
9,A11087602,,,0,0,0,0,3705100,19993270,0,7290990
10,A10026946,,,0,0,0,0,2262950,10753540,1544980,4940000
11,A11001203,0,0,0,0,0,0,2745140,6658860,0,0
12,A11084601,0,0,0,0,0,0,2337690,8300140,0,2860280
13,A11081503,,,465260,0,0,0,9720274,34454720,16840,36713890
14,A11008001,,,0,0,0,0,,,151860,10272100
15,A11081302,0,0,0,0,0,0,46211111,0,16809840,0
16,A10027708,,,0,0,0,0,2745460,7507060,0,6403980
17,A10025710,,,0,0,0,0,,,356670,2870510
