,kaptCode,heatC,heatP,gasC,gasP,waterHotC,waterHotP,electC,electP,waterCoolC,waterCoolP
0,A11007001,0,0,0,0,0,0,14564699,0,3186030,0
1,A11052201,0,0,33400,0,0,0,2093566,15328740,497450,8740770
2,A11076701,,,,,,,,,,
3,A10023741,,,,,,,,,,
4,A11054301,0,0,0,0,0,0,2726570,13561950,0,0
5,A11054101,0,0,0,0,0,0,3380040,14404700,-240,9252080
6,A11077101,0,0,0,0,0,0,4574816,25157420,301200,0
7,A11055002,0,0,0,374170,0,0,3428285,11548850,1139320,5160130
8,A11087601,0,0,0,0,0,0,3977317,12170150,0,4292420
9,A11087602,0,0,0,0,0,0,2198938,0,40,0
10,A10026946,0,0,0,0,0,0,65610,9041630,1146920,5132180
11,A11001203,0,0,0,0,0,0,1827400,5609420,0,0
12,A11084601,0,0,0,0,0,0,1783758,7154200,0,2888400
13,A11081503,0,0,486820,0,0,0,7477046,28839170,81240,37297620
14,A11008001,0,0,0,0,0,0,2646350,8161340,533220,10302380
15,A11081302,0,0,0,0,0,0,9001456,33138130,274480,18870680
16,A10027708,0,0,0,0,0,0,2444650,6649430,0,7143340
17,A10025710,0,0,0,0,0,0,3301240,8483850,50560,3288860
