Unnamed: 0,kaptCode,bjdCode,Household_Num,Begin_Date,Heating_Method,House_Type,Elec_Con,Elev_Num,Park_Above,Park_Below
78,A13993502,1135010400,498,19930303.0,중앙난방,아파트,단일계약,18,299,323
79,A13923104,1135010400,685,19890621.0,지역난방,아파트,단일계약,21,570,0
80,A13923106,1135010400,730,19970731.0,지역난방,아파트,단일계약,25,230,580
81,A13923102,1135010400,288,19991227.0,개별난방,아파트,단일계약,7,55,249
82,A13987304,1135010400,1880,19891030.0,중앙난방,아파트,단일계약,28,633,0
83,A13977913,1135010400,2634,19920928.0,지역난방,아파트,기타,33,636,0
84,A13987205,1135010400,700,19970627.0,개별난방,아파트,단일계약,24,544,288
85,A13923108,1135010400,1192,19891030.0,중앙난방,아파트,단일계약,16,548,0
86,A13993901,1135010400,486,20010628.0,지역난방,아파트,단일계약,4,66,72
87,A13987301,1135010400,378,20020314.0,중앙난방,아파트,단일계약,4,69,41
88,A13987302,1135010400,640,19891030.0,지역난방,아파트,단일계약,,229,0
89,A13987306,1135010400,1980,19880613.0,지역난방,아파트,단일계약,41,1254,0
90,A13993503,1135010400,1200,19881029.0,지역난방,아파트,단일계약,9,321,0
91,A13993501,1135010400,396,19930610.0,개별난방,아파트,단일계약,15,205,347
92,A13923103,1135010400,660,19881029.0,지역난방,아파트,단일계약,22,400,0
93,A10026660,1135010400,117,20171024.0,중앙난방,아파트,단일계약,,0,128
94,A13983810,1135010500,468,20010529.0,지역난방,아파트,종합계약,15,21,693
95,A13973202,1135010500,114,20050530.0,개별난방,아파트,단일계약,4,4,110
96,A13974103,1135010500,900,19980912.0,지역난방,아파트,단일계약,13,117,232
97,A13983712,1135010500,494,19990424.0,지역난방,아파트,단일계약,17,241,159
98,A13920804,1135010500,2654,19880907.0,지역난방,아파트,단일계약,28,1297,0
99,A13920106,1135010500,299,20000422.0,개별난방,아파트,단일계약,9,113,146
100,A13981608,1135010500,448,20030830.0,개별난방,아파트,단일계약,11,99,412
101,A13920707,1135010500,2646,19880513.0,지역난방,아파트,단일계약,32,2036,0
102,A13920209,1135010500,795,19980905.0,개별난방,아파트,단일계약,14,147,735
103,A13981402,1135010500,234,20010607.0,개별난방,아파트,단일계약,7,78,207
104,A13982701,1135010500,420,19890501.0,지역난방,아파트,단일계약,14,600,0
105,A13920205,1135010500,305,20050203.0,개별난방,아파트,단일계약,8,102,215
106,A13920001,1135010500,274,20000630.0,개별난방,아파트,종합계약,8,63,312
107,A13982301,1135010500,1944,19880907.0,지역난방,아파트,단일계약,26,851,0
108,A13983815,1135010500,1313,19981026.0,지역난방,아파트,단일계약,14,239,467
109,A13981604,1135010500,259,19970120.0,개별난방,아파트,종합계약,10,168,65
110,A13981407,1135010500,675,19890814.0,개별난방,아파트,단일계약,13,283,24
111,A13921005,1135010500,2830,19881024.0,지역난방,아파트,단일계약,37,1930,0
112,A13983707,1135010500,331,19930408.0,개별난방,아파트,단일계약,13,173,65
113,A13981405,1135010500,602,20010607.0,개별난방+기타,아파트,단일계약,8,113,346
114,A13983608,1135010500,397,19951017.0,개별난방,아파트,단일계약,16,240,10
115,A13982002,1135010500,348,19900528.0,개별난방,아파트,단일계약,10,290,0
116,A13982604,1135010500,3315,19880629.0,지역난방,아파트,단일계약,42,2144,0
117,A13982103,1135010500,251,20020716.0,개별난방,아파트,단일계약,6,152,159
118,A13920706,1135010500,2136,19880513.0,지역난방,아파트,단일계약,27,1427,50
119,A13981901,1135010500,939,19890421.0,지역난방,아파트,단일계약,50,542,0
120,A13982003,1135010500,385,19950602.0,지역난방,아파트,단일계약,12,88,240
121,A13920105,1135010500,290,19970417.0,개별난방,아파트,단일계약,7,66,204
122,A13971501,1135010500,600,19880412.0,지역난방,아파트,단일계약,6,422,87
123,A13920102,1135010500,216,19950928.0,개별난방,아파트,단일계약,9,66,73
124,A13989701,1135010500,673,19991125.0,개별난방,아파트,단일계약,15,93,544
125,A13920803,1135010500,2392,19880923.0,지역난방,아파트,단일계약,32,1492,0
126,A13994302,1135010500,492,19880530.0,지역난방,아파트,단일계약,19,410,0
127,A13983713,1135010500,763,19941015.0,지역난방,아파트,기타,17,439,47
128,A13983709,1135010500,465,19931230.0,개별난방,아파트,단일계약,16,228,99
129,A13981606,1135010500,358,20010522.0,개별난방,아파트,단일계약,10,60,357
130,A13981304,1135010500,420,19870326.0,지역난방,아파트,단일계약,6,276,0
131,A13983803,1135010500,230,20020719.0,개별난방,아파트,단일계약,5,63,190
132,A13974102,1135010500,696,20091120.0,지역난방,주상복합,단일계약,19,108,639
133,A13980903,1135010500,240,20060608.0,개별난방,아파트,단일계약,10,43,161
134,A13982702,1135010500,538,19880615.0,지역난방,아파트,단일계약,18,520,0
135,A13983816,1135010500,1391,19981116.0,지역난방,아파트,단일계약,16,236,545
136,A13981001,1135010500,206,20000328.0,개별난방,아파트,단일계약,2,22,27
137,A13982005,1135010500,471,19880514.0,지역난방,아파트,단일계약,9,190,0
138,A13974101,1135010500,548,20091120.0,지역난방,아파트,단일계약,14,65,516
139,A13982704,1135010500,2634,19880727.0,지역난방,아파트,단일계약,32,1944,0
140,A13982202,1135010500,1739,19881019.0,지역난방,아파트,단일계약,27,1300,0
141,A13982101,1135010500,174,19990819.0,개별난방,아파트,단일계약,4,47,136
142,A13920207,1135010500,437,19971016.0,개별난방,아파트,단일계약,9,216,244
143,A13981903,1135010500,2265,19890421.0,지역난방,아파트,단일계약,23,1083,0
144,A13983101,1135010500,170,19881130.0,지역난방,아파트,단일계약,,51,0
145,A13920506,1135010500,1590,19890513.0,중앙난방,아파트,단일계약,21,328,255
146,A13920703,1135010500,840,19871117.0,개별난방,아파트,기타,,340,0
147,A13920202,1135010500,215,19971229.0,개별난방,아파트,종합계약,5,155,67
148,A13981006,1135010500,634,20000328.0,개별난방,아파트,단일계약,13,194,497
149,A13983811,1135010500,492,20000614.0,지역난방,아파트,종합계약,17,144,815
150,A13971502,1135010500,2213,19871121.0,지역난방,아파트,단일계약,28,857,0
151,A13989702,1135010500,434,19991125.0,개별난방,아파트,단일계약,4,20,106
152,A13920104,1135010500,275,20041117.0,개별난방,아파트,단일계약,12,153,180
153,A13983801,1135010500,165,20030627.0,개별난방,아파트,종합계약,6,95,98
154,A13973201,1135010500,137,19920716.0,개별난방,아파트,단일계약,5,35,52
155,A13981204,1135010500,472,19991210.0,개별난방,아파트,단일계약,4,21,124
156,A13983004,1135010500,2029,19871121.0,지역난방,아파트,단일계약,21,1004,0
157,A13920501,1135010500,230,19950519.0,개별난방,아파트,단일계약,9,73,145
158,A13920802,1135010500,2100,19880727.0,지역난방,아파트,단일계약,24,1190,0
159,A13981208,1135010500,826,19991210.0,개별난방,아파트,종합계약,16,224,606
160,A13983105,1135010500,2064,19880513.0,지역난방,아파트,단일계약,22,927,0
161,A10027601,1135010500,457,20160317.0,지역난방,아파트,단일계약,18,0,480
162,A10025133,1135010500,810,20210222.0,개별난방,아파트,종합계약,38,4,954
163,A10027533,1135010500,57,20041210.0,개별난방,아파트,단일계약,3,19,44
164,A10024547,1135010500,1062,20201125.0,개별난방,아파트,단일계약,28,0,1385
165,A10024770,1135010500,117,20020730.0,개별난방,아파트,,,,
166,A10024434,1135010500,115,20020528.0,개별난방,아파트,종합계약,10,27,93
167,A10024778,1135010500,142,19961012.0,개별난방,,종합계약,3,67,57
168,A13985402,1135010600,268,19981224.0,개별난방,아파트,종합계약,15,176,82
169,A13985907,1135010600,791,19960618.0,개별난방,아파트,단일계약,17,114,586
170,A13985605,1135010600,499,19980616.0,개별난방,아파트,종합계약,17,172,155
171,A13986207,1135010600,468,19990204.0,지역난방,아파트,단일계약,5,40,148
172,A13985904,1135010600,313,19910202.0,지역난방,아파트,단일계약,11,197,29
173,A13922406,1135010600,690,19910914.0,지역난방,아파트,단일계약,14,450,0
174,A13922105,1135010600,331,19990318.0,지역난방,아파트,종합계약,6,27,37
175,A13922001,1135010600,180,20030915.0,개별난방,아파트,종합계약,5,42,166
176,A13986606,1135010600,402,19960118.0,개별난방,아파트,단일계약,11,95,246
177,A13922102,1135010600,250,19990615.0,개별난방,아파트,단일계약,6,61,197
178,A13986004,1135010600,330,19950429.0,지역난방,아파트,기타,6,193,30
179,A13986013,1135010600,948,19951230.0,중앙난방,아파트,단일계약,33,569,506
180,A13985909,1135010600,1800,19920626.0,개별난방,아파트,기타,20,900,0
181,A13922907,1135010600,468,19930515.0,개별난방,아파트,단일계약,16,410,280
182,A13922903,1135010600,400,19930630.0,중앙난방,아파트,단일계약,14,328,315
183,A13922103,1135010600,259,19990921.0,개별난방,아파트,단일계약,12,34,260
184,A13986509,1135010600,882,19901214.0,지역난방,아파트,단일계약,12,300,0
185,A13922910,1135010600,630,19930331.0,개별난방,아파트,기타,10,316,0
186,A13972601,1135010600,742,19910110.0,지역난방,아파트,단일계약,25,560,0
187,A13986302,1135010600,1890,19890629.0,지역난방,아파트,단일계약,46,1230,0
188,A13985908,1135010600,1455,19910914.0,지역난방,아파트,단일계약,18,296,0
189,A13922909,1135010600,600,19930331.0,중앙난방,아파트,기타,8,280,0
190,A13922114,1135010600,2328,19920429.0,지역난방,아파트,단일계약,42,1500,0
191,A13986111,1135010600,960,19930810.0,중앙난방,아파트,단일계약,33,753,600
192,A13986701,1135010600,167,19950706.0,개별난방,아파트,종합계약,3,21,106
193,A13922111,1135010600,696,19930331.0,지역난방,아파트,단일계약,12,315,0
194,A13922908,1135010600,478,19991030.0,개별난방,아파트,단일계약,24,109,424
195,A13993001,1135010600,130,19921031.0,개별난방,아파트,종합계약,5,85,30
196,A13972603,1135010600,1979,19911115.0,지역난방,아파트,종합계약,28,857,0
197,A13986306,1135010600,3481,19900903.0,지역난방,아파트,단일계약,45,1311,0
198,A13922904,1135010600,424,19970120.0,개별난방,아파트,단일계약,10,97,247
199,A13986703,1135010600,299,20021205.0,개별난방,아파트,종합계약,9,60,289
200,A13986012,1135010600,780,19960722.0,개별난방,아파트,단일계약,26,505,357
201,A13986702,1135010600,203,19970314.0,개별난방,아파트,단일계약,3,0,197
202,A13986504,1135010600,2433,19911115.0,지역난방,아파트,단일계약,28,924,0
203,A13985406,1135010600,453,20180627.0,개별난방,아파트,종합계약,11,121,429
204,A13922110,1135010600,652,19990211.0,지역난방,아파트,종합계약,14,117,578
205,A13993002,1135010600,140,19931125.0,개별난방,아파트,,,,
206,A13922108,1135010600,508,19981201.0,지역난방,아파트,종합계약,14,131,429
207,A13986505,1135010600,2619,19911115.0,지역난방,아파트,기타,22,667,0
208,A13986201,1135010600,213,19990626.0,개별난방,아파트,종합계약,5,41,156
209,A13922003,1135010600,283,20140828.0,개별난방,아파트,종합계약,12,0,405
210,A13922905,1135010600,448,20050303.0,개별난방,아파트,단일계약,17,527,0
211,A13986009,1135010600,568,19930731.0,지역난방,아파트,단일계약,20,321,600
212,A13922901,1135010600,211,19931125.0,개별난방,아파트,종합계약,12,82,51
213,A13922002,1135010600,192,19920612.0,개별난방,아파트,기타,7,132,32
214,A13972602,1135010600,219,20080620.0,개별난방,아파트,단일계약,8,93,154
