Unnamed: 0,kaptCode,bjdCode,Household_Num,Begin_Date,Heating_Method,House_Type,Elec_Con,Elev_Num,Park_Above,Park_Below
79,A13402003,1174010900,204,20070321.0,개별난방,주상복합,단일계약,7,0,394
80,A13486504,1174010900,526,20000615.0,개별난방,아파트,종합계약,12,121,422
81,A13475001,1174010900,191,19971231.0,개별난방,주상복합,종합계약,3,0,146
82,A13486401,1174010900,156,19900531.0,개별난방,아파트,단일계약,2,100,0
83,A13402202,1174010900,150,20051028.0,개별난방,아파트,단일계약,6,27,171
84,A13486705,1174010900,226,19981204.0,개별난방,아파트,단일계약,6,16,227
85,A13486601,1174010900,224,19910330.0,개별난방,아파트,단일계약,4,170,0
86,A13402001,1174010900,156,20040906.0,개별난방,주상복합,종합계약,5,0,106
87,A13402305,1174010900,396,19970526.0,개별난방,아파트,단일계약,9,190,312
88,A13402005,1174010900,114,,,,,,,
89,A13402204,1174010900,225,20070216.0,개별난방,아파트,단일계약,9,111,154
90,A13486701,1174010900,150,19971203.0,개별난방,아파트,단일계약,4,31,121
91,A13402004,1174010900,74,,,,,,,
92,A13472201,1174010900,247,19970527.0,개별난방,아파트,단일계약,3,32,65
93,A10027948,1174010900,230,20150730.0,개별난방,주상복합,종합계약,4,0,364
94,A10026195,1174010900,134,20090420.0,개별난방,아파트,종합계약,5,157,18
95,A10026852,1174010900,999,20170731.0,개별난방,아파트,종합계약,20,0,1200
96,A10023670,1174010900,223,20210820.0,중앙난방,아파트,종합계약,3,60,14
97,A10023695,1174010900,188,20220801.0,지역난방,아파트,종합계약,8,0,286
98,A10023979,1174010900,182,20191031.0,개별난방,도시형 생활주택(아파트),단일계약,2,4,104
99,A10024134,1174010900,125,20051028.0,개별난방,아파트,,0,,
100,A13410012,1174011000,605,20110114.0,지역난방,아파트,단일계약,20,26,667
101,A13410005,1174011000,694,20090406.0,지역난방,아파트,단일계약,18,118,680
102,A13410002,1174011000,410,20090311.0,지역난방,아파트,단일계약,17,40,425
103,A13410008,1174011000,987,20090311.0,지역난방,아파트,단일계약,25,103,997
104,A13410001,1174011000,282,20090311.0,지역난방,아파트,종합계약,14,61,259
105,A13410011,1174011000,636,20110114.0,지역난방,아파트,단일계약,16,132,594
106,A13410003,1174011000,442,20090311.0,지역난방,아파트,단일계약,48,150,421
107,A13410007,1174011000,841,20090406.0,지역난방,아파트,단일계약,23,161,819
108,A13410006,1174011000,748,20090311.0,지역난방,아파트,단일계약,16,112,715
109,A13410004,1174011000,553,20090311.0,지역난방,아파트,단일계약,26,131,496
110,A13410010,1174011000,731,20090609.0,지역난방,아파트,단일계약,14,94,725
111,A13410009,1174011000,722,20090713.0,지역난방,아파트,단일계약,18,135,679
112,A10027638,1174011000,346,20151229.0,지역난방,아파트,단일계약,7,43,201
113,A10024410,1174011000,366,20210223.0,지역난방,아파트,종합계약,11,25,280
114,A10024422,1174011000,1244,20210223.0,지역난방,아파트,종합계약,37,19,1085
115,A10024487,1174011000,119,20200123.0,개별난방,아파트,단일계약,4,3,80
116,A10024468,1174011000,1239,20200828.0,지역난방,아파트,종합계약,31,6,1143
117,A10024440,1174011000,946,20210210.0,지역난방,아파트,단일계약,24,876,20
118,A10024421,1174011000,1025,20210223.0,지역난방,아파트,단일계약,26,60,873
