Unnamed: 0,kaptCode,bjdCode,Household_Num,Begin_Date,Heating_Method,House_Type,Elec_Con,Elev_Num,Park_Above,Park_Below
81,A12170702,1144011500,530,20141017,지역난방,아파트,단일계약,32,0,680
82,A10028177,1144011500,429,20141017,지역난방,아파트,종합계약,14,0,641
83,A12115001,1144011600,488,20100226,지역난방,아파트,종합계약,14,0,994
84,A12114001,1144011700,538,19990701,개별난방,아파트,단일계약,12,164,369
85,A12174601,1144012000,617,20120629,개별난방,아파트,종합계약,23,0,1247
86,A12184201,1144012000,366,20050830,개별난방,주상복합,단일계약,5,0,502
87,A10024784,1144012000,136,20041126,개별난방,아파트,,7,,
88,A10024891,1144012000,913,20200423,개별난방,아파트,종합계약,8,0,580
89,A10027902,1144012200,198,20150331,개별난방,주상복합,종합계약,4,0,384
90,A10027301,1144012200,198,20160714,개별난방,주상복합,종합계약,6,0,301
91,A12123001,1144012300,210,20040730,개별난방,아파트,단일계약,7,54,136
92,A12182101,1144012300,181,20021002,개별난방,아파트,단일계약,24,52,175
93,A12182401,1144012300,240,20021218,개별난방,아파트,단일계약,16,32,241
94,A10026053,1144012300,385,20190805,개별난방,아파트,종합계약,14,0,462
95,A10027572,1144012300,130,20090918,개별난방,주상복합,종합계약,6,0,283
96,A10023755,1144012300,149,20190910,개별난방,도시형 생활주택(아파트),단일계약,10,110,0
97,A10024150,1144012300,134,19991229,개별난방,아파트,종합계약,3,22,116
98,A10023665,1144012300,119,20030321,개별난방,아파트,종합계약,5,28,89
99,A12186901,1144012400,466,20030628,개별난방,아파트,단일계약,16,70,475
100,A10024587,1144012400,128,19951115,개별난방,아파트,,,,
101,A12185001,1144012500,172,20000401,개별난방,아파트,단일계약,4,32,156
102,A12125001,1144012500,189,20050726,지역난방,아파트,종합계약,8,11,196
103,A12185003,1144012500,1807,19910720,지역난방,아파트,단일계약,14,382,0
104,A12185004,1144012500,3710,19860607,중앙난방,아파트,단일계약,33,1233,0
105,A12171101,1144012500,320,20090305,개별난방,아파트,단일계약,7,0,366
106,A12125202,1144012500,795,20040824,지역난방,아파트,단일계약,18,67,922
107,A10027157,1144012500,362,20161221,개별난방,아파트,단일계약,10,204,0
108,A12187901,1144012600,180,20000930,개별난방,아파트,종합계약,7,60,146
109,A12187906,1144012600,499,20060504,개별난방,아파트,종합계약,9,0,570
110,A12187904,1144012600,420,19940929,지역난방,아파트,종합계약,11,128,142
111,A12187703,1144012600,282,20001216,개별난방,아파트,단일계약,7,19,333
112,A12187905,1144012600,477,20010727,개별난방,아파트,단일계약,9,129,419
113,A12187902,1144012600,206,20021101,개별난방,아파트,종합계약,5,45,205
114,A12127007,1144012700,820,20030929,지역난방,아파트,종합계약,12,119,499
115,A12127004,1144012700,657,20031112,지역난방,아파트,단일계약,16,107,437
116,A12127005,1144012700,733,20050602,지역난방,아파트,단일계약,25,4,914
117,A12127003,1144012700,540,20030930,지역난방,아파트,종합계약,18,173,480
118,A12127001,1144012700,436,20050920,지역난방,아파트,단일계약,10,0,546
119,A12127006,1144012700,761,20061011,지역난방,아파트,단일계약,21,0,965
120,A12179508,1144012700,861,20100720,지역난방,아파트,단일계약,26,88,899
121,A12179504,1144012700,1036,20101014,지역난방,아파트,단일계약,31,39,1136
122,A12179503,1144012700,588,20100623,지역난방,아파트,단일계약,17,58,600
123,A12127002,1144012700,484,20050715,지역난방,아파트,단일계약,22,2,702
124,A12179502,1144012700,213,20090622,지역난방,아파트,종합계약,10,88,168
125,A12127008,1144012700,840,20080201,지역난방,아파트,단일계약,15,0,839
126,A12179501,1144012700,184,20090622,지역난방,아파트,종합계약,6,32,137
127,A12179505,1144012700,380,20101014,지역난방,아파트,단일계약,15,22,412
