,kaptCode,heatC,heatP,gasC,gasP,waterHotC,waterHotP,electC,electP,waterCoolC,waterCoolP
0,A13120701,0,0,,,,,,,,
1,A13184401,,,,,0,0,,,,
2,A13183202,0,0,0,0,,,,,,
3,A13184301,0,0,0,0,,,,,,
4,A13183504,0,0,0,0,,,,,795840,10653960
5,A13183701,,,0,0,,,,,,
6,A13181203,,,,,0,0,,,231000,0
7,A13120403,,,,,,,,,634240,7706030
8,A13184107,0,0,-794850,789230,0,0,5973496,19897400,,
9,A13183405,,,,,,,1735372,10827280,,
10,A13120704,2470,0,0,0,0,0,7956201,0,,
11,A13184502,0,0,0,0,0,0,1149270,5541890,,
12,A13183303,0,0,,,0,0,,,,
13,A13120001,1680000,0,,,0,0,,,,
14,A13188406,,,24790,0,,,,,,
15,A13177701,,,0,0,,,,,,
16,A13183204,0,0,0,0,,,1868940,13628390,0,0
17,A13184208,,,0,0,,,,,,
18,A13183502,,,76230,0,0,0,1233195,7708420,109400,0
19,A13181201,,,,,,,,,,
20,A13175103,,,,,,,,,,
21,A13175102,,,,,,,,,,
22,A10028033,0,0,,,,,,,0,0
23,A10025159,,,,,,,4789360,18287260,,
24,A13120003,,,,,,,,,,
25,A10024703,0,0,0,0,,,,,,
26,A10023384,,,,,,,,,,
27,A10024443,,,,,0,0,3218119,11594300,0,4659660
28,A10024741,,,21510,0,0,0,15494580,64380430,,
29,A10024366,,,,,,,,,,
30,A10023606,,,,,,,,,,
31,A13185602,,,,,0,0,,,,
32,A13185603,,,,,,,,,,
33,A13170401,0,0,0,0,,,,,0,9524730
34,A13186306,3236180,0,,,,,,,610000,0
35,A13186401,0,0,0,0,0,0,3580752,10608910,0,7276310
36,A13122104,,,,,0,0,25993618,0,12862520,0
37,A13186305,,,,,0,12114540,,,,
38,A13185607,0,0,,,0,0,,,0,0
39,A13122001,0,0,0,0,0,0,,,,
40,A13187501,,,0,0,0,0,667810,5416530,0,0
41,A13187702,0,0,,,0,0,4818370,51944370,795840,29723890
42,A10026046,,,,,,,,,,
43,A13176801,0,0,0,0,,,,,,
44,A13114103,0,0,0,0,0,0,1582095,8102880,687750,3013500
45,A13184804,0,0,,,0,0,1670070,7838340,,
46,A13184609,,,0,0,,,,,,
47,A13184610,6430740,0,0,0,930,24957370,,,,
48,A13114106,0,0,,,,,2969803,7299370,,
49,A13185508,,,,,,,,,-840,12724090
50,A13185501,0,0,,,,,997790,5345340,,
51,A13185507,,,0,0,0,0,,,,
52,A13185502,,,0,0,,,1169760,5710160,0,0
53,A13114002,0,0,,,,,1564350,24609010,,
54,A13185402,0,0,90170,0,,,1771741,7563410,8101200,0
55,A13114201,0,0,0,0,0,0,,,,
56,A10025855,,,,,0,0,7675730,26500040,0,0
57,A10025187,,,,,,,,,,
58,A10026469,0,0,0,0,,,,,501770,5594740
59,A13123102,0,0,,,,,6294770,26081330,,
60,A13176102,0,0,2460,0,,,1565330,6395290,0,6217060
61,A13123002,,,0,0,0,0,,,112220,8040910
62,A13123001,,,0,0,,,8754630,0,,
63,A13123101,0,0,0,0,,,1986090,5041210,0,3248480
64,A13176101,,,,,,,,,,
65,A10027498,,,,,,,,,,
66,A10023816,785530,2350880,,,0,7143220,,,0,7747790
67,A10024008,,,,,-3255000,3255000,,,,
68,A10024018,1362960,168910,,,0,4006050,584473,9585850,61010,5026560
69,A10024214,2781880,0,,,,,5023720,20229800,1288310,9592630
70,A10023952,,,,,0,0,,,7408860,0
71,A13186801,,,,,0,0,1508876,4390990,0,2668990
72,A13186503,0,0,0,0,,,,,,
73,A13176902,161910,1457820,0,0,,,865010,0,149100,0
74,A13113002,0,0,,,0,0,1575279,9818770,,
75,A13113006,,,,,,,1388380,9197640,1397610,3710280
76,A13186905,,,,,,,1898940,0,,
77,A13113001,,,0,0,,,2449020,5614650,-560,4151530
78,A13186502,0,0,,,,,1687060,5492710,,
79,A13178101,2816420,4477150,0,0,,,,,,
80,A13176901,,,,,0,13438900,1079800,36073650,,
81,A13113003,9084390,341860,,,,,,,854580,9602690
82,A13187306,,,,,1530,14233270,,,36400,0
83,A13186504,,,,,0,0,,,38260,5875500
84,A13187406,0,0,87780,0,0,0,,,,
85,A13113004,5742960,2030250,,,0,11904000,6854650,25227370,,
86,A13187302,1824860,2152440,,,0,8417560,,,,
87,A13187305,,,0,0,0,8726000,3600849,20631540,345210,15538860
88,A13186907,0,0,0,0,0,0,,,,
89,A13187004,0,0,,,,,,,,
90,A13186708,,,,,0,17740800,6811240,29938410,,
91,A13187201,5353468,2073492,,,0,11394300,,,-834070,15271450
92,A13187203,4333480,2629560,0,0,0,12167080,,,,
93,A13113008,,,0,0,0,0,13200625,44687330,-704050,23789500
94,A13113007,0,0,0,0,,,,,1791950,30263720
95,A10025397,,,0,0,,,,,,
96,A10027297,,,,,,,,,,
97,A10027775,0,0,,,0,0,,,94880,775620
98,A10025137,,,0,0,,,5680240,0,,
