,kaptCode,heatC,heatP,gasC,gasP,waterHotC,waterHotP,electC,electP,waterCoolC,waterCoolP
0,A13120701,,,,,0,0,,,0,3686240
1,A13184401,,,,,,,1883189,6104950,0,0
2,A13183202,,,0,0,0,0,529170,0,0,0
3,A13184301,0,0,,,,,,,-9613940,9613940
4,A13183504,,,0,0,0,0,1234530,22048390,592480,10310010
5,A13183701,0,0,0,0,0,0,752691,6933240,0,0
6,A13181203,,,,,,,,,44000,0
7,A13120403,,,,,0,0,3678005,13894160,634240,7675640
8,A13184107,,,,,,,6249140,22006990,0,10054600
9,A13183405,0,0,0,0,0,0,1693607,11755780,-213650,11058760
10,A13120704,,,0,0,0,0,8919684,0,6995670,0
11,A13184502,,,,,,,,,0,0
12,A13183303,0,0,,,,,,,-5200,3533330
13,A13120001,,,0,0,,,,,0,0
14,A13188406,0,0,9600,0,0,0,,,791200,0
15,A13177701,,,,,,,,,0,0
16,A13183204,0,0,,,,,,,0,0
17,A13184208,,,0,0,,,,,1178130,0
18,A13183502,0,0,,,,,2010090,8951750,0,0
19,A13181201,0,0,22620,0,,,,,-260,3048050
20,A13175103,,,,,,,3640888,31841860,273270,0
21,A13175102,,,,,,,,,,
22,A10028033,0,0,,,0,0,,,-95360,9902170
23,A10025159,0,0,,,0,0,5865020,21132420,-1510,8025130
24,A13120003,,,,,,,,,,
25,A10024703,,,,,0,0,6273577,18485600,63600,7776480
26,A10023384,,,,,,,,,,
27,A10024443,,,,,0,0,3817323,12991890,0,4482780
28,A10024741,0,0,6750,0,,,,,102240,25014140
29,A10024366,,,,,,,,,,
30,A10023606,,,,,,,,,,
31,A13185602,,,,,0,0,3733085,12902020,326720,7587150
32,A13185603,0,0,0,0,0,0,3983150,15544490,507500,0
33,A13170401,0,0,0,0,,,,,0,9447630
34,A13186306,,,0,0,,,,,524261,0
35,A13186401,0,0,,,,,4598316,11871340,-582670,7545580
36,A13122104,0,0,0,0,0,0,,,11944500,0
37,A13186305,9892840,6840960,,,0,14990180,4860000,30882230,,
38,A13185607,,,0,0,,,,,1162350,0
39,A13122001,,,0,0,0,0,,,,
40,A13187501,0,0,0,0,,,,,0,0
41,A13187702,,,62710,0,0,0,,,,
42,A10026046,,,,,,,,,,
43,A13176801,,,0,0,,,1658314,7459670,0,0
44,A13114103,,,0,0,0,0,1698592,8612430,,
45,A13184804,0,0,0,0,,,,,,
46,A13184609,,,0,0,0,12139700,,,1283150,13249430
47,A13184610,10672450,39374210,0,0,-95200,28349400,13329461,54191550,,
48,A13114106,0,0,,,0,0,3285803,8217870,,
49,A13185508,,,0,0,,,,,,
50,A13185501,0,0,,,0,0,,,,
51,A13185507,,,,,,,2183690,11739030,,
52,A13185502,0,0,,,0,0,1380330,6384360,-680,5736020
53,A13114002,0,0,0,0,0,973180,,,590980,12792270
54,A13185402,,,10040,0,0,0,,,0,0
55,A13114201,,,0,0,0,0,,,,
56,A10025855,0,0,0,0,0,0,,,,
57,A10025187,,,,,,,,,,
58,A10026469,0,0,0,0,0,0,2110332,25552930,0,6099590
59,A13123102,0,0,,,0,0,,,,
60,A13176102,0,0,0,0,,,1710280,7278470,0,0
61,A13123002,,,0,0,0,0,2628560,16835440,,
62,A13123001,,,0,0,,,9734330,0,7996150,0
63,A13123101,,,0,0,0,0,,,3374730,0
64,A13176101,,,,,,,,,,
65,A10027498,,,,,,,,,,
66,A10023816,,,0,0,0,12745800,-1019960,17027170,,
67,A10024008,5907440,772780,-324070,324070,,,4458980,10896320,,
68,A10024018,,,0,0,5910000,0,12985842,0,,
69,A10024214,8023230,0,,,,,,,,
70,A10023952,-40422343,0,0,0,51691293,0,,,,
71,A13186801,0,0,0,0,0,0,,,,
72,A13186503,,,0,0,,,,,0,0
73,A13176902,,,0,0,,,,,100300,0
74,A13113002,,,,,0,0,,,100200,5308200
75,A13113006,-395540,393110,,,,,,,0,3862980
76,A13186905,0,0,19810,0,,,2011640,0,0,0
77,A13113001,0,0,0,0,,,2457699,5941950,-580,4190390
78,A13186502,,,0,0,0,0,1790940,6003290,,
79,A13178101,,,,,0,30466800,,,4770330,19452140
80,A13176901,,,0,0,,,3682024,40599810,0,20148420
81,A13113003,,,0,0,,,,,,
82,A13187306,,,0,0,1790,14759360,3638520,0,,
83,A13186504,0,0,0,0,,,,,,
84,A13187406,0,0,,,,,,,,
85,A13113004,,,,,0,8782000,5030023,32336617,-1888660,18134000
86,A13187302,,,0,0,0,11536560,2203390,0,,
87,A13187305,,,,,0,9672500,3462433,24407880,1510810,15143830
88,A13186907,,,,,,,1687950,26528870,,
89,A13187004,,,,,,,,,,
90,A13186708,4844010,20025590,,,,,7973960,34729370,1632100,0
91,A13187201,,,0,0,,,,,,
92,A13187203,5343980,21845820,,,0,15872560,10140175,37082780,0,17675770
93,A13113008,,,0,0,,,15575526,50069530,-1238020,24615350
94,A13113007,0,0,0,0,,,,,,
95,A10025397,0,0,0,0,,,930730,4377740,0,2013350
96,A10027297,,,,,,,,,,
97,A10027775,0,0,0,0,,,,,,
98,A10025137,,,,,,,,,0,0
