,kaptCode,heatC,heatP,gasC,gasP,waterHotC,waterHotP,electC,electP,waterCoolC,waterCoolP
0,A12101001,0,0,0,0,0,0,1674410,5359860,27630,3324810
1,A12175203,0,0,0,0,0,0,66325300,143859550,653760,72058710
2,A10027951,0,0,0,0,0,0,2428870,3599100,0,1839540
3,A10027906,1327850,69282000,0,0,0,27499500,4793297,43734760,22500,18514110
4,A10027090,0,0,0,0,0,0,-190099,26561610,-259110,7741120
5,A10023508,,,,,,,,,,
6,A12170601,0,0,0,0,0,0,6508433,19554976,0,10025550
7,A12102008,0,0,109790,0,0,0,6331726,23896670,190,13060880
8,A12102005,0,0,0,0,0,0,3309330,12805530,0,7944560
9,A12180404,162810,0,0,0,0,0,4089400,0,1854900,0
10,A12180407,829020,0,0,0,0,0,0,26762910,0,10261800
11,A12170603,274880,0,0,0,0,0,7514696,34743470,89220,13018120
12,A12170602,0,0,0,0,0,0,219910,4193920,-387490,2587140
13,A12102002,270250,0,0,0,0,0,2666380,7651180,0,4040390
14,A12180401,0,0,0,0,0,0,1099940,4397760,207480,2964760
15,A12180506,0,0,225140,0,0,0,1137080,27333700,0,11428270
16,A10024408,0,0,0,0,0,0,5500510,16746890,41960,5304220
17,A10024626,0,0,-161520,161520,0,0,3133040,4413200,398350,1751840
18,A12185304,0,0,0,0,0,0,2542780,18380400,450800,8204010
19,A12179001,0,0,0,0,0,0,4966910,9147990,0,0
20,A12179005,0,0,0,0,0,0,1163640,9242200,435270,3104840
21,A12179004,0,0,3760360,0,0,0,48650803,0,12371050,0
22,A12185303,786530,52039770,1036080,0,0,23718800,14750880,22060440,0,9528020
23,A12179002,0,0,418310,0,0,0,943720,6190970,1080040,4282730
24,A12179003,,,,,,,,,,
25,A12103002,0,0,0,0,0,0,4107420,10361310,0,6052850
26,A10027504,,,,,,,,,,
27,A12179006,,,,,,,,,,
28,A12181406,0,86398720,0,0,0,23404000,9107308,29677810,2299820,17564000
29,A12170401,0,0,0,0,0,0,1751880,4618650,0,2841330
30,A12104007,0,106433290,0,0,0,26721000,8897594,41876610,1771870,21355990
31,A12181403,0,0,0,0,0,0,1264130,10578450,0,5592150
32,A12104005,-599720,83721190,-1588170,1588170,5609760,22064040,6896520,29669870,0,0
33,A12104001,0,0,0,0,0,0,1715520,5637520,0,0
34,A12181404,-1580,83399240,0,0,0,26220000,8355076,32544430,0,18116350
35,A12187602,642770,0,0,0,0,0,2483100,18971510,22640,8265460
36,A10028006,19561500,13464380,0,0,-13990070,13955490,3583790,26126390,235450,9447820
37,A12187501,2786370,22700560,0,0,0,16336330,8639410,29644130,-26450,12383700
38,A12106001,3639930,21194460,0,0,0,9558900,8084890,10698780,939020,6438580
39,A12105001,0,0,0,0,0,0,4901898,10245660,398690,6123320
40,A10025672,,,,,,,,,,
41,A12181103,7282440,62670240,0,0,0,39153920,14676188,49043370,-10,30187160
42,A12172401,0,0,0,0,0,0,10115840,26314840,13950,9876730
43,A12181101,0,0,0,0,0,0,2545960,5583040,7565440,0
44,A12181102,72000,13322330,0,0,0,7737200,934682,7673379,642680,6035090
45,A10025003,0,0,0,0,0,0,12865973,57967710,567900,19091760
46,A12109002,0,0,0,0,0,0,4795684,18337840,506590,9405650
47,A12109001,3453090,31513060,0,0,80,13528710,7139127,29245670,-50,11911670
48,A12187403,0,0,254190,0,0,0,4284220,0,322165,0
49,A10026036,0,0,0,1388830,0,0,11078080,35146250,-431690,15395110
50,A10024347,0,0,0,0,0,0,23787810,75912970,1773410,23167760
51,A12171201,0,0,0,0,0,0,3864150,12433960,5410,6267410
52,A12185602,0,0,0,0,0,0,766230,7644850,79420,3760190
53,A12185605,0,0,0,0,0,0,3784000,11098740,20130,6787400
54,A12185606,0,0,0,0,0,0,4004940,11394740,85120,5877370
55,A12111001,0,0,0,0,0,0,2010379,6365190,7370,3237710
56,A12185504,0,0,465540,0,0,0,1995570,7908630,-2280,5565800
57,A12185603,0,0,135670,0,0,0,1966058,8266940,86100,3969840
58,A10024974,5466400,24750710,0,0,1204930,29289620,14081331,42349810,3128870,15438660
59,A12112001,0,0,28320,0,0,0,1512580,5760550,0,3988950
60,A12112002,0,0,0,0,0,0,6548190,18534890,0,0
61,A10027714,3809940,25923980,0,0,0,22909160,11985451,39150640,0,13369843
62,A12119007,0,0,197820,0,0,0,5761530,20534640,955080,0
63,A12188201,0,0,69380,0,0,0,3752800,6605950,60,8304030
64,A12188205,0,0,247760,0,0,0,3952958,21868720,0,11324500
65,A12188202,0,0,0,0,0,0,2042500,8792130,0,4919540
66,A12119006,0,0,0,0,0,0,7535650,23173800,1089860,11121860
67,A12119004,0,0,0,0,0,0,6518270,15147040,40430,7272720
68,A10025633,0,0,0,0,0,0,771950,13515720,663980,4122650
