,kaptCode,heatC,heatP,gasC,gasP,waterHotC,waterHotP,electC,electP,waterCoolC,waterCoolP
0,A12101001,,,,,,,,,,
1,A12175203,,,,,,,,,,
2,A10027951,,,0,0,0,0,1991490,4328790,322770,2251100
3,A10027906,2743140,14816550,0,0,,,29190061,45582380,,
4,A10027090,,,,,0,0,3218360,26427830,,
5,A10023508,,,,,,,,,,
6,A12170601,,,,,0,0,,,,
7,A12102008,,,4660,0,0,0,9675527,23200720,470,13415010
8,A12102005,0,0,,,0,0,,,0,7441280
9,A12180404,,,0,0,,,,,,
10,A12180407,22880,0,0,0,,,,,,
11,A12170603,,,,,0,0,,,,
12,A12170602,,,0,0,,,67790,4239430,-283480,2587400
13,A12102002,1590,0,,,,,2408790,8828110,0,3727870
14,A12180401,,,0,0,0,0,1643900,5006160,341160,3346980
15,A12180506,0,0,,,,,8772601,20860400,,
16,A10024408,0,0,,,,,,,,
17,A10024626,0,0,-148680,148680,,,2567150,7141380,102290,2132760
18,A12185304,0,0,,,0,0,,,,
19,A12179001,0,0,,,0,0,4048780,10337730,0,9680940
20,A12179005,,,,,,,1115610,10377350,0,3620040
21,A12179004,0,0,,,0,0,20983489,29736250,,
22,A12185303,,,11510,0,0,23046130,10729380,27402370,,
23,A12179002,,,,,0,0,777240,6791150,,
24,A12179003,,,,,,,,,,
25,A12103002,0,0,0,0,,,4859040,11152050,0,6401060
26,A10027504,,,,,,,,,,
27,A12179006,,,,,,,,,,
28,A12181406,,,,,0,18332000,8389543,34648400,,
29,A12170401,0,0,0,0,,,1995690,4631720,0,2581660
30,A12104007,,,0,0,,,,,,
31,A12181403,0,0,0,0,0,0,-506430,11852710,,
32,A12104005,,,-1478940,1478940,,,,,11756000,0
33,A12104001,0,0,0,0,,,2279270,5411900,0,6823070
34,A12181404,,,,,,,7396134,35213050,-15099770,17630390
35,A12187602,,,,,,,,,,
36,A10028006,15502190,3271760,0,0,,,8464590,29634600,,
37,A12187501,10462930,0,0,0,14255360,0,,,11152480,0
38,A12106001,,,,,,,,,,
39,A12105001,0,0,0,0,0,0,3511245,11101680,0,5834380
40,A10025672,,,,,,,,,,
41,A12181103,6960300,24129450,0,0,0,37193100,16659478,56625390,-4330,29532520
42,A12172401,,,,,,,,,,
43,A12181101,,,,,0,0,2051550,6525390,7820,0
44,A12181102,,,0,0,,,589750,9776780,,
45,A10025003,,,0,0,0,0,,,1147020,18552360
46,A12109002,,,,,0,0,,,-450370,10353020
47,A12109001,,,0,0,,,,,0,11667830
48,A12187403,0,0,,,0,0,,,,
49,A10026036,0,0,,,0,0,,,,
50,A10024347,0,0,0,0,,,21024533,81189840,3818390,24748410
51,A12171201,,,0,0,,,3665020,13363880,-3790,6200630
52,A12185602,,,0,0,0,0,,,,
53,A12185605,0,0,0,0,0,0,,,,
54,A12185606,,,0,0,,,,,107440,5144930
55,A12111001,0,0,0,0,0,0,,,,
56,A12185504,0,0,,,0,0,2102940,9071670,,
57,A12185603,0,0,770,0,,,2295597,8719350,18900,4289710
58,A10024974,5466400,4803780,,,1289770,23992040,18120556,45567480,1769470,16797450
59,A12112001,,,,,0,0,,,0,3996590
60,A12112002,,,,,,,7270470,19591240,,
61,A10027714,,,0,0,0,19417750,,,,
62,A12119007,0,0,,,0,0,,,0,0
63,A12188201,,,,,,,2681330,7791910,,
64,A12188205,,,,,0,0,,,0,11713360
65,A12188202,,,,,0,0,,,0,4834180
66,A12119006,0,0,0,0,0,0,,,227480,10718050
67,A12119004,,,,,,,,,149690,7715760
68,A10025633,0,0,0,0,0,0,937340,15220470,,
69,A12177802,,,,,0,0,,,0,0
70,A10024425,,,0,0,0,0,4786049,15482727,,
71,A12182901,0,0,0,0,,,,,0,5594370
72,A12170702,,,,,0,13960440,,,0,10177420
73,A10028177,9134040,3328420,,,-6782630,10248450,8972640,17278930,40980,8089040
74,A12115001,4541230,7515510,0,0,,,10280416,39066163,,
75,A12114001,11500,0,,,,,2971860,21558310,0,9714490
76,A12174601,0,0,2388370,0,0,0,23330630,69313110,,
77,A10024784,,,,,,,,,,
78,A10024891,,,,,,,,,-84460,7559180
79,A12123001,0,0,0,0,0,0,66330,7211160,,
80,A12182101,0,0,,,,,1144970,7607220,,
81,A12182401,0,0,0,0,,,,,,
82,A10026053,0,0,,,0,0,5934290,21959220,,
83,A10024150,,,,,,,,,,
84,A10023665,,,,,,,,,,
85,A12186901,,,4770,0,0,0,,,,
86,A10024587,,,,,,,,,,
87,A12185001,,,,,0,0,,,,
88,A12125001,798710,4776830,0,0,,,,,,
89,A12185003,,,0,0,,,,,-463000,0
90,A12185004,,,,,,,,,,
91,A12171101,,,,,,,1565200,15794860,-8800,6369000
92,A12125202,4153670,16573590,,,,,,,,
93,A10027157,,,92860,0,,,,,493800,1915200
94,A12187901,0,0,,,,,2036110,7062580,,
95,A12187906,,,,,,,,,10644650,0
96,A12187904,,,636360,636360,,,,,,
97,A12187703,,,,,,,,,52900,5429940
98,A12187905,,,0,0,0,0,,,,
99,A12187902,0,0,,,0,0,,,0,0
100,A12127007,2841466,9331440,,,,,573880,17023960,,
101,A12127004,15750510,14734570,0,0,-13676520,13659360,,,285480,11929500
102,A12127005,3807000,20511290,,,,,,,571110,16410390
103,A12127003,,,0,0,,,8489730,17605460,,
104,A12127001,2285330,12723130,,,,,,,80360,8827530
105,A12127006,,,0,0,,,13924557,31890930,-1040,9558640
106,A12179508,,,,,,,7526550,32548230,,
107,A12179504,22283500,14918520,0,0,-22056270,21976190,10957390,34152380,,
108,A12179503,13386840,8015170,0,0,-11641500,11614200,8468170,19958910,609350,11292030
109,A12127002,2766140,13203820,,,0,11730690,7892150,20363980,0,11287100
110,A12179502,,,0,0,,,2424470,10515040,,
111,A12127008,24454200,8215590,,,-12305790,12280800,,,,
112,A12179501,536576,2301830,0,0,,,,,191800,2305380
113,A12179505,,,0,0,,,5019910,14140500,,
