,kaptCode,heatC,heatP,gasC,gasP,waterHotC,waterHotP,electC,electP,waterCoolC,waterCoolP
0,A12101001,0,0,0,0,0,0,1119450,9677240,85210,3715970
1,A12175203,0,0,0,0,0,0,88843080,223194910,962240,74796650
2,A10027951,0,0,0,0,0,0,681660,6109410,0,2170510
3,A10027906,3763750,0,0,0,0,13977000,1989513,76249580,359130,18392950
4,A10027090,0,0,0,0,0,0,1119404,47377440,254150,8544610
5,A10023508,,,,,,,,,,
6,A12170601,0,0,0,0,0,0,8312868,36495874,0,11716390
7,A12102008,0,0,7250,0,0,0,9170203,33569350,1960,13331510
8,A12102005,0,0,0,0,0,0,3767239,18670970,0,8296820
9,A12180404,10640,0,0,0,0,0,5293180,0,2256060,0
10,A12180407,19220,0,0,0,0,0,0,40303900,0,11477180
11,A12170603,26620,0,0,0,0,0,7776804,62754400,542830,14607960
12,A12170602,0,0,0,0,0,0,1933070,3412560,-18150,2625090
13,A12102002,2130,0,0,0,0,0,3245200,12583510,0,3969500
14,A12180401,0,0,0,0,0,0,524980,7923630,150180,3363130
15,A12180506,0,0,19240,0,0,0,3092840,43227300,644560,11039670
16,A10024408,0,0,0,0,0,0,7740409,31876990,949190,5805410
17,A10024626,0,0,-187760,187760,0,0,5566700,6650880,870470,1898380
18,A12185304,0,0,0,0,0,0,2133250,28225700,450800,9138110
19,A12179001,0,0,0,0,0,0,4234730,15124820,0,0
20,A12179005,0,0,0,0,0,0,130580,17960890,0,3924190
21,A12179004,0,0,7942990,0,0,0,26392408,64945360,4064930,8237830
22,A12185303,227250,0,5290,0,0,12111660,10804800,39283160,0,10562880
23,A12179002,0,0,19470,0,0,0,3924830,5631980,702130,4144880
24,A12179003,,,,,,,,,,
25,A12103002,0,0,0,0,0,0,4911360,16233280,0,6697930
26,A10027504,,,,,,,,,,
27,A12179006,,,,,,,,,,
28,A12181406,0,5576760,0,0,0,13692000,11014801,50373830,3286910,19674960
29,A12170401,0,0,0,0,0,0,928970,7122700,0,2960210
30,A12104007,0,7795974,0,0,0,16915500,10087523,47420930,3870870,23798580
31,A12181403,0,0,0,0,0,0,3739880,9390580,-14880,6463080
32,A12104005,-154035,4774480,-1853860,1853860,3047100,12822500,7364655,54083970,0,0
33,A12104001,0,0,0,0,0,0,501890,9173280,0,0
