,kaptCode,heatC,heatP,gasC,gasP,waterHotC,waterHotP,electC,electP,waterCoolC,waterCoolP
0,A12101001,0,0,0,0,0,0,1732150,5972440,86800,3604390
1,A12175203,0,0,0,0,0,0,60819970,160482220,1019650,70368380
2,A10027951,0,0,0,0,0,0,1921610,4140380,0,2051480
3,A10027906,3510890,17425950,0,0,0,24016500,8922255,48247990,524750,17558760
4,A10027090,0,0,0,0,0,0,263874,24059620,-581250,8480680
5,A10023508,,,,,,,,,,
6,A12170601,0,0,0,0,0,0,6061950,22855513,0,11653810
7,A12102008,0,0,60560,0,0,0,6324412,25933680,510,12129870
8,A12102005,0,0,0,0,0,0,4753452,12873480,0,8598800
9,A12180404,71730,0,0,0,0,0,4352990,0,2147590,0
10,A12180407,384010,0,0,0,0,0,0,21994880,0,11632250
11,A12170603,58250,0,0,0,0,0,8294627,38087860,100300,14423030
12,A12170602,0,0,0,0,0,0,1203430,3463780,192690,2215910
13,A12102002,155610,0,0,0,0,0,2466900,8523940,0,3677940
14,A12180401,0,0,0,0,0,0,1134020,4928090,172020,3116720
15,A12180506,0,0,10470,0,0,0,2280800,24140620,-5440,11877190
16,A10024408,0,0,0,0,0,0,4997770,18444120,29920,5829980
17,A10024626,0,0,-145380,145380,0,0,2779930,4926820,0,2159400
18,A12185304,0,0,0,0,0,0,2907070,16320670,450800,8771330
19,A12179001,0,0,0,0,0,0,4392840,9989360,0,9622170
20,A12179005,0,0,0,0,0,0,2268920,10122020,368310,3862030
21,A12179004,0,0,2342680,0,0,0,48503131,0,12313050,0
22,A12185303,89360,14683250,531330,0,0,24308000,11953960,26371820,0,10124250
23,A12179002,0,0,198730,0,0,0,2409080,5075630,-1763520,3328850
24,A12179003,,,,,,,,,,
25,A12103002,0,0,0,0,0,0,4807950,10671890,0,5945720
26,A10027504,,,,,,,,,,
27,A12179006,,,,,,,,,,
28,A12181406,0,42894640,0,0,0,23788000,9906812,32359230,2280010,20036050
29,A12170401,0,0,0,0,0,0,1583630,5277060,0,2916490
30,A12104007,0,49427670,0,0,0,27477000,10959382,42864450,2720380,24162690
31,A12181403,0,0,0,0,0,0,8389960,8583080,0,6875440
32,A12104005,-156708,12941230,-1508100,1508100,5442150,19457860,7032688,34953590,1296040,0
33,A12104001,0,0,0,0,0,0,936520,5700240,0,6741600
34,A12181404,2290,30490700,0,0,0,24090000,6911636,30084290,791860,17790780
35,A12187602,0,0,0,0,0,0,2446000,17758540,111450,7996350
36,A10028006,15188260,3168620,0,0,-11086780,11050620,7360830,29296720,-800120,9897140
37,A12187501,2786370,7121100,0,0,0,14050540,4816980,26805570,181460,11598150
38,A12106001,2671210,4593260,0,0,0,10229510,9005160,11944090,663150,7281850
39,A12105001,0,0,0,0,0,0,4164956,10915440,363190,5679810
40,A10025672,,,,,,,,,,
41,A12181103,7069360,23583370,0,0,0,31543800,14940577,55000390,-100,28969790
42,A12172401,0,0,0,0,0,0,6512390,23750860,237460,11056400
43,A12181101,0,0,0,0,0,0,2330560,6038380,81140,0
44,A12181102,228920,5373130,0,0,0,6879000,1030947,8607213,664830,5763940
45,A10025003,0,0,0,0,0,0,11888740,52672660,1522680,17618600
46,A12109002,0,0,0,0,0,0,4870570,20550130,-190830,10850490
47,A12109001,3382190,11321680,0,0,20,12279580,6756007,30862290,-20,11824210
48,A12187403,0,0,131180,0,0,0,3320690,0,812280,0
49,A10026036,0,0,0,1260490,0,0,6505180,39002370,184700,16906210
50,A10024347,0,0,0,0,0,0,24771090,67916430,1797140,25646860
51,A12171201,0,0,0,0,0,0,2761350,12206820,1510,6697290
52,A12185602,0,0,0,0,0,0,520871,7223560,73560,3735440
53,A12185605,0,0,0,0,0,0,5080360,11780450,196800,6355700
54,A12185606,0,0,0,0,0,0,3617540,12935410,116770,5219580
55,A12111001,0,0,0,0,0,0,1438111,6353270,259000,3065890
56,A12185504,0,0,381260,0,0,0,2092880,8627080,-1400,4502100
57,A12185603,0,0,121130,0,0,0,1772698,9313260,130200,4505990
58,A10024974,5466400,6084270,0,0,982820,22498070,17810521,39360040,3213990,14798040
59,A12112001,0,0,15280,0,0,0,1628230,6344730,0,4043740
60,A12112002,0,0,0,0,0,0,6743850,16703300,0,20314640
61,A10027714,3809940,9333270,0,0,0,18172080,11466938,36105320,0,14010240
62,A12119007,0,0,187020,0,0,0,6546687,21756870,0,0
63,A12188201,0,0,80630,0,0,0,10619920,0,0,0
64,A12188205,0,0,44680,0,0,0,4117513,19886650,0,11665570
65,A12188202,0,0,0,0,0,0,2354230,9720460,0,4965340
66,A12119006,0,0,0,0,0,0,8432448,25710140,938660,12630490
67,A12119004,0,0,0,0,0,0,6238650,13905200,102110,8336640
68,A10025633,0,0,0,0,0,0,842150,14364030,1123500,4435460
69,A12177802,0,0,0,0,0,0,1742560,3870820,0,0
70,A10024425,0,0,0,0,0,0,6796256,10859780,670410,5476810
71,A12182901,0,0,0,0,0,0,3340730,10026570,0,5172540
72,A12170702,2844330,5443900,0,0,0,12653010,7386655,20761540,0,12570900
73,A10028177,2247230,3400470,0,0,54540,10176070,11461670,15880000,1160250,7564920
74,A12115001,4356240,4035550,0,0,0,16445840,9106080,38482330,0,10650870
75,A12114001,104620,0,0,0,0,0,3303770,22132750,0,9715850
76,A12174601,0,0,918400,0,0,0,19786610,63616480,1811560,11489350
77,A10024784,,,,,,,,,,
78,A10024891,0,0,0,0,0,0,5408954,13823830,316650,7161220
79,A12123001,0,0,0,0,0,0,70070,8721950,0,9093940
80,A12182101,0,0,0,0,0,0,723960,7923270,0,0
81,A12182401,0,0,0,0,0,0,0,12374290,-2830460,10360350
82,A10026053,0,0,0,0,0,0,5626620,19776390,458240,6471700
83,A10024150,,,,,,,,,,
84,A10023665,,,,,,,,,,
