,kaptCode,heatC,heatP,gasC,gasP,waterHotC,waterHotP,electC,electP,waterCoolC,waterCoolP
0,A12101001,0,0,0,0,0,0,,,,
1,A12175203,,,0,0,0,0,,,,
2,A10027951,,,0,0,0,0,,,315370,2304130
3,A10027906,2880180,41580750,0,0,,,29171082,53917600,578890,16856440
4,A10027090,,,0,0,,,117712,28536450,-1242940,8486130
5,A10023508,,,,,,,,,,
6,A12170601,,,,,,,,,,
7,A12102008,0,0,32200,0,0,0,7605426,26283300,,
8,A12102005,,,0,0,0,0,,,0,8095520
9,A12180404,,,0,0,0,0,4792950,0,,
10,A12180407,,,,,0,0,0,25605880,0,10858930
11,A12170603,187740,0,,,,,13700065,40469410,431880,12807540
12,A12170602,0,0,,,,,,,,
13,A12102002,50110,0,,,,,2888730,9331880,0,4110450
14,A12180401,0,0,0,0,,,,,284740,3279940
15,A12180506,0,0,51290,0,0,0,,,178370,10640260
16,A10024408,0,0,,,,,6046267,18393070,,
17,A10024626,,,-147770,147770,,,3847270,5465600,375020,2197350
18,A12185304,,,,,,,2673940,19076790,,
19,A12179001,,,,,0,0,4737220,10642170,,
20,A12179005,0,0,0,0,0,0,,,350000,3727050
21,A12179004,,,3958290,0,0,0,22309257,28963290,,
22,A12185303,61306390,0,412450,0,,,,,10368800,0
23,A12179002,,,,,0,0,,,,
24,A12179003,,,,,,,,,,
25,A12103002,0,0,0,0,0,0,,,,
26,A10027504,,,,,,,,,,
27,A12179006,,,,,,,,,,
28,A12181406,,,0,0,0,21464000,,,1050800,20861150
29,A12170401,0,0,0,0,0,0,2022820,4984340,0,2640250
30,A12104007,,,0,0,0,24669000,,,4694020,23265800
31,A12181403,,,0,0,,,1711410,10228150,,
32,A12104005,,,,,4819500,24051600,7578660,37759240,,
33,A12104001,,,0,0,,,,,,
34,A12181404,,,0,0,,,6428386,34342070,0,18109570
35,A12187602,188980,0,0,0,0,0,,,,
36,A10028006,,,0,0,,,,,-487260,9397460
37,A12187501,,,,,16734780,0,,,,
38,A12106001,,,0,0,,,7872120,13844140,1360240,7269710
39,A12105001,0,0,0,0,,,4611435,11519670,,
40,A10025672,,,,,,,,,,
41,A12181103,7073160,54987800,0,0,,,,,-100,28034220
42,A12172401,,,0,0,,,,,,
43,A12181101,0,0,,,,,,,,
44,A12181102,,,0,0,,,,,101820,5888340
45,A10025003,,,0,0,0,0,18218015,58214110,1244670,17668810
46,A12109002,0,0,,,0,0,6318889,21426890,,
47,A12109001,3434900,32235830,,,,,7004343,33150710,,
48,A12187403,,,,,0,0,,,,
49,A10026036,,,,,,,15265060,34777040,,
50,A10024347,,,0,0,0,0,23591104,77113020,,
51,A12171201,0,0,,,0,0,,,,
52,A12185602,0,0,0,0,0,0,,,58250,3668100
53,A12185605,,,,,0,0,,,43130,6212380
54,A12185606,,,0,0,,,5244880,13597400,,
55,A12111001,,,,,,,,,,
56,A12185504,0,0,116990,0,,,,,-170,5123450
57,A12185603,0,0,900,0,0,0,,,,
58,A10024974,5466400,16314050,0,0,1172330,29703150,,,,
59,A12112001,,,,,,,1943910,7660420,,
60,A12112002,,,,,0,0,,,,
61,A10027714,3809940,14958120,0,0,,,14260306,39609630,0,13320660
62,A12119007,0,0,,,0,0,,,0,0
63,A12188201,,,,,,,,,140,8646270
64,A12188205,,,,,0,0,,,0,11071050
65,A12188202,0,0,0,0,,,2624953,10318670,0,4532740
66,A12119006,0,0,,,0,0,,,,
67,A12119004,0,0,0,0,,,,,36920,7922340
68,A10025633,,,,,,,2020560,15220470,450920,4136560
69,A12177802,,,,,,,1520100,4659870,0,0
70,A10024425,0,0,0,0,,,6350562,14833470,800000,4187640
71,A12182901,,,0,0,0,0,,,,
72,A12170702,2825400,12039300,0,0,,,5274490,26959260,0,10608780
73,A10028177,,,0,0,76350,14253270,,,,
74,A12115001,,,0,0,,,14095251,35888360,,
75,A12114001,,,,,,,,,0,9662240
