,kaptCode,heatC,heatP,gasC,gasP,waterHotC,waterHotP,electC,electP,waterCoolC,waterCoolP
0,A10071301,,,0,0,0,0,,,,
1,A10023352,,,,,,,,,,
2,A10026849,,,,,,,,,,
3,A10023356,,,,,,,,,,
4,A10023343,,,,,,,,,,
5,A10045403,,,0,0,0,0,,,,
6,A10045401,0,0,134510,0,0,0,,,,
7,A10045601,0,0,,,,,,,785735,0
8,A10045302,,,860810,0,,,55888322,125782920,,
9,A10045404,,,,,,,,,,
10,A10045001,0,0,0,0,0,0,10795870,20982240,,
11,A10045402,,,,,,,2441920,10766000,,
12,A10078901,,,0,0,0,0,,,,
13,A10078902,0,0,,,0,0,0,4949440,,
14,A10045301,,,0,0,0,0,8137930,42015960,-130710,21801890
15,A10078103,,,,,,,,,,
16,A10078102,,,,,,,,,,
17,A10045002,,,,,,,22442000,43067680,132790,15201120
18,A13302201,0,0,,,,,,,,
19,A10025456,0,0,271320,0,0,0,,,5956900,0
20,A10025372,,,0,0,,,4742683,8038070,,
21,A10044002,,,0,0,0,0,28226055,87174610,,
22,A10044001,0,0,0,0,0,0,5522544,7215990,,
23,A10027364,0,0,0,0,0,0,7318031,13993390,105841,4057780
24,A10024756,,,,,,,,,,
25,A10085902,0,0,0,0,0,0,2644564,8348160,796310,3777710
26,A10085903,0,0,,,,,,,,
27,A10080701,,,0,0,,,1756040,10591690,0,3795950
28,A10026881,0,0,139890,0,0,0,,,,
29,A10026517,0,0,0,0,,,,,-1710,3252690
