,kaptCode,heatC,heatP,gasC,gasP,waterHotC,waterHotP,electC,electP,waterCoolC,waterCoolP
0,A10071301,371810,0,0,0,0,0,10618482,19698140,,
1,A10023352,,,,,,,,,,
2,A10026849,,,,,,,,,,
3,A10023356,,,,,,,,,,
4,A10023343,,,,,,,,,,
5,A10045403,,,,,,,9323237,35914010,3520360,17702170
6,A10045401,,,96080,0,,,8887000,0,4535800,0
7,A10045601,,,0,0,0,0,,,,
8,A10045302,0,0,,,,,,,,
9,A10045404,0,0,0,0,,,9978276,53371650,,
10,A10045001,,,0,0,,,,,,
11,A10045402,,,,,0,0,2402420,9137500,,
12,A10078901,0,0,0,0,0,0,9471966,36639030,-477480,14600290
13,A10078902,0,0,,,,,0,4176630,0,2561820
14,A10045301,0,0,,,,,7672560,35039520,,
15,A10078103,,,,,,,0,5064710,0,2477350
16,A10078102,,,,,,,,,,
17,A10045002,,,0,0,0,0,10569754,43067680,-523580,15201120
18,A13302201,,,,,0,0,,,,
19,A10025456,0,0,0,0,,,,,,
20,A10025372,,,,,0,0,,,,
21,A10044002,,,0,0,0,0,5827953,80183480,,
22,A10044001,,,,,0,0,,,,
23,A10027364,0,0,0,0,0,0,,,,
24,A10024756,,,,,,,,,,
25,A10085902,0,0,,,,,,,,
26,A10085903,0,0,,,0,0,,,,
27,A10080701,0,0,,,,,,,0,3652780
28,A10026881,0,0,19510,0,0,0,21103580,43672960,,
29,A10026517,,,,,,,3261727,11038840,0,3187500
