kaptCode,bjdCode,Household_Num,Begin_Date,Heating_Method,House_Type,Elec_Con,Elev_Num,Park_Above,Park_Below
A13876110,1171010900,625,20080718.0,개별난방,아파트,단일계약,19.0,68.0,652.0
A13821007,1171010900,796,20071224.0,개별난방,아파트,단일계약,18.0,59.0,763.0
A13876113,1171010900,1139,20131101.0,지역난방,아파트,단일계약,66.0,26.0,1206.0
A13876109,1171010900,374,20080925.0,개별난방,아파트,단일계약,13.0,59.0,333.0
A13821003,1171010900,455,20080822.0,개별난방,아파트,단일계약,12.0,46.0,446.0
A13876111,1171010900,221,20100119.0,개별난방,아파트,단일계약,12.0,58.0,203.0
A13876114,1171010900,1810,20131108.0,지역난방,아파트,단일계약,106.0,0.0,2200.0
A13876108,1171010900,564,20080825.0,개별난방,아파트,단일계약,15.0,86.0,533.0
A13821006,1171010900,700,20081020.0,개별난방,아파트,단일계약,15.0,34.0,671.0
A13821005,1171010900,545,20070820.0,개별난방,아파트,단일계약,14.0,130.0,419.0
A10028086,1171010900,549,20150123.0,지역난방,아파트,종합계약,14.0,0.0,1100.0
A10026682,1171010900,2200,20170928.0,지역난방,아파트,종합계약,57.0,173.0,2267.0
A10027632,1171010900,390,20160226.0,지역난방,아파트,단일계약,11.0,0.0,631.0
A10027553,1171010900,495,20160526.0,지역난방,아파트,단일계약,12.0,0.0,873.0
A10027461,1171010900,490,20160719.0,지역난방,아파트,단일계약,14.0,0.0,855.0
A10023897,1171010900,311,20161223.0,지역난방,아파트,종합계약,12.0,0.0,453.0
A13805001,1171011100,480,19850223.0,지역난방,아파트,단일계약,16.0,650.0,0.0
A13883601,1171011100,252,19850221.0,중앙난방,아파트,종합계약,9.0,202.0,0.0
A13805002,1171011100,5540,19880614.0,지역난방,아파트,단일계약,207.0,4500.0,3400.0
A13883602,1171011100,758,19911018.0,지역난방,아파트,단일계약,27.0,427.0,166.0
A13805003,1171011100,104,20040520.0,개별난방,아파트,,,,
A10026209,1171011100,140,19960425.0,개별난방,아파트,기타,,10.0,150.0
A13813008,1171011200,749,19881210.0,지역난방,아파트,단일계약,25.0,755.0,0.0
A13813003,1171011200,215,19890515.0,개별난방,아파트,단일계약,9.0,200.0,0.0
A13813002,1171011200,196,20010312.0,개별난방,아파트,단일계약,6.0,17.0,218.0
A13813010,1171011200,1316,19841226.0,지역난방,아파트,단일계약,47.0,1153.0,0.0
A13813005,1171011200,264,19851007.0,지역난방,아파트,단일계약,11.0,274.0,0.0
A13813006,1171011200,285,19970124.0,기타,아파트,단일계약,7.0,96.0,99.0
A13886009,1171011200,750,19881102.0,지역난방,아파트,단일계약,15.0,500.0,0.0
A13813004,1171011200,226,19841212.0,지역난방,아파트,단일계약,8.0,260.0,0.0
A13873701,1171011200,153,19970124.0,개별난방,아파트,단일계약,2.0,29.0,31.0
A10026734,1171011200,575,20171102.0,개별난방,아파트,단일계약,14.0,549.0,63.0
A10025657,1171011200,269,20190227.0,개별난방,아파트,단일계약,5.0,11.0,272.0
A10026249,1171011200,818,20180605.0,개별난방,아파트,단일계약,17.0,146.0,740.0
A10026362,1171011200,220,20180223.0,개별난방,아파트,종합계약,6.0,0.0,397.0
A10023333,1171011200,73,20050913.0,개별난방,아파트,기타,,108.0,32.0
A13881401,1171011300,280,19920420.0,개별난방,아파트,종합계약,13.0,100.0,95.0
A13811203,1171011300,546,19970703.0,지역난방,아파트,기타,9.0,130.0,182.0
A13881601,1171011300,257,19990909.0,개별난방,아파트,단일계약,12.0,46.0,240.0
A13811205,1171011300,605,19970703.0,지역난방,아파트,기타,10.0,107.0,339.0
A13881302,1171011300,303,19930719.0,개별난방,아파트,종합계약,11.0,142.0,56.0
