kaptCode,bjdCode,Household_Num,Begin_Date,Heating_Method,House_Type,Elec_Con,Elev_Num,Park_Above,Park_Below
A13009003,1123010900,451,20131025,개별난방,아파트,단일계약,15.0,5.0,492.0
A10025410,1123010900,900,20190618,개별난방,아파트,종합계약,27.0,0.0,1099.0
A10027101,1123010900,146,19921215,개별난방,아파트,종합계약,6.0,62.0,68.0
A10024244,1123010900,200,20210614,개별난방,아파트,종합계약,3.0,25.0,0.0
A10023368,1123010900,582,20230120,중앙난방,아파트,단일계약,12.0,0.0,328.0
A10024082,1123010900,313,20210827,개별난방,아파트,종합계약,7.0,4.0,270.0
A10025015,1123010900,299,20210315,개별난방,아파트,단일계약,9.0,0.0,299.0
A13082702,1123011000,490,20011220,개별난방,아파트,단일계약,12.0,142.0,469.0
A13082703,1123011000,601,20000503,개별난방,아파트,단일계약,12.0,192.0,430.0
A13076801,1123011000,379,20011107,개별난방,아파트,단일계약,12.0,167.0,440.0
A13082502,1123011000,302,20020523,개별난방,아파트,단일계약,8.0,47.0,340.0
A13083102,1123011000,648,20040413,개별난방,아파트,종합계약,17.0,115.0,662.0
A13079401,1123011000,181,20030709,개별난방,아파트,단일계약,2.0,16.0,114.0
A13082704,1123011000,1318,20001129,개별난방,아파트,단일계약,30.0,231.0,1255.0
A13008001,1123011000,166,20081010,개별난방,아파트,종합계약,8.0,43.0,143.0
A13079402,1123011000,188,20000503,개별난방,아파트,단일계약,2.0,16.0,114.0
A13079403,1123011000,245,20001129,개별난방,아파트,단일계약,3.0,4.0,97.0
A13082805,1123011000,1378,20030709,개별난방,아파트,단일계약,33.0,159.0,1457.0
A13082501,1123011000,353,19971230,개별난방,아파트,단일계약,7.0,304.0,44.0
