,kaptCode,heatC,heatP,gasC,gasP,waterHotC,waterHotP,electC,electP,waterCoolC,waterCoolP
0,A13679903,0,0,0,0,0,0,-551720,26979880,0,5702410
1,A13606002,0,0,0,0,0,0,6582600,21978870,0,6421070
2,A13606101,0,0,0,0,0,0,2414350,20181960,0,0
3,A13606003,0,0,0,0,0,0,15391534,45557250,78040,14482370
4,A13606106,0,0,0,0,0,0,2108759,13737310,1771120,7671920
5,A13681303,0,0,0,0,0,0,1143346,43105870,0,22371450
6,A13606105,0,0,0,0,0,0,748073,5202280,0,3091130
7,A13606107,0,0,0,0,0,0,10971275,59162280,2100,23912730
8,A13679902,0,0,0,0,0,0,2962540,13262260,0,3952170
9,A13606005,-6600,-488400,12020,0,248500,2285500,1483950,10158880,-417170,7237180
10,A13606201,0,0,17370,0,0,0,1592211,61005050,0,21511560
11,A13606102,6200,0,0,0,0,0,2031540,26219070,0,0
12,A13681304,0,0,0,0,0,0,26440,25599900,382540,9358190
13,A10027350,,,,,,,,,,
14,A10027227,0,0,1540,0,0,0,5009562,47749140,0,11545860
15,A13606004,0,0,0,0,2530500,48576500,,,-6335740,89563610
16,A10028001,0,0,0,0,0,0,1693499,33331570,-196690,8351040
17,A10025140,,,,,,,,,,
18,A13603401,0,0,1100,0,0,0,1962431,15286560,393300,6273350
19,A13603701,0,0,0,0,0,0,2359830,20163060,338450,8265720
20,A13603702,0,0,0,0,0,0,3279730,18408970,-149030,4256780
21,A13672101,0,0,0,0,0,0,11139900,71807670,0,17927240
22,A13672102,0,0,20920,0,0,0,1600700,28948430,-340,7643450
23,A13604301,0,0,0,0,0,0,775330,9479810,366240,3811930
24,A13670801,0,0,0,0,0,0,7760360,35651230,0,9538410
25,A13604401,0,0,0,0,0,0,0,25034200,-660,7981630
26,A13607101,5670,0,0,0,0,0,7730587,28955050,671030,9687180
27,A13607301,0,0,0,0,0,0,2081164,13965640,0,0
28,A13607302,0,0,0,0,0,0,0,11916430,0,3961250
29,A13608601,0,0,0,0,0,0,1012880,14349090,1080,4406960
30,A10027189,0,0,0,0,0,0,21105871,63573890,-20748270,20663820
31,A10023669,0,0,0,0,0,0,40577060,0,0,0
32,A13608301,0,0,19090,0,0,0,-873500,23227020,682950,8133110
33,A13677401,0,0,0,0,0,0,7712940,39263440,236730,8561230
34,A13676501,0,0,0,314870,0,0,750390,9891390,0,3554600
35,A13610007,0,0,0,0,0,0,8567345,93085990,0,38543120
36,A13685104,0,0,990,0,0,0,3151398,20662080,0,0
37,A13684306,0,0,0,0,0,0,12189824,37577690,0,14840370
38,A13684701,0,0,0,0,0,0,1313790,10857470,0,0
39,A13677101,0,0,0,0,0,0,8833040,33640750,320550,10526290
40,A13677206,0,0,0,0,0,0,3421469,40724470,0,0
41,A13610003,0,0,0,0,0,0,4979582,15800870,114490,5487480
42,A13610001,0,0,0,0,0,0,1690160,7564200,0,0
43,A13684605,0,0,0,0,0,0,4247850,26535850,0,11234840
44,A13676605,0,0,0,0,0,0,2533596,24076280,0,9237630
45,A13610004,0,0,0,0,0,0,7876900,8201410,6630350,6741740
46,A13677807,0,0,0,0,0,0,2719030,15632760,0,0
47,A13610107,0,0,0,0,0,0,-1686030,41845040,-3481480,32749140
48,A13610202,0,0,36250,0,0,0,-956748,24037480,-63250,7854010
49,A13610301,0,0,0,0,0,0,3197450,13510740,0,0
50,A13610103,0,0,0,0,0,0,-357440,29047060,0,7745860
51,A13676504,0,0,0,0,0,0,1541130,23627160,0,7046850
52,A13676703,0,0,0,0,0,0,6526009,36486400,2142170,13457610
53,A13676702,0,0,0,0,0,0,2943694,31194310,0,0
