,kaptCode,heatC,heatP,gasC,gasP,waterHotC,waterHotP,electC,electP,waterCoolC,waterCoolP
0,A15106001,0,0,,,0,0,2106040,4906940,0,3341420
1,A15192201,0,0,0,0,0,0,5269445,14701150,92490,8721300
2,A15181602,0,0,,,0,0,9524967,0,4898380,0
3,A15178203,0,0,,,0,0,-916270,8550590,313570,4273130
4,A15105302,0,0,,,0,0,7359163,69491940,66260,36374820
5,A15106103,0,0,0,0,0,0,1181180,8947420,65460,5123100
6,A15178201,0,0,0,0,0,0,3035071,66903030,0,41919210
7,A15178202,0,0,0,0,0,0,2286766,11066810,97300,5530150
8,A15180705,1798310,0,0,0,0,0,27016240,111557380,-373270,65542120
9,A15176202,0,0,,,0,0,12485242,40310090,649510,24490920
10,A15106101,0,0,295190,0,0,0,1128650,7125510,0,3381970
11,A15105301,0,0,212750,0,0,0,1540,4659620,-279390,2924570
12,A15184101,0,0,,,0,0,1288715,14461780,0,0
13,A15180701,0,0,396770,0,0,0,2018220,7603030,-52990,4122950
14,A15105303,0,0,,,0,0,18323617,60401270,873020,37350720
15,A15105002,,,,,,,,,,
16,A15105005,0,0,,,0,0,3364513,8190670,0,0
17,A15105602,0,0,0,0,0,0,-26440,8597380,-1090100,5733000
18,A15105004,0,0,0,0,0,0,3810690,22222210,1353330,13468410
19,A15192202,0,0,0,0,0,0,1970450,10285720,0,6900910
20,A15106901,0,0,,,0,0,23216271,62552190,0,36461660
21,A15105503,0,0,1470600,0,0,0,3689166,21128450,0,16389510
22,A15105006,0,0,0,0,0,0,3071949,13423100,81770,5722210
23,A15176602,0,0,0,0,0,0,6657891,0,6886940,0
24,A15105008,0,0,,,0,0,2750640,15857410,0,6448020
25,A15105603,0,975261,0,0,44055000,8010,6675550,397809,1919760,17664
26,A15178204,0,0,988360,0,0,0,1236850,9143500,303560,6691650
27,A10025423,,,,,,,,,,
28,A10026710,0,0,,,0,0,2241180,2241180,2579920,2579920
29,A10025428,0,0,,,0,0,743290,4369040,144050,2198020
30,A10025092,0,0,,,0,0,30696697,50546410,326960,18392350
31,A10025422,,,,,,,,,,
32,A10024638,,,,,,,,,,
33,A10024894,0,0,,,0,0,8002030,26419040,1116960,8916490
34,A15177101,0,0,,,0,0,848330,5884990,0,0
35,A15101503,0,0,0,0,0,0,1784590,15706030,24610,7578630
36,A15176701,0,0,,,0,0,2168151,20967880,1232130,0
37,A15186002,0,0,,,0,0,3364411,10788320,20,6558990
38,A15101501,0,0,0,0,0,0,1727140,5414640,110090,5335430
39,A15188801,,,,,,,,,,
40,A15101101,0,0,,,0,0,3993060,15151130,227810,8692680
41,A15185201,0,0,,,0,0,2151011,5356220,0,0
42,A15179403,0,0,0,0,0,0,4406580,16926370,0,8659030
43,A15187101,0,0,,,0,0,2444320,5721540,0,3670310
44,A15101506,0,0,594870,0,0,0,8822651,56055380,1147100,25363390
45,A15101505,0,0,,,0,0,684700,7126030,0,3810420
46,A15190301,0,0,0,0,0,0,8292510,0,0,0
47,A15179701,0,0,0,0,0,0,4804210,14889520,0,8194270
48,A15101802,0,0,475190,0,0,0,14963967,13510110,0,0
49,A15101508,330,125119900,,,0,42894000,16666673,40024020,4412110,23259770
50,A15188101,0,0,0,0,0,0,1691220,7870560,30330,5810370
51,A15185704,0,0,,,0,0,13092291,0,0,0
52,A15101504,0,0,0,0,0,0,28552200,90404910,6339610,57331880
53,A15102203,0,0,,,0,0,2988073,10833510,11580,7464650
54,A15101507,31499360,0,,,0,22164000,6535020,0,0,0
55,A15101702,0,0,,,0,0,1258450,8734770,205930,5788000
56,A15102202,0,0,0,0,0,0,1157230,8893770,0,4997090
57,A15190705,0,0,,,0,0,10640520,62395140,5438340,27204760
58,A15101901,0,0,,,0,0,8473830,0,0,0
59,A15102902,0,0,,,0,0,2043490,8503810,170820,0
60,A15101509,0,0,0,0,0,0,2573670,0,1410290,0
61,A15101903,512770,0,0,0,0,0,5477400,21526390,891180,10877020
62,A15178401,,,,,,,,,,
63,A10026910,,,,,,,,,,
64,A10024621,,,,,,,,,,
65,A10023661,,,,,,,,,,
66,A10024749,,,,,,,,,,
67,A10024634,,,,,,,,,,
68,A15108003,479860,0,0,0,0,0,8742300,0,0,0
69,A15108001,0,0,0,0,0,0,1664310,7792830,-5513940,5513940
70,A10025511,,,,,,,,,,
