,kaptCode,heatC,heatP,gasC,gasP,waterHotC,waterHotP,electC,electP,waterCoolC,waterCoolP
0,A15106001,0,0,0,0,0,0,1227708,7320390,0,3738110
1,A15192201,0,0,0,0,0,0,5245848,23543750,132950,9434460
2,A15181602,0,0,0,0,0,0,11990330,0,4805520,0
3,A15178203,0,0,0,0,0,0,4034499,6840060,260580,4880850
4,A15105302,0,0,0,0,0,0,431917,104932630,0,39020340
5,A15106103,0,0,0,0,0,0,-9750,13984080,151720,5882800
6,A15178201,0,0,0,0,0,0,3958323,97741800,0,47521790
7,A15178202,0,0,0,0,0,0,2264508,16957570,148900,5855070
8,A15180705,37840,0,0,0,0,0,35384259,156044530,47,75167380
9,A15176202,0,0,0,0,0,0,7712390,57389970,225250,24920890
10,A15106101,0,0,3330,0,0,0,864700,10376770,0,3759760
11,A15105301,0,0,1060,0,0,0,2913442,3776980,74350,3293140
12,A15184101,0,0,10400,0,0,0,1376037,20164900,0,0
13,A15180701,0,0,0,0,0,0,2630950,11233290,2940,4150340
14,A15105303,0,0,0,0,0,0,19273210,78440130,1475840,37838920
15,A15105002,,,,,,,,,,
16,A15105005,0,0,0,0,0,0,1971666,13337960,0,0
17,A15105602,0,0,0,0,0,0,1551920,10475700,-773850,6020700
18,A15105004,0,0,0,0,0,0,1128810,34283650,1286670,14307660
19,A15192202,0,0,0,0,0,0,2282290,15033100,-495850,8226750
20,A15106901,0,0,0,0,0,0,23701996,90218520,310090,41245170
21,A15105503,0,0,89460,0,0,0,4096424,30284800,0,17911070
22,A15105006,0,0,0,0,0,0,4395706,19552780,94190,6187380
23,A15176602,0,0,0,0,0,0,8846960,0,7023640,0
24,A15105008,0,0,0,0,0,0,2799938,22379120,0,7189360
25,A15105603,0,0,0,0,25008500,25008500,3265400,82348320,1919760,25945270
26,A15178204,0,0,89810,0,0,0,1667600,13136000,678890,6934870
27,A10025423,,,,,,,,,,
28,A10026710,0,0,0,0,0,0,5805330,5805330,2699830,2699830
29,A10025428,0,0,0,0,0,0,1613520,6400810,0,2220350
30,A10025092,0,0,0,0,0,0,26987582,65252350,17380,20570020
31,A10025422,,,,,,,,,,
32,A10024638,,,,,,,,,,
33,A10024894,0,0,0,0,0,0,14157950,41979880,-196640,9358400
34,A15177101,0,0,0,0,0,0,-64970,8739000,0,0
35,A15101503,0,0,0,0,0,0,933490,22299350,24830,7923180
36,A15176701,0,0,0,0,0,0,3823949,25449510,1246570,0
37,A15186002,0,0,29100,0,0,0,3108864,12500310,340,6360810
38,A15101501,0,0,0,0,0,0,1986880,8066930,0,6104700
39,A15188801,,,,,,,,,,
40,A15101101,0,0,0,0,0,0,2487568,21958170,95680,9008730
41,A15185201,0,0,0,0,0,0,2703503,7703400,0,0
42,A15179403,0,0,0,0,0,0,1018630,24080710,0,9963970
43,A15187101,0,0,5310,0,0,0,2221880,8546640,0,3902180
44,A15101506,0,0,24900,0,0,0,6737668,66039650,5034330,25308440
45,A15101505,0,0,0,0,0,0,676920,9961320,0,3718250
46,A15190301,0,0,0,0,0,0,11883580,11665900,0,0
47,A15179701,0,0,0,0,0,0,2154680,20957350,0,9234150
48,A15101802,0,0,22880,0,0,0,22462677,16454960,0,0
49,A15101508,-1230,3318400,0,0,0,23070000,4256998,70703890,7862920,22237650
50,A15188101,0,0,0,0,0,0,751910,11867980,174200,5907760
51,A15185704,0,0,0,0,0,0,1917575,16181940,0,0
52,A15101504,0,0,0,0,0,0,31924460,134512360,4918310,61888590
53,A15102203,0,0,0,0,0,0,2020652,15452150,21030,7667960
54,A15101507,5323380,0,0,0,0,5985000,5213740,0,0,0
55,A15101702,0,0,0,0,0,0,1122240,12632420,257550,6264750
56,A15102202,0,0,0,0,0,0,2332670,12144200,17510,4837860
57,A15190705,0,0,0,0,0,0,17207175,86483910,1401570,31597590
58,A15101901,0,0,0,0,0,0,9039240,0,0,0
59,A15102902,0,0,0,0,0,0,1446970,11296310,219020,0
60,A15101509,0,0,0,0,0,0,3371443,0,1553750,0
61,A15101903,21010,0,0,0,0,0,4321920,28489790,386660,13359700
62,A15178401,,,,,,,,,,
63,A10026910,,,,,,,,,,
64,A10024621,,,,,,,,,,
65,A10023661,,,,,,,,,,
66,A10024749,,,,,,,,,,
67,A10024634,,,,,,,,,,
68,A15108003,7450,0,0,0,0,0,766720,7804550,0,0
69,A15108001,0,0,0,0,0,0,1225446,11687500,-7254500,7254500
70,A10025511,,,,,,,,,,
