,kaptCode,heatC,heatP,gasC,gasP,waterHotC,waterHotP,electC,electP,waterCoolC,waterCoolP
0,A15288812,0,0,0,0,0,0,17013736,50459490,-439670,21755590
1,A15288806,0,0,0,0,0,0,4291950,16351330,0,0
2,A15288802,0,0,0,0,0,0,3779160,9923290,142520,4356310
3,A15288805,0,0,0,0,0,0,4049320,19719730,0,8019710
4,A15288813,0,0,0,0,0,0,13350840,47396680,246400,21981330
5,A15288801,0,0,190040,0,0,0,1356440,0,0,0
6,A15288814,0,0,0,0,0,0,36120860,86855390,23810,43783990
7,A15288809,0,0,0,0,0,0,7534060,25468120,295930,12983500
8,A15288803,0,0,0,0,0,0,2631374,8452810,330,4686360
9,A15288804,0,0,0,0,0,0,2999020,10533050,0,0
10,A15288807,0,0,238630,0,0,0,8664460,18920130,0,8327930
11,A15288810,0,0,0,0,0,0,9986450,39468760,825810,17598850
12,A15288611,97661070,0,0,0,-16624000,16624000,8009650,22830270,665720,12815540
13,A10028063,0,0,0,0,0,0,11284880,0,3250940,0
14,A15288004,0,0,0,0,0,0,5605540,17332690,0,8848720
15,A15286806,251150,49452510,0,0,0,9061500,7873290,17702120,2893590,9312190
16,A15284305,0,0,3490,0,0,0,2860957,9790260,58710,5066530
17,A15205305,0,0,0,0,0,0,5165490,15662310,218960,7501660
18,A15288002,0,0,413220,0,0,0,6084400,19959950,-30880,9895410
19,A15283809,0,0,77990,0,0,0,2917117,10942470,0,0
20,A15205108,0,0,0,0,0,0,8867050,32333150,0,15423520
21,A15286809,181862900,181862980,0,0,54165000,54160000,30367079,54240080,3356370,35964470
22,A15283902,0,0,0,0,0,0,3019790,12500270,2250,6273430
23,A15205103,0,0,0,0,0,0,3558029,9941180,-630,5544940
24,A15284906,0,0,0,0,0,0,8720300,51032250,-446670,22379720
25,A15205002,0,0,0,0,0,0,1681844,4660990,347060,3069860
26,A15283806,0,0,0,0,0,0,1961170,12052930,0,5092410
27,A15205104,0,0,0,0,0,0,8955070,15324030,714690,8321480
28,A15286210,0,0,0,0,0,0,5758455,20467070,324000,8584280
29,A15283807,0,0,0,0,0,0,17245380,15888870,6240750,6214700
30,A15205303,0,0,0,0,0,0,3381860,18019060,-742270,8695650
31,A15285503,0,0,0,0,0,0,563870,0,0,0
32,A15286807,0,41788000,0,0,0,13281000,5869350,31251660,290100,12972150
33,A15286802,0,0,0,0,0,0,3729120,11659650,0,0
34,A15285004,0,0,0,0,0,0,3841430,15701050,201870,7317860
35,A15283801,0,0,0,0,0,0,3263105,9023790,0,3026980
36,A15205301,0,0,0,0,0,0,763820,10799400,400750,4098990
37,A15205001,0,0,0,0,0,0,2574820,9802040,261840,3990280
38,A15286805,0,0,214710,0,0,0,848300,10669550,0,6741240
39,A15284603,0,0,0,0,0,0,4897510,10534610,0,7263570
40,A15205513,8856210,151477450,0,0,0,24977500,28666740,47051690,8848910,16403670
41,A15283803,0,0,0,0,0,0,2778940,5339700,146530,2444020
42,A15285804,0,0,0,0,0,0,6230180,21875310,64080,12669760
43,A15286602,0,0,127590,0,0,0,7527940,0,0,0
44,A15286801,27882410,0,0,0,0,7137000,855920,11151430,0,5596950
45,A15205405,0,0,0,1145720,0,0,40628520,30412720,20650670,14505683
46,A15270501,,,,,,,,,,
47,A10027493,,,,,,,,,,
48,A10026989,,,,,,,,,,
49,A15205511,0,0,0,0,0,0,340171,32302630,100,12539100
50,A10027507,,,,,,,,,,
51,A15208204,0,0,0,0,0,0,1127390,17481180,0,6663530
52,A15282403,0,0,0,0,0,0,2126736,9430030,0,0
53,A15208201,0,0,0,0,0,0,1756990,4979970,76940,2893460
54,A15283707,5874020,30318610,0,0,0,10224000,4315420,12884880,3295990,4646760
55,A15208006,0,0,0,0,0,0,7084560,15303180,268320,6846150
56,A15283603,0,0,0,0,0,0,2498580,9353000,0,5518050
57,A15283706,0,0,0,0,0,0,5836210,12123340,0,6770790
58,A15279403,0,0,0,0,0,0,8085876,26510890,-414230,13109350
59,A15283702,0,0,0,0,0,0,2096330,7048590,0,3902590
60,A15283709,39059170,34011010,0,0,19142760,19142760,20079210,16879610,8640470,7879640
61,A15283701,0,0,0,0,0,0,1003910,5349400,0,0
62,A15282810,0,0,0,0,0,0,6060810,21554810,1379950,12213020
63,A15208005,0,0,0,0,0,0,2598420,6463680,337190,3472700
64,A15208202,0,0,114540,0,0,0,2980130,8914300,-50,4988490
65,A15208007,0,0,109260,0,0,0,4195180,9578550,214650,3432580
66,A15282608,51638330,0,0,0,0,5070000,3045110,13721440,1373370,7070440
67,A15283704,0,0,0,0,0,0,5104560,13359190,17090,5181150
68,A15279402,1521630,41435530,0,0,-320,11930950,12131383,16703110,0,8126670
69,A15208003,0,0,0,0,0,0,0,28421030,0,0
70,A15279404,38063350,95720100,0,0,-27490000,27415000,17026699,32203450,867160,19802060
71,A15283711,0,0,0,0,0,0,8360440,38116620,6690,17516110
72,A15282405,0,0,0,0,0,0,569410,0,0,5393860
73,A15282105,0,0,0,0,0,0,3379909,13951780,-10,7094510
74,A15280304,0,0,0,0,0,0,3145070,9165690,0,0
75,A15209206,0,0,331890,0,0,0,9000947,37764560,2154070,17183510
76,A15209304,0,0,148850,0,0,0,2884713,10492170,0,3779310
77,A15209207,0,0,0,0,0,0,24876078,94906790,1170550,47296350
78,A15209003,0,0,0,0,0,0,1813840,4668640,0,0
79,A15209305,0,0,0,0,0,0,10353474,52931420,-1130,27308980
80,A15209004,0,0,0,0,0,0,2584070,32698630,0,14189550
81,A15209002,0,0,553160,0,0,0,106401607,0,38397900,0
82,A15209203,320,51731860,0,0,0,24241000,2224830,22534180,0,0
83,A15209202,0,0,0,0,0,0,17327450,0,7671590,0
84,A15280602,0,0,0,0,0,0,2239820,4867050,0,0
85,A15209205,0,0,0,0,0,0,7746440,28132760,448480,13041800
86,A15209303,0,0,0,0,0,0,2974213,7975980,0,3771730
87,A15209201,0,0,0,0,0,0,560070,7491360,153290,0
88,A15280303,0,0,0,0,0,0,1950134,8638710,0,0
89,A15209007,0,0,0,0,0,0,25535990,45853120,79560,15938350
90,A15209006,,,,,,,,,,
91,A15275101,0,0,0,0,0,0,991400,9748740,3392330,3392330
92,A10024745,0,0,0,0,0,0,18705310,40468430,0,18124890
93,A15210101,0,0,113630,0,0,0,1667910,4964310,0,2616700
94,A15210104,0,0,0,0,0,0,1283686,9282490,7247460,0
95,A15210102,0,0,0,0,0,0,2685140,6494050,0,3486760
96,A15210103,0,0,0,0,0,0,1189240,7836470,0,6405020
97,A15210206,0,0,0,0,0,0,1693550,10471360,0,0
98,A15210105,0,0,0,0,0,0,3640890,8787540,689820,4255020
99,A15210107,0,0,0,0,0,0,18799560,34512160,3018520,0
100,A15210211,0,0,0,0,0,0,7014390,24435780,0,12807440
101,A15210106,0,0,0,0,0,0,0,14874720,297830,5606690
102,A15210212,0,0,0,0,0,0,7931770,29163740,0,14475860
103,A15278301,0,0,0,0,0,0,2476870,4241390,52120,0
104,A15210210,0,0,0,0,0,0,5241280,17487440,830670,7944710
105,A15210209,0,0,0,0,0,0,925360,17976760,70,7313580
106,A15210207,0,0,0,0,0,0,1310640,13345550,0,5265670
107,A10026434,0,0,0,0,0,0,3401720,13690510,240020,9061410
108,A10027522,,,,,,,,,,
109,A15279101,0,0,0,0,0,0,18440090,47145790,0,18219410
110,A15210001,88930,0,0,0,0,0,15649399,20347380,931230,8299020
111,A15213006,238330,0,0,0,0,0,2687410,11708020,0,5146070
112,A15213004,248230,0,0,0,0,0,1394370,20360030,253280,9221430
113,A15213005,0,0,0,0,0,0,4181570,42739090,517310,18094900
114,A15213002,535080,0,0,0,0,0,619190,31508330,693470,13240380
115,A15213007,0,0,0,0,0,0,3689970,60184910,495110,20300610
116,A15213001,952900,0,0,0,0,0,-86290,26156450,0,11826300
117,A10027764,0,0,316370,0,0,0,6633520,0,2205170,0
118,A10026729,0,0,278680,0,0,0,3001650,1941980,-86710,1806050
119,A10026039,0,0,0,0,0,0,1030120,3435000,371280,2141830
120,A15213003,0,0,0,0,0,0,831730,21825200,0,8839300
121,A15271601,0,0,0,0,0,0,2917497,13402730,265090,4908870
122,A10025614,4141070,42159650,0,0,0,46371300,7676980,42804330,0,19442240
123,A10025386,6493210,3957760,0,0,0,0,2589020,2475600,92070,1330830
124,A10025387,4242660,28341650,842420,0,0,19136000,9627400,26025780,-420,10953700
125,A10025858,11247710,9739640,0,0,-9979200,9979200,5542750,9009270,355820,4203250
126,A10025564,2355670,6059950,0,0,0,4011900,1273470,3254610,97910,1863760
127,A10024849,1866970,18015050,0,0,0,15545920,4007980,15552810,35740,6573410
128,A10024927,3161260,23143710,0,0,0,9902500,5663740,16052400,17640,5985780
129,A10025115,1219830,30971810,0,0,0,11294500,8730110,21664190,-167700,8009990
130,A10025193,3818760,34610740,0,0,0,23494500,14980210,25247880,0,12415950
131,A10025302,11891746,0,0,0,10142534,0,13319330,0,3098930,0
