,kaptCode,heatC,heatP,gasC,gasP,waterHotC,waterHotP,electC,electP,waterCoolC,waterCoolP
0,A15288812,0,0,0,0,0,0,10432199,47883530,905500,19258560
1,A15288806,0,0,0,0,0,0,3448791,13747490,0,0
2,A15288802,0,0,0,0,0,0,2656560,9361770,132070,4458670
3,A15288805,0,0,0,0,0,0,4343470,23287530,0,8383030
4,A15288813,0,0,0,0,0,0,12207110,38752570,768460,23953530
5,A15288801,0,0,0,0,0,0,1037100,0,11610,0
6,A15288814,0,0,0,0,0,0,28930359,76083590,41000,46405350
7,A15288809,0,0,0,0,0,0,5914940,27129860,309870,12643200
8,A15288803,0,0,0,0,0,0,1894713,7079560,-50,4715730
9,A15288804,0,0,0,0,0,0,2461080,8660890,0,0
10,A15288807,0,0,0,0,0,0,8432260,20089700,0,8747760
11,A15288810,0,0,0,0,0,0,10865551,34759530,1363240,17345160
12,A15288611,12161790,0,0,0,-12496000,12496000,3211690,20737680,-174970,13403740
13,A10028063,0,0,0,0,0,0,8126590,0,3727400,0
14,A15288004,0,0,0,0,0,0,3108420,15518800,0,9027410
15,A15286806,78990,1782030,0,0,0,7164500,4887590,17052540,3108430,9419710
16,A15284305,0,0,0,0,0,0,2659872,8788660,192640,5362410
17,A15205305,0,0,0,0,0,0,4359340,14364850,385210,7924530
18,A15288002,0,0,940,0,0,0,4927510,16602830,504200,9776500
19,A15283809,0,0,74610,0,0,0,2695786,8914830,74790,0
20,A15205108,0,0,0,0,0,0,6167940,31626270,0,17276680
21,A15286809,-311850,0,0,0,0,40515000,13158785,53284220,3147610,34244920
22,A15283902,0,0,0,0,0,0,2208890,11448190,359580,6640320
23,A15205103,0,0,0,0,0,0,2902998,9350600,50,5855490
24,A15284906,0,0,0,0,0,0,13044941,53207010,382820,23504070
25,A15205002,0,0,0,0,0,0,1163385,4437670,-374030,3087780
26,A15283806,0,0,0,0,0,0,1292920,9857770,0,5193400
27,A15205104,0,0,0,0,0,0,8010280,21981090,0,9291390
28,A15286210,0,0,0,0,0,0,5739952,17489950,279000,8573390
29,A15283807,0,0,0,0,0,0,1402110,14282170,350,6466190
30,A15205303,0,0,0,0,0,0,3225920,15456600,-971420,9464310
31,A15285503,0,0,0,0,0,0,281560,0,12230,0
32,A15286807,0,0,0,0,0,9878370,5713380,26372680,304490,13768360
33,A15286802,0,0,0,0,0,0,3173310,10518180,270220,0
34,A15285004,0,0,0,0,0,0,3001900,13648210,2658330,7839570
35,A15283801,0,0,0,0,0,0,3336672,10148680,0,3787730
36,A15205301,0,0,0,0,0,0,252899,9465740,563010,4224630
37,A15205001,0,0,0,0,0,0,2592220,10372210,346460,4055430
38,A15286805,0,0,0,0,0,0,509030,10576950,454020,6669440
39,A15284603,0,0,0,0,0,0,2720070,10729850,0,6746130
40,A15205513,997280,1164140,0,0,0,18759000,28983320,47903370,6071650,20547060
41,A15283803,0,0,0,0,0,0,2046770,4646170,708190,2428940
42,A15285804,0,0,0,0,0,0,6081659,23367670,93650,12316860
43,A15286602,0,0,10130,0,0,0,6555450,0,0,0
44,A15286801,243630,0,0,0,0,4320000,727040,11257040,0,5932030
45,A15205405,0,0,0,0,0,0,11334295,29290080,1276060,15831900
46,A15270501,,,,,,,,,,
47,A10027493,,,,,,,,,,
48,A10026989,,,,,,,,,,
49,A15205511,0,0,0,0,0,0,1406203,26876460,-200,13849800
50,A10027507,,,,,,,,,,
51,A15208204,0,0,0,0,0,0,1305250,14299190,0,7659520
52,A15282403,0,0,0,0,0,0,1918330,7480810,0,0
53,A15208201,0,0,0,0,0,0,1443310,4200240,88950,2983710
54,A15283707,1228650,0,0,0,0,3290800,4462480,10225040,2132530,6851790
55,A15208006,0,0,0,0,0,0,3633590,13445150,271760,6551280
56,A15283603,0,0,0,0,0,0,1639100,7409620,255,5837535
57,A15283706,0,0,0,0,0,0,4130210,11059180,0,7212440
58,A15279403,0,0,0,0,0,0,6816939,25410690,-122890,14231990
59,A15283702,0,0,0,0,0,0,1494630,6825180,0,4335640
60,A15283709,2240200,0,0,0,2303290,2303290,17625530,14779270,9343270,8695390
61,A15283701,0,0,0,0,0,0,921290,4331610,0,0
62,A15282810,0,0,0,0,0,0,5287930,18064760,591790,13408200
63,A15208005,0,0,0,0,0,0,1235120,6888680,-43730,3544070
64,A15208202,0,0,0,0,0,0,2341340,7304810,-50,5026770
65,A15208007,0,0,5360,0,0,0,3036820,8458250,268090,3517550
66,A15282608,2780690,0,0,0,0,5607000,945900,13297980,603440,8230340
67,A15283704,0,0,0,0,0,0,1940920,10758400,11650,5500480
68,A15279402,1521630,0,0,0,140,3266700,7690670,16359670,-20,9656560
69,A15208003,0,0,0,0,0,0,0,26241230,0,23407790
70,A15279404,470933,0,0,39000,0,8730000,11287547,27022890,-395490,19516590
71,A15283711,0,0,0,0,0,0,8545850,33092950,0,19957750
72,A15282405,0,0,0,0,0,0,350680,0,0,0
