,kaptCode,heatC,heatP,gasC,gasP,waterHotC,waterHotP,electC,electP,waterCoolC,waterCoolP
0,A10071301,,,,,0,0,,,90120,3998380
1,A10023352,,,,,,,,,,
2,A10026849,,,,,,,,,,
3,A10023356,,,,,,,,,,
4,A10023343,,,,,,,,,,
5,A10045403,,,,,0,0,,,,
6,A10045401,,,,,0,0,,,5304400,0
7,A10045601,,,,,,,,,1482075,0
8,A10045302,,,,,0,0,,,0,54913730
9,A10045404,,,,,,,,,3374250,29150990
10,A10045001,,,,,,,,,541400,8822700
11,A10045402,,,,,0,0,,,,
12,A10078901,,,,,,,,,,
13,A10078902,,,,,,,,,,
14,A10045301,,,,,,,,,,
15,A10078103,0,0,0,0,0,0,0,5333950,0,2576620
16,A10078102,,,,,,,,,,
17,A10045002,,,0,0,,,,,-770520,16084600
18,A13302201,0,0,0,0,,,,,62640,4536540
19,A10025456,0,0,,,,,,,1168040,6159970
20,A10025372,0,0,0,0,,,,,,
21,A10044002,0,0,,,0,0,,,,
22,A10044001,0,0,0,0,0,0,,,117050,3900960
23,A10027364,0,0,,,0,0,6457430,31418090,146686,4287210
24,A10024756,,,,,,,,,,
25,A10085902,,,,,0,0,,,550960,0
26,A10085903,,,,,,,,,-707250,14634670
27,A10080701,,,0,0,,,,,,
28,A10026881,,,,,,,28235000,72416750,,
29,A10026517,0,0,,,,,,,1330590,2941820
