,kaptCode,heatC,heatP,gasC,gasP,waterHotC,waterHotP,electC,electP,waterCoolC,waterCoolP
0,A10071301,227250,0,0,0,0,0,8344633,27332390,660710,5105850
1,A10023352,,,,,,,,,,
2,A10026849,,,,,,,,,,
3,A10023356,,,,,,,,,,
4,A10023343,,,,,,,,,,
5,A10045403,0,0,0,0,0,0,5993649,34902120,2805580,18861520
6,A10045401,0,0,5490,0,0,0,8666490,0,4913800,0
7,A10045601,0,0,0,0,0,0,3139380,36706620,0,0
8,A10045302,0,0,45880,0,0,0,29494431,106488870,0,53796220
9,A10045404,0,0,0,0,0,0,6178209,58312040,3395310,28344010
10,A10045001,0,0,0,0,0,0,5519180,25018250,461200,8580630
11,A10045402,0,0,21050,0,0,0,-1678843,13070323,0,0
12,A10078901,0,0,0,0,0,0,13735960,48962510,-104850,15881040
13,A10078902,0,0,0,0,0,0,0,4102290,0,2629300
14,A10045301,0,0,0,0,0,0,5773950,33728950,-991670,23803100
15,A10078103,0,0,0,0,0,0,0,4091740,0,2403090
16,A10078102,,,,,,,,,,
17,A10045002,0,0,0,0,0,0,17175262,38820550,388390,15236550
18,A13302201,0,0,0,0,0,0,2803580,11141620,63270,4431760
19,A10025456,0,0,0,0,0,0,5215536,15304000,992000,5713650
20,A10025372,0,0,0,0,0,0,2441244,7070790,33080,2864130
21,A10044002,0,0,0,0,0,0,2755702,97934470,2234480,25356020
22,A10044001,0,0,0,0,0,0,4693920,7082040,445930,3957720
23,A10027364,0,0,0,0,0,0,5577422,18944420,160957,4275230
24,A10024756,,,,,,,,,,
25,A10085902,0,0,0,0,0,0,1198250,6045600,344250,3637500
26,A10085903,0,0,4090,0,0,0,6388060,22733950,-922120,13965990
27,A10080701,0,0,0,0,0,0,1862118,9962660,-27270,3804610
28,A10026881,0,0,11640,0,0,0,18421030,47135270,6149660,18812900
29,A10026517,0,0,0,0,0,0,3784344,12118310,568480,3209840
