,kaptCode,Complex_Name
103,A12185003,SH성산아파트
104,A12185004,성산시영아파트
105,A12171101,월드컵아이파크1단지
106,A12125202,성산월드타운대림
107,A10027157,서울가좌행복주택 
108,A12187901,중동계룡
109,A12187906,월드컵참누리
110,A12187904,DMC마포청구아파트
111,A12187703,성산2차현대
112,A12187905,마포중동현대
113,A12187902,건영월드컵
114,A12127007,상암월드컵1단지
115,A12127004,상암월드컵파크2단지
116,A12127005,상암월드컵파크7단지
117,A12127003,상암월드컵파크3단지
118,A12127001,상암월드컵파크5단지
119,A12127006,상암월드컵파크4단지
120,A12179508,상암월드컵파크10단지
121,A12179504,상암월드컵파크9단지
122,A12179503,상암월드컵파크11단지
123,A12127002,상암월드컵파크6단지
124,A12179502,DMC상암센트럴파크1단지
125,A12127008,상암월드컵8단지
126,A12179501,DMC상암센트럴파크2단지
127,A12179505,상암월드컵파크12단지
0,A13991017,월계초안산쌍용
1,A13905208,월계6-2초안
2,A13905202,월계흥화브라운빌
3,A13985107,월계청백4단지
4,A13984604,월계동신
5,A13984411,월계사슴3단지
6,A13905102,월계대동
7,A13984603,월계삼창
8,A13905204,월계6-1초안
9,A13985201,월계극동
10,A13985106,월계청백1단지
11,A13984813,월계주공1단지
12,A13987501,성북역신도브래뉴
13,A13905105,월계동현대
14,A13987503,월계2차한일
15,A13984814,월계주공2단지
16,A13984004,월계그랑빌
17,A13991016,월계동원베네스트
18,A13985103,월계대우아파트
19,A13985105,월계청백3단지
20,A13984409,월계사슴2단지
21,A13984003,월계삼호4차
22,A13995602,월계사슴1단지
23,A13905003,월계풍림아이원
24,A13905301,월계서광
25,A13987502,월계역신도브래뉴
26,A13991018,롯데캐슬루나
27,A13905302,성원(사슴4)
28,A13991015,월계유원
29,A13905101,월계한일1차
30,A13984005,월계시영고층
31,A10027121,녹천역두산위브아파트
32,A10027716,꿈의숲 SK뷰 아파트
33,A10025097,월계센트럴아이파크아파트
34,A10024636,세양청마루
35,A10024812,월계우남아파트
36,A13980513,공릉풍림아이원
37,A13924003,공릉한보아파트
38,A13994501,공릉현대성우
39,A13980801,공릉대동1차
40,A13980010,공릉화랑타운
41,A13980415,공릉두산힐스빌
42,A13980018,공릉비선
43,A13980107,공릉신도1차
44,A13980509,공릉삼익4단지
45,A13980009,공릉태릉우성
46,A13980014,공릉해링턴플레이스(구.효성화운트빌)
47,A13980012,공릉우방4단지
48,A13924004,공릉삼익1차아파트
49,A13980510,공릉2단지라이프
50,A13924205,공릉동부
51,A13980102,공릉신원
52,A13980604,공릉대아2차
53,A13980413,화랑해링턴플레이스
54,A13980511,공릉3단지라이프
55,A13980105,공릉대동2차
56,A13980402,공릉건영장미
57,A13980108,공릉우성
58,A13980407,효성아파트
59,A13980803,공릉1동삼익
60,A13980004,청솔아파트8
61,A13980706,공릉대주파크빌
62,A13980403,공릉삼익2차
63,A13980401,공릉신성미소지움
64,A13980017,공릉2-6
65,A13980512,공릉1단지
66,A13980411,공릉동신
67,A13980019,공릉태강
68,A10026289,공릉2차신도브래뉴아파트
69,A13980006,공릉청솔9단지
70,A10027622,노원프레미어스엠코
71,A13974401,공릉현대
72,A10023991,태릉해링턴플레이스
73,A10023478,한일휴니스빌
74,A10023990,청년주택 와이엔타워
75,A13987305,하계학여울청구
76,A13923001,중계한신코아
77,A13987303,하계현대우성
78,A13993502,하계한신동성
79,A13923104,하계미성
80,A13923106,하계2차현대아파트
81,A13923102,하계우방
82,A13987304,하계6단지(장미)
83,A13977913,중계주공9단지
84,A13987205,하계1차청구아파트
85,A13923108,하계청솔
86,A13993901,하계학여울청구A
87,A13987301,하계학여울청구B
88,A13987302,하계시영5단지
89,A13987306,하계극동건영벽산
90,A13993503,하계한신
91,A13993501,하계삼익선경
92,A13923103,하계청구
93,A10026660,노원에너지제로주택
94,A13983810,상계수락파크빌
95,A13973202,비콘드림힐
96,A13974103,상계은빛3단지
97,A13983712,상계3차현대아파트 
98,A13920804,상계주공10단지 
99,A13920106,상계극동늘푸른
100,A13981608,상계동양메이저
101,A13920707,상계주공6단지
102,A13920209,상계중앙하이츠2차
103,A13981402,상계청암1단지
104,A13982701,상계임광아파트관리사무소
105,A13920205,상계한일유엔아이
106,A13920001,상계우방
107,A13982301,상계주공11단지
108,A13983815,상계은빛2단지
109,A13981604,노원현대아파트
110,A13981407,상계조합대림
111,A13921005,상계주공9단지
112,A13983707,상계현대1차
113,A13981405,청암2단지
114,A13983608,상계한신
115,A13982002,상계한신3차
116,A13982604,상계보람
117,A13982103,상계양우아파트
118,A13920706,상계주공4단지
119,A13981901,상계주공13단지
120,A13982003,상계신동아
121,A13920105,상계수락한신
122,A13971501,상계미도
123,A13920102,상계수락현대
124,A13989701,상계동아불암
125,A13920803,상계주공16단지
126,A13994302,상계한양
127,A13983713,두산아파트
128,A13983709,상계현대2차
129,A13981606,상계대동아파트
130,A13981304,상계한신1차
131,A13983803,상계대림e-편한세상
132,A13974102,수락리버시티3단지
133,A13980903,상계성림(미라보)
134,A13982702,상계마들대림
135,A13983816,상계은빛1단지
136,A13981001,상계불암대림제2
137,A13982005,상계한신2차
138,A13974101,수락리버시티 4단지
139,A13982704,상계주공7단지
140,A13982202,상계주공12단지
141,A13982101,상계성원
142,A13920207,상계1차중앙하이츠
143,A13981903,상계주공14단지
144,A13983101,상계마들
145,A13920506,상계벽산
146,A13920703,상계주공5단지
147,A13920202,상계코오롱
148,A13981006,상계불암대림
149,A13983811,수락산벨리체아파트
150,A13971502,상계주공3단지
151,A13989702,상계동아불암임대
152,A13920104,우림루미아트1.2단지
153,A13983801,대망드림힐
154,A13973201,노원우성
155,A13981204,상계불암현대(임대)
156,A13983004,상계주공2단지
157,A13920501,상계금호타운
158,A13920802,상계주공15단지
159,A13981208,상계불암현대
160,A13983105,상계주공1단지
161,A10027601,중계센트럴파크아파트
162,A10025133,노원 센트럴푸르지오
163,A10027533,비콘드림힐아파트
164,A10024547,포레나노원 아파트
165,A10024770,상계 대창센시티
166,A10024434,상록수아파트
167,A10024778,상계중앙하이츠아파트
168,A13985402,중계현대그린
169,A13985907,중계염광아름빌
170,A13985605,중계중앙하이츠
171,A13986207,중계양지대림1-2임대
172,A13985904,중계현대2차(4동)
173,A13922406,중계주공4단지
174,A13922105,중계양지대림2-2임대
175,A13922001,중계청암3단지
176,A13986606,중계성원1차
177,A13922102,중계신안
178,A13986004,중계주공10단지
179,A13986013,중계건영3차
180,A13985909,중계주공2단지
181,A13922907,동진신안
182,A13922903,중계대림벽산
183,A13922103,중계3벽산
184,A13986509,중계주공1단지
185,A13922910,중계주공7단지
186,A13972601,중계건영2차
187,A13986302,중계경남롯데상아
188,A13985908,중계주공3단지
189,A13922909,중계주공6단지
190,A13922114,중계주공5단지
191,A13986111,중계라이프신동아청구아파트
192,A13986701,중계성원2차
193,A13922111,중계주공8단지
194,A13922908,중계삼성
195,A13993001,중계현대3차
196,A13972603,중계4단지목화
197,A13986306,중계그린
198,A13922904,중계금호
199,A13986703,중계경남아너스빌
200,A13986012,중계청구3차
201,A13986702,삼창타워프라자
202,A13986504,중계무지개아파트
203,A13985406,중계현대6차
204,A13922110,중계양지대림2차
205,A13993002,중계현대2차
206,A13922108,중계양지대림1차
207,A13986505,중계시영3단지목련
208,A13986201,중계우성3차
209,A13922003,중계한화꿈에그린더퍼스트
210,A13922905,중계한화꿈에그린
211,A13986009,롯데우성
212,A13922901,중계현대1차
213,A13922002,중계진로유통조합아파트(중계진로대림아파트)
214,A13972602,중계중앙하이츠아쿠아
0,A13782601,쌍용예가클래식
1,A13785302,방배우성
2,A13706302,방배래미안타워
3,A13706001,방배아크로리버
4,A13706002,방배SH-VILLE
5,A13785203,방배1차현대
6,A13782602,방배신삼호
7,A13770801,방배한신트리플
8,A13785301,방배래미안
9,A13784907,방배신동아
10,A13783001,방배3차e편한세상
11,A13782902,현대멤피스아파트
12,A13784401,방배브라운가
13,A13784102,방배1차이편한세상
14,A13771601,방배서리풀e편한세상
15,A13782803,롯데캐슬헤론
16,A13785004,방배삼익
17,A13785008,래미안방배아트힐
18,A13785005,"방배임광1,2차"
19,A13785201,방배2차현대홈타운
20,A13706303,방배대우효령
21,A13785001,방배임광3차
22,A13783802,방배디오빌
23,A13782804,삼호
24,A13771001,방배롯데캐슬아르떼
25,A10025472,신동아럭스빌아파트
26,A10027585,방배3차 현대 홈 타운 아파트
27,A10025927,방배아트자이
28,A10027016,방배자이아파트
29,A10026154,디오슈페리움1차
30,A10024857,방배아크로타워아파트
31,A10024171,방배그랑자이아파트
32,A10024942,방배서리풀그랑블아파트
33,A10023272,방배롯데캐슬로제
34,A10024322,삼호한숲아파트
35,A10023620,방배 현대멤피스 2차 아파트
36,A13789002,양재신영체르니
37,A13713001,양재리본타워1단지
38,A13789201,양재우성KBS(113동)
39,A13713002,양재리본타워2단지
40,A13789203,양재우성
41,A13790003,우면동동고
42,A13790004,우면대림
43,A13778212,LH서초3단지
44,A13778201,서초네이처힐4단지
45,A13778208,서초네이처힐1단지
46,A13778210,LH서초5단지
47,A13778205,서초네이처힐3단지
48,A13778209,LH서초4단지
49,A13778306,서울우면
50,A13778203,서초네이처힐7단지
51,A13778202,서초네이처힐5단지
52,A13778211,서초호반써밋
53,A13790002,우면코오롱
54,A13778207,서초네이처힐6단지
55,A13790001,우면한라
56,A13778214,서초네이처힐가든
57,A13778213,서초네이처힐2단지
58,A13778204,서초힐스
59,A13703019,롯데캐슬갤럭시2차
60,A13790828,신반포4차
61,A13703011,잠원롯데캐슬갤럭시1차
62,A13703027,잠원동아
63,A13790709,신반포한신19차
64,A13790717,신반포한신16차
65,A13790929,신반포한신2차
66,A13790706,잠원한신로얄
67,A13790707,잠원현대
68,A13790604,잠원동대우아이빌
69,A13790902,잠원킴스빌리지
70,A13790722,잠원한신
71,A13790701,잠원한신그린
72,A13790910,반포한신타워
73,A13790612,잠원훼미리 아파트
74,A13790716,"신반포 한신 25,26,27차 아파트"
75,A13790713,신반포청구
76,A13790703,잠원신화
77,A13779431,신반포22
78,A13790620,한강
79,A13790714,강변아파트
80,A13779432,한신타운
81,A10026004,신반포자이아파트
82,A10026227,아크로리버뷰 신반포 
83,A10026977,월드메르디앙아파트
84,A13790721,신반포7차
85,A10025418,래미안 신반포 리오센트
86,A10025381,잠원중앙하이츠B아파트
87,A13790726,신반포한신5지구(12차)
88,A10023673,반포 르엘 아파트
89,A10024913,반포센트럴자이아파트
90,A10027439,래미안 신반포팰리스
91,A10023462,반포르엘2차
92,A10023971,신반포20차아파트
93,A13770105,반포미도2차
94,A13704404,반포미도아파트
95,A13780403,반포한신서래
96,A13776508,반포푸르지오
97,A13776301,반포리체
98,A13776510,반포힐스테이트
99,A13780402,반포현대동궁
100,A13704101,반포삼호가든맨션5차
101,A13704104,반포자이
102,A13776509,래미안퍼스티지
103,A13780201,엠브이아파트
104,A10027205,아크로리버파크
105,A10026015,반포써밋
106,A10026342,라인아파트
107,A10025550,두산힐스빌아파트
108,A13704004,반포SKVIEW
109,A10026051,반포래미안아이파크
110,A10024254,디에이치반포라클라스
111,A10024646,궁전아파트
112,A13788208,서초래미안
113,A13770610,서초아트자이
114,A13770608,서초현대ESA2차
115,A13707203,풍림아이원플러스
116,A13707016,서초교대e편한세상
117,A13788203,유원서초아파트
118,A13785705,서초우성5차아파트
119,A13788002,"서초현대1,2차"
120,A13792001,서초삼풍
121,A13785607,롯데캐슬클래식
122,A13787105,서초한빛삼성
123,A13772801,서초현대아파트
124,A13770607,서초5차e편한세상
125,A13707006,대림서초리시온
126,A13785604,서초진흥
127,A13786606,서초더샵
128,A13788206,서초아크로비스타
129,A13786704,서초한신플러스타운
130,A13788003,서초삼성래미안
131,A13770611,서초이오빌
132,A13707017,서초동아타워
133,A13786601,서초자이
134,A13707010,래미안서초유니빌
135,A13770609,현대슈퍼빌
136,A13707003,서초대우아이빌
137,A13775101,신동아아파트
138,A13786901,서초1차e편한세상
139,A13788201,서초현대4차
140,A13775102,서초삼성쉐르빌2
141,A13707002,아남
142,A13707009,래미안 서초스위트 아파트
143,A10028146,서초롯데캐슬프레지던트
144,A13786803,서초3차e편한세상
145,A13707019,서초한신리빙타워
146,A13787102,서초2차e편한세상
147,A13792306,서초트라팰리스1차
148,A13770606,더미캘란
149,A13707018,삼성서초가든스위트
150,A10026941,서초푸르지오써밋
151,A10026317,서초한일아파트
152,A10026411,래미안서초에스티지에스아파트
153,A10025615,경남아너스빌 101동 아파트
154,A10027221,래미안 서초에스티지
155,A10025375,지웰홈스 서초
156,A10026972,서초동 아이파크
157,A10026340,서초롯데캐슬84아파트
158,A10024987,서초동원베네스트아파트
159,A10026337,래미안서초7차아파트
160,A10023644,월드메르디앙오페라하우스
161,A10023694,엠쉐르빌
162,A10024574,서초센트럴아이파크
163,A10024240,서초그랑자이
164,A10024687,서초현대홈타운
165,A10023688,서초금호어울림아파트
166,A10024552,래미안리더스원
167,A10024156,서초꽃마을주얼리
168,A10028021,서초포레스타2단지아파트
169,A13718001,서초더샵포레
170,A13716001,서초포레스타7단지
171,A10028105,서초포레스타6단지
172,A10028046,힐스테이트서초젠트리스
173,A13716002,서초포레스타5단지
174,A13716003,서초포레스타3단지
0,A12070201,충정리시온
1,A10024966,더스타일하우스디센트럴
2,A12003001,충정로 skview 아파트
3,A12005001,냉천동부센트레빌
4,A12070101,돈의문센트레빌
5,A12004001,서대문천연뜨란채아파트
6,A12007001,독립문삼호
7,A12008001,독립문파크빌
8,A12008003,독립문극동
9,A12079601,독립문극동임대
10,A12079501,북아현두산
11,A10027851,신촌푸르지오 아파트
12,A10026370,e편한세상신촌아파트
13,A10024719,힐스테이트신촌
14,A12009303,홍제현대그린
15,A12009202,홍제삼성래미안
16,A12009001,홍제유원하나제2
17,A12078704,홍제원 현대
18,A12078707,홍제원현대임대
19,A12009201,홍제성원아파트
20,A12009304,홍제유원하나
21,A12009305,문화촌현대
22,A12009102,홍제현대아파트
23,A12086001,홍제태영으뜸
24,A12009101,홍제남양
25,A12078706,홍제청구3차
26,A12085303,홍제한양
27,A12009302,인왕산벽산아파트
28,A12009203,홍제무악청구1차
29,A12078705,홍제인왕산현대
30,A12078201,인왕산현대
31,A10025767,홍제센트럴아이파크
32,A10027681,홍제금호어울림아파트
33,A12009002,인왕산한신휴플러스
34,A10023959,홍제역 해링턴플레이스아파트
35,A10023560,서대문푸르지오센트럴파크
36,A10024620,인왕산어울림 아파트
37,A10023330,무악재한화
38,A12076401,홍제비콘드림힐
39,A12017001,신촌럭키
40,A12071101,연희성원
41,A12071104,연희자이엘라
42,A12071103,연희대림아파트
43,A12011002,연희대우
44,A12071102,연희임광아파트
45,A10025822,연희파크푸르지오 아파트 
46,A12010103,홍은풍림2차
47,A12071001,홍은두산
48,A12010104,홍은벽산
49,A12010202,홍은풍림아이원
50,A12010001,홍은동원베네스트
51,A12084504,홍은현대
52,A12071003,홍은미성아파트
53,A12010203,홍은극동
54,A12071002,홍은동부센트레빌
55,A12084302,유원홍은
56,A10026604,북한산 더샵
57,A10025166,북한산 두산 위브
58,A12010101,홍은풍림1차
59,A12071004,진흥
60,A10023562,홍은동일아파트
61,A10024692,세한숲속마을아파트
62,A10023449,e편한세상 홍제가든플라츠
63,A10023482,힐스테이트 홍은포레스트 아파트
64,A10024532,북한산두산위브2차
65,A12081703,디엠씨한양
66,A12081602,월드컵현대
67,A12013001,DMC휴먼빌
68,A12013201,DMC두산위브
69,A12013003,DMC래미안e편한세상
70,A12076601,북가좌삼호제2
71,A12013202,북가좌삼호
72,A12013002,DMC아이파크
73,A12013101,디엠씨현대
74,A10024428,북가좌 신일해피트리아파트
75,A12012201,DMC래미안클라시스
76,A12072801,DMC센트레빌
77,A12012202,DMC래미안클라시스
78,A12012101,래미안남가좌2차
79,A12012203,남가좌현대아파트
80,A12072802,남가좌현대제2
81,A10027817,DMC파크뷰자이아파트
82,A10027019,상암DMC엘가
83,A10025976,DMC센트럴아이파크 
84,A12012001,쌍용스윗닷홈
85,A10024938,래미안루센티아 아파트
86,A10025130,DMC에코자이
87,A10023709,DMC금호리첸시아
0,A13679903,돈암신일해피트리
1,A13606002,돈암포스코더샵
2,A13606101,돈암풍림
3,A13606003,돈암일신건영휴먼빌
4,A13606106,돈암삼성임대
5,A13681303,돈암동부센트레빌
6,A13606105,돈암풍림임대
7,A13606107,돈암삼성
8,A13679902,돈암힐스테이트
9,A13606005,동소문한진임대
10,A13606201,브라운스톤 돈암
11,A13606102,돈암범양
12,A13681304,돈암현대
13,A10027350,대성유니드아파트
14,A10027227,돈암코오롱하늘채아파트
15,A13606004,돈암한신한진아파트
16,A10028001,금호어울림센터힐아파트
17,A10025140,동소문현대아파트
18,A13603401,동소문동송산
19,A13603701,동소문한신휴플러스
20,A13603501,돈암동일하이빌
21,A13603702,브라운스톤동선
22,A13672101,삼선푸르지오아파트
23,A13672102,삼선힐스테이트
24,A13604301,삼선1SH-VILLE
25,A13670801,삼선SKView
26,A13604401,삼선코오롱아파트
27,A13607101,안암삼성래미안
28,A13607301,안암삼익
29,A13607302,안암대광
30,A13608401,보문하우스토리주상복합
31,A13608601,보문아남
32,A10027189,보문파크뷰자이아파트
33,A10023669,보문리슈빌하우트
34,A13608301,보문아이파크
35,A13677401,이편한세상보문
36,A13676501,정릉쌍용
37,A13610007,정릉풍림아이원
38,A13685104,정릉중앙하이츠빌1단지
39,A13684306,정릉중앙하이츠빌2단지
40,A13684701,정릉중앙하이츠
41,A13677101,정릉2차 e편한세상
42,A13677206,정릉우성
43,A13610003,정릉힐스테이트1차아파트
44,A13610001,정릉우방아파트
45,A13684605,정릉푸른마을동아
46,A13676605,길음뉴타운 데시앙
47,A13610004,정릉산장
48,A13677807,정릉우정에쉐르
49,A13610107,길음뉴타운 경남아너스빌
50,A13610202,정릉푸르지오
51,A13610301,정릉성원
52,A13610103,정릉힐스테이트
53,A13676504,정릉스카이쌍용
54,A13676703,정릉1차e-편한세상
55,A13676702,정릉대우
56,A13610005,정릉힐스테이트3차
57,A13610201,정릉2차대주피오레
58,A13676704,정릉풍림아이원임대
59,A13610102,길음뉴타운10단지
60,A10028000,정릉꿈에그린아파트
61,A10024237,청신호 행복주택 정릉하늘마루
62,A10024056,정릉피오레
63,A13611202,길음동부센트레빌
64,A13611011,래미안길음뉴타운9단지
65,A13611201,길음래미안2차
66,A13611005,길음래미안3차
67,A13611007,"길음뉴타운푸르지오아파트2,3단지"
68,A13611006,길음뉴타운대림4단지
69,A13680701,길음신안파크
70,A13611103,래미안길음1차
71,A13679403,길음뉴타운7단지
72,A13611002,길음동부제2
73,A13611004,길음삼부
74,A13611010,길음뉴타운8단지제2
75,A13611009,길음SHVILLE
76,A13611001,길음뉴타운4단지임대
77,A13611102,길음뉴타운3단지임대
78,A13611008,길음뉴타운8단지
79,A13679402,길음뉴타운9단지제2
80,A13606006,길음현대
81,A10025638,래미안길음센터피스
82,A13611012,길음뉴타운7단지제2
83,A10023926,롯데캐슬클라시아
84,A10025753,길음뉴타운11단지 롯데캐슬골든힐스아파트
85,A13671204,종암2차아이파크
86,A13609001,종암우림카이저팰리스
87,A13671210,종암SK제2
88,A13671209,래미안라센트
89,A13671212,래미안종암2차
90,A13671203,종암선경아파트
91,A13671207,종암극동아파트
92,A13671208,래미안세레니티
93,A13671205,종암SK
94,A13671213,종암2차SK뷰
95,A13671206,종암아이파크1차
96,A13686302,종암삼성래미안
97,A13671211,래미안종암3차
98,A10024603,종암sh빌아파트
99,A13613011,동일하이빌뉴시티
100,A13613005,하월곡동신
101,A13613004,성북힐스테이트
102,A13613001,하월곡아남
103,A13613201,하월곡샹그레빌
104,A13613003,월곡3SH-vill
105,A13613012,길음서희스타힐스
106,A13613010,월곡두산제2아파트임대
107,A13613009,꿈의숲푸르지오
108,A13613008,월곡두산위브아파트
109,A13613007,래미안월곡
110,A13613002,월곡2SHville임대
111,A13613006,월곡래미안루나밸리
112,A10023322,삼전솔하임3차
113,A10024661,월곡갑을명가주상복합아파트
114,A13612001,상월곡우남
115,A13612002,성북동아에코빌
116,A13678401,동아에코빌
117,A13614001,꿈의숲대명루첸
118,A13614301,장월SH-VILLE1단지
119,A13614302,장위참누리
120,A10026571,꿈의숲코오롱하늘채아파트
121,A10025461,래미안장위포레카운티아파트
122,A10025245,래미안퍼스트하이
123,A10024702,장위우방아파트
124,A10023569,장위지웰에스테이트
125,A10024488,꿈의숲아이파크아파트
126,A10025259,석계역 한일노벨리아시티
127,A13615003,석관두산
128,A13676103,신동아파밀리에
129,A13681701,석관중앙하이츠
130,A13676101,래미안석관
131,A13676102,석관래미안제2임대
132,A13615002,석관코오롱
133,A10025283,래미안아트리치 
0,A13373302,왕십리텐즈힐2구역214동
1,A13373301,텐즈힐2구역
2,A13302203,하왕극동미라주
3,A13302204,하왕금호베스트빌
4,A13385705,한신무학
5,A13302001,청계벽산
6,A13377302,금호베스트빌아파트 제2관리사무소
7,A13385802,무학현대
8,A13377301,하왕십리극동미라주2
9,A13302206,왕십리풍림아이원
10,A13388001,청계벽산아파트제2관리사무소
11,A10027969,왕십리텐즈힐1단지(임대)
12,A10027920,텐즈힐1단지
13,A10027289,센트라스
14,A10026900,왕십리 자이 아파트
15,A10027454,왕십리모노퍼스
16,A10027432,서울 왕십리 KCC스위첸아파트
17,A10024762,청계대주파크빌
18,A13370801,성동삼성쉐르빌
19,A13305006,마장삼성
20,A13305005,마장SH-vill임대
21,A13381601,마장중앙하이츠
22,A13305002,마장동 대성유니드 아파트
23,A13305003,마장신성미소지움
24,A13305007,마장세림
25,A13381608,마장현대
26,A13381604,마장동금호어울림
27,A13381701,사근중앙하이츠
28,A13307202,신동아
29,A13377902,행당대림제2
30,A13307204,행당대림
31,A13377903,행당한진타운제2
32,A13307201,행당브라운스톤
33,A13307101,서울숲삼부아파트
34,A13373101,행당한신임대
35,A13377703,행당한진타운
36,A13386702,서울숲한신더휴아파트
37,A13307001,행당두산
38,A13307002,서울숲행당푸르지오
39,A13307003,서울숲더샵
40,A13377901,행당두산위브아파트
41,A10025685,서울숲행당푸르지오(임대)
42,A10026207,서울숲리버뷰자이아파트
43,A10025686,행당두산위브아파트(임대)
44,A10024464,지웰홈스 왕십리
45,A13385301,서울숲리버그린동아
46,A13385202,응봉대림2차
47,A13308004,응봉금호현대
48,A13385303,응봉신동아
49,A13376906,응봉대림강변
50,A13308005,응봉대림1차
51,A13380104,금호벽산
52,A13309103,금호벽산(임대)
53,A13309102,금호삼성래미안
54,A13309101,신금호두산위브
55,A10026418,e편한세상금호파크힐스
56,A13380302,래미안하이리버
57,A13380301,금호자이1차
58,A10027602,신금호파크자이아파트
59,A13380303,래미안하이리버제2임대
60,A13380602,금호1차푸르지오
61,A13380703,금호두산
62,A13309301,금호한신휴플러스
63,A13379001,금호자이2차
64,A13378101,금호대우임대
65,A13380803,서울숲푸르지오
66,A13378102,서울숲2차푸르지오
67,A13380901,브라운스톤금호아파트
68,A13309404,금호대우
69,A13309402,금호동롯데아파트
70,A10026470,힐스테이트서울숲리버
71,A13378103,서울숲2차푸르지오임대
72,A10023252,브라운스톤 금호2차아파트
73,A13375907,래미안옥수리버젠
74,A13375906,어울림더리버아파트
75,A13375904,옥수하이츠제2
76,A13375901,한남하이츠
77,A13310004,옥수극동
78,A13384403,옥수극동그린아파트
79,A13375905,옥수삼성임대
80,A13376702,옥수현대
81,A13375903,옥수강변풍림아이원
82,A13375902,옥수삼성
83,A13383801,옥수중앙하이츠
84,A13375908,래미안옥수리버젠제2임대
85,A10026748,옥수파크힐스아파트
86,A13375909,극동옥정
87,A13382502,성수현대
88,A13311101,성수금호3차
89,A13384301,한양현대아파트
90,A13372102,성수쌍용
91,A13379401,성수갤러리아포레
92,A13372101,성수2차대우
93,A13376405,성수한진타운
94,A13384304,성수동아그린
95,A13392307,강변건영
96,A13384303,뚝섬중앙하이츠빌
97,A13381902,성수현대그린
98,A13382104,서울숲대림아파트
99,A13382106,성수동아
100,A10026988,트리마제
101,A10024503,아크로 서울포레스트
102,A13312303,성수아이파크
103,A13312302,성수롯데캐슬
104,A13378001,서울숲힐스테이트
105,A13383301,성수우방2차
106,A13383003,성수청구강변 
107,A13382802,성수한강한신
108,A13312101,성수두산위브
109,A10023316,성수신성아파트
110,A10025101,성수 대명루첸아파트
111,A13383702,송정건영
112,A13316001,서울숲아이파크
113,A10024886,용답동힐데스하임 청년주택
0,A13822002,잠실동트리지움
1,A13822004,잠실엘스아파트 
2,A13886701,잠실현대
3,A13879102,잠실5단지아파트
4,A13822902,잠실우성4차
5,A13822702,"잠실우성1,2,3차"
6,A13822003,잠실리센츠
7,A13822301,갤러리아팰리스
8,A13822701,잠실아시아선수촌
9,A13822001,잠실레이크팰리스
10,A10027523,월드메르디앙주상복합아파트
11,A10023599,잠실엘타워
12,A13872503,잠실푸르지오월드마크
13,A13824002,잠실더샵스타파크
14,A13872502,롯데캐슬골드
15,A13824005,신천장미1차2차
16,A13824006,잠실파크리오
17,A13824001,포스코더샵스타리버
18,A13824003,한신코아
19,A13872504,장미3차
20,A13804206,풍납한강극동
21,A13887302,풍납동아한가람
22,A13887301,풍납신성노바빌
23,A13887405,풍납 현대리버빌1차
24,A13804002,풍납쌍용
25,A13804003,풍납시티극동
26,A13887702,풍납미성
27,A13887403,현대리버빌2차아파트
28,A13804001,풍납극동
29,A13804004,풍납현대
30,A13887901,송파현대힐스테이트
31,A10025467,풍납대아아파트
32,A10026804,강변현대아파트 
33,A10025632,송파해모로아파트
34,A10025185,잠실올림픽공원아이파크
35,A10024379,(풍납)대동아파트
36,A10024358,풍납 갑을아파트
37,A13885306,가락삼익맨숀
38,A13817001,래미안송파파인탑
39,A13877501,송파삼성래미안
40,A13885304,송파한양2차
41,A13885301,송파현대1차
42,A13885102,한양아파트
43,A13885303,송파미성
44,A13817101,송파호수임광
45,A10028083,송파SK아파트
46,A10025460,잠실아르누보팰리스
47,A10023610,송파kcc아파트
48,A13819001,잠실한솔
49,A10027881,석촌호수 효성해링턴타워
50,A13880806,가락쌍용1차
51,A13880407,가락금호
52,A13881103,삼환가락
53,A13880701,가락미륭아파트
54,A13816101,송파동부센트레빌
55,A13895503,한화오벨리스크
56,A13816202,가락극동
57,A13816001,가락현대5차
58,A13880406,가락우성1차
59,A13881005,가락래미안파크팰리스
60,A13881204,가락프라자
61,A13895501,송파성원상떼빌
62,A13816002,가락동부센트레빌
63,A13880603,가락한신
64,A13880602,가락우성2차아파트
65,A13880105,가락2차쌍용아파트
66,A13880204,가락대림아파트
67,A13816005,송파롯데캐슬파인힐
68,A44377203,아주
69,A13895502,가락3차쌍용
70,A13880201,가락현대6차
71,A10025850,헬리오시티아파트
72,A13820006,문정래미안
73,A13820001,문정3차푸르지오
74,A13820002,문정세양청마루
75,A13820004,가락1차현대아파트 
76,A13820201,올림픽훼밀리타운
77,A13820007,문정시영
78,A13882402,문정푸르지오1차
79,A13882401,문정푸르지오2차
80,A13820005,문정건영
81,A10027346,파크하비오푸르지오아파트
82,A10024172,문정현대아파트
83,A13821001,송파파인타운4단지
84,A13821004,송파파인타운7단지
85,A13821002,송파파인타운11단지
86,A13876112,송파파인타운13단지
87,A13876110,송파파인타운3단지
88,A13821007,송파파인타운9단지
89,A13876113,송파더센트레아파트
90,A13876109,송파파인타운2단지
91,A13821003,송파파인타운5단지
92,A13876111,송파파인타운1단지
93,A13876114,송파꿈에그린아파트
94,A13876108,송파파인타운6단지
95,A13821006,송파파인타운8단지
96,A13821005,송파파인타운10단지
97,A10028086,위례 송파푸르지오
98,A10026682,위례포레샤인아파트
99,A10027632,송파 와이즈더샵
100,A10027744,위례아이파크아파트
101,A10027553,위례2차아이파크아파트
102,A10027461,힐스테이트 송파위례아파트
103,A10023897,위례중앙푸르지오아파트
