,kaptCode,heatC,heatP,gasC,gasP,waterHotC,waterHotP,electC,electP,waterCoolC,waterCoolP
0,A14322001,0,0,0,0,0,0,591650,6769220,0,6669030
1,A14322002,,,,,,,,,,
2,A14320001,0,0,2880,0,0,0,1481348,6833950,638100,4492490
3,A14383205,0,0,0,0,0,0,6485670,54258500,4573480,32218250
4,A14320302,0,0,0,0,0,0,2481250,12065260,0,0
5,A14383203,0,0,0,0,0,0,1214660,14229920,615300,0
6,A14320304,-122500,27455840,0,0,0,26267500,10951271,60636200,6022800,23449800
7,A14320004,,,,,,,,,,
8,A14382101,0,0,0,0,0,0,2773499,16964450,80,5770200
9,A10026874,0,0,0,0,0,0,3023990,7575390,431320,3278790
10,A10024667,,,,,,,,,,
11,A10025985,0,0,40210,0,0,0,12057567,33822540,900160,14275440
12,A10023951,0,0,0,0,0,0,40441691,0,16408020,0
13,A14381512,0,0,0,0,0,0,5341737,17041990,0,10575340
14,A14380605,0,0,0,0,0,0,2269460,14073060,44060,5651730
15,A14380414,24778180,0,0,0,-13245000,13245000,6629870,34816630,9119440,0
16,A14381508,0,0,0,0,0,0,4206855,13814210,6210,9219750
17,A14375301,0,0,0,0,0,0,12812645,26251070,211090,10519470
18,A14381415,0,0,0,0,0,0,7866204,32503400,0,21915870
19,A14380211,9137704,0,0,0,0,14167296,11816796,39491390,341160,13995030
20,A14381516,0,0,258240,0,0,0,3554654,44952430,0,24972910
21,A14375302,0,0,0,0,0,0,10918840,0,2848650,0
22,A14381513,0,0,63290,0,0,0,5719090,17797670,0,0
23,A14380409,10433710,964860,0,0,0,4423220,2589329,18773430,2344160,2130450
24,A14381510,0,0,0,0,0,0,23787110,0,11533030,0
25,A14381506,0,0,0,0,0,0,2652818,9174910,1156590,6764270
26,A14381504,0,0,0,0,0,0,2569330,9370420,0,5372530
27,A14381407,0,0,0,0,0,0,3164762,13696050,5360,7027490
28,A14375303,,,,,,,,,,
29,A10026162,0,0,0,0,0,0,1582690,6663890,82000,3611710
30,A10023281,,,,,,,,,,
31,A14319307,0,0,0,0,0,0,1298770,10288570,353530,5831140
32,A14386802,0,0,0,0,0,0,983273,7942030,0,4798030
33,A14319201,0,0,0,0,0,0,1124340,7270260,910800,0
34,A14319204,0,0,0,0,0,0,971930,16516710,248800,0
35,A14319002,0,0,0,0,0,0,1461090,5195890,0,3017290
36,A14386110,0,0,0,0,0,0,2876100,13893800,1022630,7896550
37,A14377402,0,0,0,0,0,0,4059790,18171810,50,5283700
38,A14319203,0,0,0,0,0,0,3707630,9790320,-310,5202720
39,A14319005,0,0,0,0,0,0,1981957,6201630,170340,0
40,A14319010,0,0,0,0,0,0,2799624,12557890,0,0
41,A14319303,0,0,24110,0,0,0,11025480,575000,0,0
42,A14376501,0,0,0,0,0,0,825050,7471450,40,3206100
43,A14319007,21890,0,0,0,0,0,2957890,9077800,0,10689750
44,A14319003,0,0,83750,0,0,0,1884740,6561470,94500,0
45,A14319011,0,0,0,0,0,0,18355800,16088190,0,0
46,A14319301,0,0,0,0,0,0,1808560,6007220,0,0
47,A14388208,0,0,0,0,0,0,511950,13332410,-840,8104890
48,A14319008,0,0,0,0,0,0,3319450,8419670,0,5750040
49,A14387605,0,0,8850,0,0,0,4325009,14616170,1297550,9509870
50,A14388204,0,0,0,0,0,0,1278420,8652020,70580,5194600
51,A14319302,0,0,0,0,0,0,2350410,6469160,32530,4567870
52,A14319001,0,0,0,0,0,0,1589839,5103760,93000,0
53,A14319006,0,0,0,0,0,0,2339670,7337420,135200,4677490
54,A14319306,0,0,0,0,0,0,4768550,14606700,183610,5141430
55,A14375801,,,,,,,,,,
56,A14319009,0,0,0,0,0,0,3104190,9500760,437920,0
57,A14319311,0,0,0,0,0,0,487830,22649810,0,13101790
58,A14386109,0,0,0,0,0,0,1448931,9597670,702380,5899230
59,A10026720,0,0,0,0,0,0,1649300,13969220,299600,4667460
60,A10023336,,,,,,,,,,
61,A10024154,,,,,,,,,,
62,A14319013,,,,,,,,,,
63,A10024132,0,0,0,0,0,0,4091500,8210540,0,3001040
64,A10023282,,,,,,,,,,
65,A14313001,0,0,0,0,0,0,1872440,8283350,0,0
66,A14383901,0,0,0,0,0,0,1942990,0,294650,6058600
