,kaptCode,heatC,heatP,gasC,gasP,waterHotC,waterHotP,electC,electP,waterCoolC,waterCoolP
0,A13991017,,,0,0,0,0,1163240,9571680,354160,4296290
1,A13905208,14876260,0,0,0,,,1348120,0,2318900,6217550
2,A13905202,55140,0,0,0,0,0,10751310,0,5160710,0
3,A13985107,1446130,4685370,,,0,8437500,,,,
4,A13984604,,,0,0,0,0,,,1471700,0
5,A13984411,,,,,0,4128000,,,80520,9982910
6,A13905102,,,,,0,0,2872170,7685380,377970,0
7,A13984603,,,0,0,0,0,2421409,8731880,0,0
8,A13905204,,,,,-102050,4737050,,,,
9,A13985201,,,0,0,,,,,263675,0
10,A13985106,,,,,-10504800,10504800,3228930,0,,
11,A13984813,26993110,0,,,,,7734120,0,0,0
12,A13987501,,,0,0,0,0,1580328,4836590,0,3358710
13,A13905105,0,0,0,0,0,0,15605354,39220580,770220,23334190
14,A13987503,,,,,,,561691,6345870,0,3388140
15,A13984814,,,,,0,0,,,,
16,A13984004,,,,,,,,,,
17,A13991016,0,0,50240,0,,,,,,
18,A13985103,3503240,7859170,0,0,,,,,781600,7012730
19,A13985105,1065300,4988150,,,0,6201000,2067590,0,,
20,A13984409,5577230,7583670,,,,,2122740,0,,
21,A13984003,-236720,17260760,0,0,,,3660130,23478890,3255585,0
22,A13995602,4334010,10110380,0,0,,,,,1597920,0
23,A13905003,0,0,0,0,,,5042790,18242670,,
24,A13905301,,,,,0,0,,,,
25,A13987502,,,,,,,2107220,7372890,288050,4722960
26,A13991018,0,0,,,,,,,,
27,A13905302,3321210,7206060,0,0,0,7060000,,,,
28,A13991015,0,0,0,0,,,964365,5882490,,
29,A13905101,,,0,0,0,0,440845,7328770,0,3204590
30,A13984005,,,0,0,0,61040000,,,4645660,55573190
31,A10027121,0,0,,,,,,,111040,4585450
32,A10027716,0,0,,,0,0,,,,
33,A10025097,0,0,118160,0,,,45988820,0,16848030,0
34,A10024636,,,,,,,,,,
35,A10024812,,,,,,,,,,
36,A13980513,,,0,0,,,,,,
37,A13924003,0,0,0,0,0,0,5595040,15750320,,
38,A13994501,0,0,0,0,0,0,2063506,7067298,0,0
39,A13980801,,,0,0,,,,,,
40,A13980010,1699560,5907330,,,,,,,,
41,A13980415,0,0,0,0,,,,,,
42,A13980018,1682160,10320060,0,0,,,,,,
43,A13980107,0,0,0,0,,,,,,
44,A13980509,1393510,5300480,0,0,,,2665430,0,,
45,A13980009,0,0,82370,0,0,0,1150602,13760660,0,0
46,A13980014,,,0,0,-19615780,19615780,3420180,25539590,4452660,8986740
47,A13980012,,,0,0,,,,,148820,9834670
48,A13924004,,,0,0,0,0,6981441,26639450,1391360,13431430
49,A13980510,,,,,,,,,277000,7336360
50,A13924205,0,0,97790,0,,,,,,
51,A13980102,,,,,,,,,324750,2759940
52,A13980604,,,,,,,1123771,7030040,,
53,A13980413,,,0,0,,,783010,7724830,0,3895130
54,A13980511,2283380,3868700,,,0,9999400,4974750,0,,
55,A13980105,,,,,,,1009730,7147950,,
56,A13980402,125320,0,,,0,0,1977700,7646070,0,2149230
57,A13980108,0,0,3780,0,0,0,,,188240,7176990
58,A13980407,1115230,7631210,0,0,0,6086000,1116730,13604610,244520,2441250
59,A13980803,0,0,0,0,0,0,998015,6046410,-50,2630560
60,A13980004,7612940,3813190,0,0,-6332400,6332400,2972460,10419560,0,5919560
61,A13980706,0,0,0,0,0,0,554341,7657080,310500,3868270
62,A13980403,0,0,0,0,0,0,1723667,7244990,380,3911500
63,A13980401,0,0,0,0,0,0,-1044952,9820870,751300,3777180
64,A13980017,-4668540,7133540,0,0,-5630060,6067320,-1316650,7397490,6182720,3442400
65,A13980512,1047850,9388030,0,0,0,12533400,464610,0,1244285,0
66,A13980411,0,0,0,0,0,0,1277820,18648510,0,9529060
67,A13980019,4054650,16550000,0,0,0,24551400,6648870,39468500,-620,21771910
68,A10026289,,,,,,,,,,
69,A13980006,1423030,4421490,0,0,0,5140800,5440730,9385850,366890,5783170
70,A10023991,0,0,0,0,0,0,15803090,53950620,719030,20126600
71,A10023990,0,0,0,0,0,0,2351000,2667780,4160,2843360
72,A13987305,5764520,7868930,0,0,11349610,20498660,10982780,53450380,5731660,20661830
73,A13987303,88639620,0,0,0,-570,21410990,7620914,42670910,-332620,23725980
74,A13993502,190,16021710,0,0,0,11529000,8605190,24073110,-33950,11487170
75,A13923104,17477720,4312800,0,0,-13046400,13035600,4564905,22154570,0,14822470
76,A13923106,5240396,7435064,0,0,0,22456000,2895240,30509240,721682,9942870
