,kaptCode,heatC,heatP,gasC,gasP,waterHotC,waterHotP,electC,electP,waterCoolC,waterCoolP
0,A13991017,,,,,,,1705416,14005530,,
1,A13905208,,,,,375980,4272500,,,814670,6986500
2,A13905202,9860,0,0,0,,,,,17360,5303630
3,A13985107,1445760,0,,,,,2571430,0,,
4,A13984604,,,0,0,0,0,,,1472950,0
5,A13984411,,,0,0,0,1447200,3218650,0,,
6,A13905102,0,0,0,0,,,1907750,12443160,455680,0
7,A13984603,0,0,,,,,,,0,0
8,A13905204,-102440,2265750,,,0,2657500,2466040,0,,
9,A13985201,0,0,0,0,,,,,,
10,A13985106,4633690,0,,,-4636040,4636040,,,,
11,A13984813,4883083,0,,,0,13695000,,,,
12,A13987501,,,,,,,2050307,5663550,,
13,A13905105,,,,,0,0,,,,
14,A13987503,,,,,0,0,-734656,10513630,0,3836070
15,A13984814,,,0,0,0,0,,,394800,0
16,A13984004,0,0,,,,,,,,
17,A13991016,0,0,,,0,0,296014,11255020,,
18,A13985103,2201220,0,0,0,0,2207800,,,698910,7404400
19,A13985105,,,,,-1980,2090170,,,,
20,A13984409,1937830,0,0,0,,,2065100,0,,
21,A13984003,-230570,4193700,0,0,0,8853300,-1559400,42010330,,
22,A13995602,,,0,0,,,0,0,,
23,A13905003,,,,,,,,,,
24,A13905301,,,,,,,960870,14977810,,
25,A13987502,,,0,0,0,0,1806570,11438190,143500,5139860
26,A13991018,0,0,,,0,0,,,-110,16740280
27,A13905302,1620720,0,,,0,3569650,4159800,0,,
28,A13991015,0,0,,,,,,,0,2793790
29,A13905101,,,,,0,0,,,,
30,A13984005,,,,,,,-16849100,164891720,,
31,A10027121,,,0,0,0,0,6949626,20360920,,
32,A10027716,,,,,0,0,,,212480,9537280
33,A10025097,0,0,123320,0,,,,,18215290,0
34,A10024636,,,,,,,,,,
35,A10024812,,,,,,,,,,
36,A13980513,0,0,,,,,,,,
37,A13924003,,,0,0,0,0,,,,
38,A13994501,,,,,0,0,,,0,0
39,A13980801,,,0,0,0,0,315928,6981690,-1830,2659590
40,A13980010,,,-871840,857790,,,,,,
41,A13980415,,,0,0,0,0,41332636,21525670,,
42,A13980018,,,,,,,2686480,21794360,,
43,A13980107,,,0,0,0,0,,,,
44,A13980509,1167330,0,,,0,3375420,,,,
45,A13980009,,,10660,0,,,,,,
46,A13980014,9707520,0,,,,,996590,37533330,2553580,11730250
47,A13980012,,,,,0,4590500,,,,
48,A13924004,0,0,,,0,0,3314703,40862210,,
49,A13980510,1201860,0,0,0,0,3116400,2461610,0,,
50,A13924205,0,0,6690,0,0,0,1416110,15025360,0,5519620
51,A13980102,,,,,0,0,,,228060,2798650
52,A13980604,0,0,0,0,0,0,1005864,12216800,0,3709240
53,A13980413,0,0,,,0,0,,,0,4271220
54,A13980511,,,0,0,,,4507360,0,1480,12050970
55,A13980105,0,0,0,0,0,0,327000,10500670,,
56,A13980402,,,0,0,,,2689840,10394560,0,3838350
57,A13980108,0,0,1890,0,0,0,,,72600,7582070
58,A13980407,1117210,0,0,0,0,2474570,-2612180,22073440,,
59,A13980803,0,0,,,0,0,,,-50,3040620
60,A13980004,,,,,,,3597330,15637020,0,5938300
61,A13980706,,,0,0,0,0,,,,
62,A13980403,,,,,0,0,1290593,10654650,,
63,A13980401,0,0,0,0,,,,,,
64,A13980017,3788910,149470,,,-3154460,3576140,-7421740,11035070,,
65,A13980512,99600,886640,,,0,6299700,,,,
66,A13980411,0,0,0,0,,,1577920,24422820,,
67,A13980019,,,,,-1439,9781130,,,490,22254600
68,A10026289,,,,,,,,,,
69,A13980006,1191410,0,,,-8200,1346650,3679190,14005580,,
70,A10023991,0,0,0,0,0,0,26139450,74636130,1822920,21389120
71,A10023990,,,0,0,,,,,117000,3215680
72,A13987305,3501350,0,0,0,,,4424730,80892980,,
73,A13987303,12323720,0,0,0,,,,,-351200,26015010
74,A13993502,0,0,,,0,6832000,,,,
75,A13923104,,,0,0,-5834000,5830000,5513722,39197890,0,15099850
76,A13923106,0,0,0,0,0,12736500,,,594904,14094530
77,A13923102,0,0,0,0,,,2746210,12486700,0,0
78,A13987304,,,,,0,12895620,,,2042800,0
79,A13977913,0,0,0,0,,,,,0,0
80,A13987205,0,0,2260,0,,,0,45210530,504000,16608840
81,A13923108,5584360,0,0,0,,,44197246,0,1320000,0
82,A13993901,0,0,,,1516850,0,11860440,0,,
83,A13987301,2059309,0,,,,,,,,
84,A13987302,,,0,0,,,-4000026,12410870,0,0
85,A13987306,7441000,0,0,0,0,19105100,,,537130,0
86,A13993503,,,0,0,,,,,,
87,A13993501,,,0,0,,,,,9744370,0
88,A13923103,3067570,0,0,0,,,-127131,34347490,,
89,A10026660,,,,,,,,,,
90,A13983810,3331970,0,0,0,,,5291880,24970040,,
91,A13973202,,,,,,,,,,
92,A13974103,3873600,485600,-438320,426270,,,,,,
93,A13983712,1946250,0,,,230,3941300,,,,
94,A13920804,,,,,0,14766000,9023097,95313270,8205410,0
95,A13920106,0,0,2830,0,0,0,,,0,0
96,A13981608,0,0,0,0,0,0,,,,
97,A13920707,6461216,0,,,,,8587933,91835860,,
98,A13920209,,,,,,,36299580,0,,
99,A13981402,,,,,0,0,2066355,10159200,,
100,A13982701,2222450,0,0,0,,,,,396670,9311470
101,A13920205,,,0,0,0,0,,,-230,7314000
102,A13920001,0,0,,,,,3472470,14831410,0,0
