,kaptCode,heatC,heatP,gasC,gasP,waterHotC,waterHotP,electC,electP,waterCoolC,waterCoolP
0,A13991017,0,0,0,0,0,0,1158752,9907740,405200,4069820
1,A13905208,11708560,0,0,0,-5155000,5155000,864850,0,2814860,6876350
2,A13905202,44100,0,0,0,0,0,11027510,0,4965590,0
3,A13985107,1446580,614270,0,0,0,5973000,2154960,0,-94730,9665370
4,A13984604,0,0,0,0,0,0,26010900,22116390,500000,0
5,A13984411,3867860,2107000,0,0,0,3861000,3111230,0,-774700,11173640
6,A13905102,0,0,0,0,0,0,2561160,6752320,377970,0
7,A13984603,0,0,0,0,0,0,2043542,7878850,2376440,10972710
8,A13905204,-105150,3706300,0,0,0,3930000,1951420,0,909660,5223680
9,A13985201,0,0,0,0,0,0,889108,7437710,82585,0
10,A13985106,9459730,3228120,0,0,-8323200,8323200,3109150,0,1150840,9108240
11,A13984813,12330943,0,0,0,0,20976000,6836350,0,0,0
12,A13987501,0,0,0,0,0,0,2097880,4278100,0,3234760
13,A13905105,0,0,0,0,0,0,13978650,35902170,1535630,23893820
14,A13987503,0,0,0,0,0,0,345123,6517740,0,3701530
15,A13984814,0,0,0,0,0,0,6523250,0,0,0
16,A13984004,0,0,0,0,0,0,5778140,123437310,215890,62382300
17,A13991016,0,0,14060,0,0,0,606470,7074300,0,4673680
18,A13985103,2737280,1853870,0,0,0,6378400,5211000,14486570,1039270,6991800
19,A13985105,1065750,1168350,0,0,0,5402800,1858800,0,66680,6817920
20,A13984409,4643940,2924840,0,0,-6389320,6389320,1619780,0,2454525,0
21,A13984003,-239290,11553500,0,0,0,13119480,2675000,21813470,4608225,0
22,A13995602,1955544,4563750,0,0,0,8362500,0,0,1133110,0
23,A13905003,0,0,0,0,0,0,4797250,16248930,2430,9564930
24,A13905301,0,0,0,0,0,0,1915620,8048240,280,5208730
25,A13987502,0,0,0,0,0,0,2232270,7579490,388630,4845590
26,A13991018,0,0,0,0,0,0,7533870,34235320,220,16205500
27,A13905302,2627880,1652420,0,0,0,6055000,3175940,0,2813075,0
28,A13991015,0,0,0,0,0,0,681210,5869660,892400,2188270
29,A13905101,0,0,0,0,0,0,1047176,5912520,0,3757380
30,A13984005,10527300,10375450,0,0,0,51632000,10761420,87560140,4787770,53364010
31,A10027121,0,0,0,0,0,0,3220228,10820730,119870,4913760
32,A10027716,0,0,0,0,0,0,4743520,18745530,415820,9197350
33,A10025097,0,0,107370,0,0,0,41189270,0,17552300,0
34,A10024636,,,,,,,,,,
