,kaptCode,heatC,heatP,gasC,gasP,waterHotC,waterHotP,electC,electP,waterCoolC,waterCoolP
0,A13991017,0,0,0,0,0,0,1463733,10808910,422920,3829530
1,A13905208,20773450,0,0,0,-5165000,5165000,1052900,0,976460,7599450
2,A13905202,98450,0,0,0,0,0,12402940,0,4930750,0
3,A13985107,1326060,5807310,0,0,0,7940200,2978230,0,-100000,8188180
4,A13984604,0,0,0,0,0,0,5621510,23992030,211310,0
5,A13984411,5290790,7442100,0,0,0,4464600,2431440,0,932380,9454400
6,A13905102,0,0,0,0,0,0,2975190,7397350,213760,0
7,A13984603,0,0,0,0,0,0,2769384,8411350,0,0
8,A13905204,-120220,8314200,0,0,0,3865000,1952420,0,785290,5336550
9,A13985201,0,0,0,0,0,0,144791,8095880,61690,0
10,A13985106,9019810,15834000,0,0,-7365600,7365600,3872130,0,1083700,8364680
11,A13984813,43382227,0,0,0,0,16749000,6961670,0,0,0
12,A13987501,0,0,0,0,0,0,1898985,5701820,0,3052030
13,A13905105,0,0,0,0,0,0,15611546,40547720,1328410,23662140
14,A13987503,0,0,0,0,0,0,613460,7205470,0,3679270
15,A13984814,0,0,0,0,0,0,6457750,0,1640080,0
16,A13984004,0,0,0,0,0,0,10388340,136253130,1454290,60414890
17,A13991016,0,0,2820,0,0,0,1567900,8366040,0,4611560
18,A13985103,3560650,9672960,0,0,0,5970400,5900470,16945580,849890,6749970
19,A13985105,859280,6243530,0,0,0,6237000,2169610,0,88760,7180050
20,A13984409,5771400,8850710,0,0,-6591070,6591070,2334380,0,1545500,0
21,A13984003,-1697720,28252000,0,0,0,12907350,2812460,25167650,1680340,0
22,A13995602,1384260,12549920,0,0,0,9760800,0,0,329800,0
23,A13905003,0,0,0,0,0,0,4647390,18486450,-3230,9691350
24,A13905301,0,0,0,0,0,0,1877410,9214190,320,5312970
25,A13987502,0,0,0,0,0,0,2265810,8572430,182440,4680320
26,A13991018,0,0,0,0,0,0,9011750,36791650,-430,16874690
27,A13905302,3497270,10050320,0,0,0,5265000,3255090,0,2220225,0
28,A13991015,0,0,0,0,0,0,-355890,5796120,-378310,2441040
29,A13905101,0,0,0,0,0,0,1415448,6418400,0,3485500
30,A13984005,13034680,16740900,0,0,0,46763500,11469920,98883340,7429540,52198820
31,A10027121,0,0,0,0,0,0,4121095,11863190,130170,4858890
32,A10027716,0,0,0,0,0,0,5077063,21149310,195360,8868130
33,A10025097,0,0,140070,0,0,0,51673010,0,17743500,0
34,A10024636,,,,,,,,,,
