,kaptCode,heatC,heatP,gasC,gasP,waterHotC,waterHotP,electC,electP,waterCoolC,waterCoolP
0,A13120701,0,0,0,0,0,0,,,,
1,A13184401,0,0,,,0,0,,,0,0
2,A13183202,,,,,,,706470,0,,
3,A13184301,0,0,0,0,0,0,,,0,0
4,A13183504,0,0,,,0,0,1603340,22161600,678880,10230750
5,A13183701,0,0,,,,,666560,7418800,0,0
6,A13181203,0,0,0,0,0,0,3390870,17284250,,
7,A13120403,,,,,,,3103527,13933840,634240,7472360
8,A13184107,,,,,,,,,0,11185600
9,A13183405,0,0,,,,,1300501,12529780,,
10,A13120704,,,,,,,1376195,6632120,-477560,7051480
11,A13184502,0,0,0,0,0,0,,,0,0
12,A13183303,0,0,,,0,0,,,271470,3403560
13,A13120001,1650000,0,0,0,0,0,,,,
14,A13188406,,,,,0,0,5347630,12867010,573430,0
15,A13177701,,,0,0,0,0,9661850,0,,
16,A13183204,,,0,0,0,0,1968900,15123790,0,0
17,A13184208,,,0,0,0,0,,,,
18,A13183502,0,0,,,,,,,0,0
19,A13181201,0,0,57740,0,,,665390,6986460,-290,3123780
20,A13175103,,,0,0,0,0,4748060,29884600,,
21,A13175102,,,,,,,,,,
22,A10028033,0,0,,,,,,,,
23,A10025159,,,0,0,,,,,-513850,8433330
24,A13120003,,,,,,,,,,
25,A10024703,0,0,0,0,,,,,,
26,A10023384,,,,,,,,,,
27,A10024443,0,0,,,0,0,2689201,0,0,0
28,A10024741,0,0,22570,0,0,0,,,,
29,A10024366,,,,,,,,,,
30,A10023606,,,,,,,,,,
31,A13185602,,,0,0,0,0,3684560,12845500,,
32,A13185603,,,0,0,0,0,,,,
33,A13170401,,,0,0,0,0,4377644,21148680,0,9488740
34,A13186306,,,,,,,,,630000,0
35,A13186401,,,0,0,0,0,,,,
36,A13122104,,,0,0,,,,,12366860,0
37,A13186305,,,,,0,13329360,4274180,26567200,1614480,15253080
38,A13185607,,,0,0,,,2204510,43887590,921300,0
39,A13122001,0,0,,,,,,,0,10614870
40,A13187501,0,0,0,0,,,,,,
41,A13187702,,,,,0,0,,,4790540,27883790
42,A10026046,,,,,,,,,,
43,A13176801,,,,,,,1608736,5968340,,
44,A13114103,,,0,0,,,1716597,9161100,,
45,A13184804,,,0,0,0,0,1994970,7912990,,
46,A13184609,,,,,0,16446500,1227650,25722740,761970,14220850
47,A13184610,8306240,16873760,0,0,0,36008400,,,480320,28454170
48,A13114106,,,123650,0,0,0,,,,
49,A13185508,,,0,0,0,0,,,,
50,A13185501,0,0,0,0,0,0,595850,6870010,0,6421310
51,A13185507,,,0,0,,,1900570,10172230,,
52,A13185502,,,0,0,0,0,,,,
53,A13114002,0,0,0,0,,,1545080,24301340,569230,13531730
54,A13185402,,,,,0,0,1715656,8702120,0,0
55,A13114201,,,,,,,,,,
56,A10025855,,,0,0,,,7328600,26705600,0,27763850
57,A10025187,,,,,,,,,,
58,A10026469,,,,,,,6184084,18637190,,
59,A13123102,0,0,0,0,0,0,3934080,31002310,0,13058120
60,A13176102,,,29210,0,0,0,,,0,0
61,A13123002,0,0,0,0,0,0,,,,
62,A13123001,0,0,0,0,0,0,8821770,0,7973270,0
63,A13123101,0,0,,,0,0,,,0,2987710
64,A13176101,,,,,,,,,,
65,A10027498,,,,,,,,,,
66,A10023816,,,,,11782800,11768400,5525080,12212130,749930,6295290
67,A10024008,5522250,1280310,,,,,3618400,10233570,,
68,A10024018,,,0,0,0,5576000,1183233,9036650,,
69,A10024214,,,0,0,,,5391000,22680790,781100,7716980
70,A10023952,,,,,,,,,13665840,0
71,A13186801,0,0,,,0,0,,,,
72,A13186503,,,0,0,,,,,0,0
73,A13176902,428830,3859670,,,,,,,149850,0
74,A13113002,,,0,0,,,1139152,11198160,,
75,A13113006,-355790,354730,0,0,,,,,0,4146290
76,A13186905,,,157980,0,0,308000,,,0,0
77,A13113001,0,0,0,0,,,,,-800,3839300
78,A13186502,0,0,,,0,0,,,,
79,A13178101,2816420,17764140,,,0,30487650,,,,
80,A13176901,4809010,15117750,,,,,4040899,39590300,,
81,A13113003,,,0,0,-8214000,8214000,4391030,15867040,,
82,A13187306,0,12074310,,,-1310,17067130,,,,
83,A13186504,0,0,0,0,,,,,150010,5692470
84,A13187406,,,,,,,,,,
85,A13113004,,,,,0,8312500,7255680,25502620,-1184790,17547270
86,A13187302,,,,,,,,,,
87,A13187305,2474530,13545050,0,0,,,5062337,22596640,-2263990,17576010
88,A13186907,,,0,0,0,0,1391940,26515780,,
89,A13187004,,,0,0,0,0,38778515,0,,
90,A13186708,4394899,15442670,0,0,,,,,4000000,0
91,A13187201,,,0,0,0,11230000,8824547,23854990,-346280,14616890
92,A13187203,4914530,13684690,0,0,0,14183550,8164957,37500170,,
93,A13113008,,,0,0,0,0,12933921,44225380,-682670,24599450
94,A13113007,0,0,0,0,0,0,11315800,60780150,1767810,35564690
95,A10025397,0,0,,,,,1027310,3486870,0,2148640
96,A10027297,,,,,,,,,,
97,A10027775,,,,,0,0,1891030,1275670,,
98,A10025137,701280,0,0,0,6400080,0,,,,
