,kaptCode,heatC,heatP,gasC,gasP,waterHotC,waterHotP,electC,electP,waterCoolC,waterCoolP
0,A13991017,0,0,0,0,0,0,1515793,9646450,313290,4315830
1,A13905208,43940400,0,0,0,-6410000,6410000,3988450,0,2602170,6064800
2,A13905202,135120,0,0,0,0,0,10556370,0,5293170,0
3,A13985107,1404390,24265760,0,0,0,17141800,3305570,0,-41010,6873250
4,A13984604,0,0,0,0,0,0,34242430,27663310,518560,0
5,A13984411,2854330,44896500,0,0,0,4090000,5094040,0,-1431000,10686160
6,A13905102,0,0,0,0,0,0,3360810,8609410,0,0
7,A13984603,0,0,0,0,0,0,3197705,10172780,0,0
8,A13905204,28911870,0,0,0,3990000,0,2060720,0,6411020,0
9,A13985201,0,0,0,0,0,0,3722520,7509830,75620,0
10,A13985106,18007820,33486110,0,0,-12355200,12355200,4753490,0,51270,9560690
11,A13984813,88609816,0,0,0,0,23838000,12075720,0,0,0
12,A13987501,0,0,0,0,0,0,1916260,4864270,0,3305120
13,A13905105,0,0,0,0,0,0,17827202,43721490,1173430,21111840
14,A13987503,0,0,0,0,0,0,436598,6403950,0,3219990
15,A13984814,0,0,0,0,0,0,15049550,0,2890800,0
16,A13984004,0,0,0,0,0,0,4818110,125270080,3113550,59513360
17,A13991016,0,0,176710,0,0,0,405531,7710900,0,4463570
18,A13985103,7330730,37867610,0,0,0,11706100,6406300,15061530,1046670,6526080
19,A13985105,902870,24054660,0,0,0,9046800,3567180,0,72790,6218880
20,A13984409,9010130,26783190,0,0,-9157500,9157500,3395330,0,2542495,0
21,A13984003,-864330,73514000,0,0,0,13994640,5985790,25030430,1823030,0
22,A13995602,7475708,30959840,0,0,0,14115000,0,0,290190,0
23,A13905003,0,0,0,0,0,0,5531150,19419830,-3430,10109580
24,A13905301,0,0,0,0,0,0,2514580,9870910,-340,4679140
25,A13987502,0,0,0,0,0,0,1966140,7622550,147870,4372430
26,A13991018,0,0,0,0,0,0,8060120,31513830,2070,15119200
27,A13905302,6477600,35920170,0,0,0,7002500,4450770,0,3610005,0
28,A13991015,0,0,0,0,0,0,1937572,6118990,639530,2259670
29,A13905101,0,0,0,0,0,0,417084,8495670,1910,3126910
30,A13984005,16884300,168400510,0,0,0,95172000,9196610,121200060,1226950,60182550
31,A10027121,0,0,0,0,0,0,7383058,12529680,359450,4641140
32,A10027716,0,0,0,0,0,0,11002290,23567910,784720,9229830
33,A10025097,0,0,574460,0,0,0,59631080,0,16041180,0
34,A10024636,,,,,,,,,,
35,A10024812,,,,,,,,,,
36,A13980513,0,0,0,0,0,0,2616906,64391140,2187000,29887390
37,A13924003,0,0,,,0,0,6731770,16463770,0,9948320
38,A13994501,0,0,,,0,0,3235916,7331993,0,0
39,A13980801,159160,0,0,0,0,0,1251811,4998280,-1100,2308090
40,A13980010,1663710,37698430,-710130,699410,0,10509000,7950000,13398960,56010,8297010
41,A13980415,0,0,0,0,0,0,30120520,17596290,9687080,8981380
42,A13980018,1631760,43557560,,,-65430,14674200,8502820,12835060,,
43,A13980107,0,0,0,0,0,0,3680090,15962600,,
44,A13980509,1999440,26751200,,,0,5729100,3805080,0,,
45,A13980009,0,0,177880,0,0,0,1029357,16059910,0,0
46,A13980014,21320260,66127130,0,0,-24568600,24568600,2835200,26142380,,
47,A13980012,1913000,36597140,,,0,8468600,5725490,16584040,,
48,A13924004,0,0,,,0,0,7151805,29122900,,
49,A13980510,1137650,21541260,0,0,6000,16476000,3483360,0,,
