,kaptCode,heatC,heatP,gasC,gasP,waterHotC,waterHotP,electC,electP,waterCoolC,waterCoolP
0,A13991017,,,0,0,,,1142880,17980000,356560,4225790
1,A13905208,1118550,0,,,-3975000,3975000,,,2727450,9018750
2,A13905202,,,,,0,0,,,5435050,0
3,A13985107,1445760,0,,,1620,3082850,2902520,0,,
4,A13984604,,,,,,,38326650,34311820,,
5,A13984411,,,0,0,,,,,515870,10342560
6,A13905102,,,,,,,,,403725,0
7,A13984603,,,,,0,0,2256836,11533950,2688000,10847560
8,A13905204,,,0,0,,,2623980,0,,
9,A13985201,0,0,0,0,,,10849556,11598680,40795,0
10,A13985106,4554220,0,0,0,,,4190340,0,,
11,A13984813,,,0,0,,,,,0,0
12,A13987501,,,,,,,,,0,3458120
13,A13905105,,,,,0,0,16210602,54455720,,
14,A13987503,,,,,0,0,,,,
15,A13984814,,,,,0,0,7889870,0,,
16,A13984004,0,0,0,0,,,4871520,206872380,545920,66407510
17,A13991016,0,0,18460,0,,,520150,13105260,0,4636530
18,A13985103,,,,,,,5936930,24777146,860250,7098510
19,A13985105,,,0,0,-2220,3363450,2303300,0,87490,7218860
20,A13984409,2243480,0,,,,,2052530,0,1762115,0
21,A13984003,-232500,6039600,,,0,9898200,,,3512790,0
22,A13995602,0,525070,0,0,0,6420600,,,,
23,A13905003,,,0,0,0,0,,,-920,10206900
24,A13905301,,,0,0,,,,,180,5696670
25,A13987502,0,0,,,,,3239170,13625790,,
26,A13991018,0,0,0,0,0,0,,,-820,17699250
27,A13905302,1620720,0,0,0,,,,,,
28,A13991015,,,0,0,0,0,,,,
29,A13905101,,,0,0,,,288624,9979920,,
30,A13984005,,,0,0,0,33302500,-3018395,135947680,,
31,A10027121,,,0,0,0,0,,,,
32,A10027716,0,0,0,0,0,0,8297557,31044300,,
33,A10025097,,,178480,0,,,,,,
34,A10024636,,,,,,,,,,
35,A10024812,,,,,,,,,,
36,A13980513,0,0,,,0,0,201075,85700870,834360,32073320
37,A13924003,,,,,0,0,3650336,27073360,,
38,A13994501,,,0,0,,,,,222500,0
39,A13980801,,,,,,,,,-70,2769300
40,A13980010,1699735,0,,,115,3126070,,,60370,9444830
41,A13980415,,,,,0,0,,,,
42,A13980018,,,0,0,0,4355500,2917780,24305340,,
43,A13980107,,,,,,,,,-84810,7697970
44,A13980509,,,,,,,,,1791330,5662410
45,A13980009,0,0,15240,0,0,0,2487450,16736610,,
46,A13980014,10059740,0,0,0,,,,,,
47,A13980012,,,,,,,3873359,20820160,477210,10995600
48,A13924004,0,0,0,0,0,0,,,,
49,A13980510,1190270,0,,,,,,,277000,8870120
50,A13924205,0,0,,,,,,,0,5960160
51,A13980102,0,0,0,0,0,0,,,,
52,A13980604,0,0,0,0,,,425023,10337970,0,3712580
53,A13980413,0,0,0,0,,,,,,
54,A13980511,,,0,0,,,,,,
55,A13980105,0,0,,,,,606440,12622850,104500,3796950
56,A13980402,10030,0,0,0,,,,,0,4333960
57,A13980108,0,0,1100,0,,,,,,
58,A13980407,,,,,,,,,167030,1463700
59,A13980803,,,,,,,1094646,8213860,,
60,A13980004,3575050,0,,,-2460750,2460750,,,0,5906850
61,A13980706,,,,,,,,,,
62,A13980403,,,,,0,0,1007192,12017860,40,4725250
63,A13980401,0,0,0,0,0,0,,,,
64,A13980017,3847510,98760,,,-3341500,3765080,,,,
65,A13980512,92230,822400,,,0,6580200,0,0,,
66,A13980411,0,0,,,0,0,1262800,20177920,0,9888280
67,A13980019,4054699,0,0,0,-2229,9962250,7100210,63082350,,
68,A10026289,,,,,,,,,,
69,A13980006,1191410,0,0,0,0,1545700,,,,
70,A10023991,,,,,0,0,,,,
71,A10023990,,,0,0,,,,,2080,3055520
72,A13987305,,,,,7753310,4295920,,,,
73,A13987303,,,,,2480,16480320,10992194,66989530,,
74,A13993502,0,0,,,0,8029000,,,-171670,12010480
75,A13923104,,,,,-5946000,5942000,,,0,14233430
76,A13923106,370316,0,0,0,0,13359500,,,621071,13325310
77,A13923102,0,0,,,,,2502690,14918030,,
78,A13987304,9644550,0,0,0,0,14184000,6162108,50686360,,
79,A13977913,,,0,0,0,18438000,,,0,313720
