,kaptCode,heatC,heatP,gasC,gasP,waterHotC,waterHotP,electC,electP,waterCoolC,waterCoolP
0,A15380403,0,0,0,0,0,0,11725175,42135950,54820,25584970
1,A15380101,0,0,0,0,0,0,1852060,6602270,211280,3827730
2,A10023956,0,0,0,219780,0,0,9057673,3931690,1184600,1976710
3,A15382301,0,0,0,0,0,0,2975840,11724460,0,12080960
4,A15383601,0,0,0,0,0,0,1447330,4400490,193200,0
5,A15381402,0,0,0,0,0,0,1934020,4861300,728950,5002560
6,A15301105,0,0,0,0,0,0,439020,23661500,0,10731950
7,A15383308,0,19138060,0,0,0,15708000,825748,12820340,0,6609760
8,A15375810,0,0,0,0,0,0,2380990,6603800,0,3654460
9,A15370301,0,0,0,0,0,0,-585000,8980520,0,5229180
10,A15375809,0,57415650,0,0,0,8142000,0,16045600,5680500,0
11,A15381706,0,0,0,0,0,0,1425800,35755670,0,0
12,A15383604,0,0,0,0,0,0,2823110,6400740,161530,4758110
13,A15381303,0,0,0,0,0,0,1679343,8219470,1348200,0
14,A15383307,7263770,42353160,0,0,0,32163600,10490577,35674840,354720,19110100
15,A10027188,0,0,0,0,0,0,34865150,79490530,-3340,37457620
16,A10026024,,,,,,,,,,
17,A10025946,0,0,0,0,0,0,19736650,42984240,355240,18405380
18,A10025116,0,0,0,0,0,0,5955050,17288400,87410,7315860
19,A10024302,-230930,230930,0,0,0,0,10522296,37970260,9150,14717660
20,A15383702,0,0,0,0,0,0,5699300,27966080,0,17350060
21,A15386506,0,0,0,0,0,0,5138943,18844040,0,14589670
22,A15303002,0,0,0,0,0,0,5586030,74440770,-438120,31032050
23,A15386404,0,0,0,0,0,0,723500,7255480,331530,0
24,A15384501,25890,0,0,0,0,0,12262680,10182470,4358420,4797650
25,A15303401,0,0,0,0,0,0,2078190,6023000,0,3040470
26,A15303203,0,0,0,0,0,0,6231120,24853830,0,12408200
27,A15303103,0,0,0,0,0,0,2190630,5837340,0,0
28,A15303202,0,0,0,0,0,0,-330910,7055030,608930,4038030
29,A15378501,0,0,0,0,0,0,9000900,0,7144890,0
30,A15383905,0,32259810,0,0,0,18385500,6586840,14085850,0,11683150
31,A15370103,0,0,350190,0,0,0,33519970,77504240,-441400,34854390
32,A15384101,0,0,0,0,0,0,203620,7627510,0,0
33,A15303205,697970,0,0,0,0,0,25394188,86619910,540,51470440
34,A15303502,0,0,0,0,0,0,809235,9059800,0,7542180
35,A15384603,0,0,0,0,0,0,4385940,12261560,233430,8783940
36,A15303204,0,0,82680,0,0,0,1901105,12426950,1656110,9490710
37,A15303003,,,,,,,,,,
38,A15303102,0,0,0,0,0,0,9444870,8220220,8951410,8951410
39,A10026187,,,,,,,,,,
40,A10025447,,,,,,,,,,
41,A10026792,,,,,,,,,,
