,kaptCode,heatC,heatP,gasC,gasP,waterHotC,waterHotP,electC,electP,waterCoolC,waterCoolP
0,A15380403,0,0,0,0,0,0,11917377,46224520,89770,29048750
1,A15380101,0,0,0,0,0,0,1388250,7009810,222670,3751320
2,A10023956,0,0,0,2419340,0,0,13297958,4559310,1205960,1911000
3,A15382301,0,0,0,0,0,0,2174830,11927350,0,0
4,A15383601,0,0,0,0,0,0,1058430,5245030,0,0
5,A15381402,0,0,0,0,0,0,1524730,5536880,0,0
6,A15301105,0,0,0,0,0,0,478330,22273410,0,10474040
7,A15383308,0,682930,0,0,0,9152500,1054520,10603270,0,8458000
8,A15375810,0,0,0,0,0,0,1823590,6981870,0,4152640
9,A15370301,0,0,0,0,0,0,-585001,9165430,0,4840430
10,A15375809,-174340,7116600,0,0,0,5289000,0,18430800,2959250,0
11,A15381706,0,0,0,0,0,0,4977460,30699480,0,0
12,A15383604,0,0,0,0,0,0,1811070,7391470,310590,4618930
13,A15381303,0,0,0,0,0,0,2135555,8311020,0,0
14,A15383307,6216620,0,0,0,0,10947150,9305695,34068060,210190,19285910
15,A10027188,0,0,0,0,0,0,37462920,91915450,1578160,35198030
16,A10026024,,,,,,,,,,
17,A10025946,0,0,0,0,0,0,20071400,46042530,235110,20413030
18,A10025116,0,0,0,0,0,0,9777900,16252290,292570,6451090
19,A10024302,-337940,337940,0,0,0,0,14262143,41383780,1352000,14979720
20,A15383702,0,0,0,0,0,0,4217230,27121940,0,20064170
21,A15386506,0,0,0,0,0,0,4331254,20984930,259340,15081800
22,A15303002,0,0,0,0,0,0,9747398,63892502,-3366380,34917860
23,A15386404,0,0,0,0,0,0,466970,6041930,350880,0
24,A15384501,2120,0,0,0,0,0,12381200,0,5165560,0
25,A15303401,0,0,0,0,0,0,1856990,6580650,0,3360000
26,A15303203,0,0,0,0,0,0,5808070,23965220,0,13941540
27,A15303103,0,0,0,0,0,0,1966840,6346300,94760,0
28,A15303202,0,0,0,0,0,0,1752570,5686530,361510,4260280
29,A15378501,0,0,0,0,0,0,-1284930,10561800,-7581470,7581470
30,A15383905,4513090,2976690,0,0,-4704000,4704000,1831320,15569360,-412030,11509200
31,A15370103,0,0,3190,0,0,0,27372332,79594910,-2074650,40242500
32,A15384101,0,0,0,0,0,0,526310,6962160,471270,0
33,A15303205,62760,0,0,0,0,0,28536622,89877830,4180,56061270
34,A15303502,0,0,0,0,0,0,231549,9662950,0,0
35,A15384603,0,0,0,0,0,0,3037860,13548670,0,9643330
36,A15303204,0,0,6490,0,0,0,1599481,12875110,2537200,8037860
37,A15303003,,,,,,,,,,
38,A15303102,0,0,0,0,0,0,1124130,8370220,0,0
39,A10026187,,,,,,,,,,
40,A10025447,,,,,,,,,,
41,A10026792,,,,,,,,,,
